Temps	Canal A	Canal B
(ms)	(mV)	(V)

-3.28669680	205.99990000	0.99093600
-3.28413680	192.55650000	0.94622640
-3.28157680	205.99990000	0.94622640
-3.27901680	210.48610000	0.94622640
-3.27645680	205.99990000	0.94622640
-3.27389680	205.99990000	0.94622640
-3.27133680	205.99990000	0.90136410
-3.26877680	205.99990000	0.94622640
-3.26621680	205.99990000	0.90136410
-3.26365680	201.52900000	0.85665460
-3.26109680	201.52900000	0.85665460
-3.25853680	201.52900000	0.85665460
-3.25597680	210.48610000	0.90136410
-3.25341680	201.52900000	0.85665460
-3.25085680	197.04280000	0.85665460
-3.24829680	197.04280000	0.90136410
-3.24573680	197.04280000	0.85665460
-3.24317680	197.04280000	0.85665460
-3.24061680	192.55650000	0.90136410
-3.23805680	197.04280000	0.90136410
-3.23549680	192.55650000	0.90136410
-3.23293680	188.08560000	0.90136410
-3.23037680	188.08560000	0.85665460
-3.22781680	183.59930000	0.85665460
-3.22525680	183.59930000	0.90136410
-3.22269680	183.59930000	0.85665460
-3.22013680	179.11310000	0.85665460
-3.21757680	179.11310000	0.85665460
-3.21501680	174.62690000	0.85665460
-3.21245680	174.62690000	0.90136410
-3.20989680	170.15590000	0.85665460
-3.20733680	170.15590000	0.85665460
-3.20477680	170.15590000	0.85665460
-3.20221680	170.15590000	0.85665460
-3.19965680	165.66970000	0.85665460
-3.19709680	165.66970000	0.85665460
-3.19453680	161.18350000	0.85665460
-3.19197680	161.18350000	0.85665460
-3.18941680	161.18350000	0.85665460
-3.18685680	152.22630000	0.85665460
-3.18429680	156.71250000	0.85665460
-3.18173680	152.22630000	0.85665460
-3.17917680	152.22630000	0.90136410
-3.17661680	152.22630000	0.90136410
-3.17405680	147.74010000	0.90136410
-3.17149680	143.25390000	0.90136410
-3.16893680	138.78290000	0.94622640
-3.16637680	138.78290000	0.94622640
-3.16381680	134.29670000	0.94622640
-3.16125680	129.81050000	1.03579800
-3.15869680	134.29670000	1.03579800
-3.15613680	125.33950000	1.03579800
-3.15357680	125.33950000	1.08050800
-3.15101680	116.36710000	1.08050800
-3.14845680	120.85330000	1.12537000
-3.14589680	116.36710000	1.12537000
-3.14333680	111.89610000	1.12537000
-3.14077680	107.40990000	1.12537000
-3.13821680	111.89610000	1.17008000
-3.13565680	107.40990000	1.17008000
-3.13309680	107.40990000	1.17008000
-3.13053680	98.43745000	1.21494200
-3.12797680	98.43745000	1.21494200
-3.12541680	93.96648000	1.21494200
-3.12285680	89.48026000	1.25965100
-3.12029680	93.96648000	1.25965100
-3.11773680	84.99404000	1.25965100
-3.11517680	80.52309000	1.25965100
-3.11261680	80.52309000	1.25965100
-3.11005680	76.03686000	1.30451400
-3.10749680	71.55064000	1.30451400
-3.10493680	71.55064000	1.30451400
-3.10237680	67.07968000	1.34937600
-3.09981680	67.07968000	1.34937600
-3.09725680	62.59346000	1.34937600
-3.09469680	58.10724000	1.39408600
-3.09213680	58.10724000	1.39408600
-3.08957680	49.15006000	1.43894800
-3.08701680	49.15006000	1.43894800
-3.08445680	49.15006000	1.43894800
-3.08189680	40.17762000	1.48365700
-3.07933680	40.17762000	1.48365700
-3.07677680	44.66384000	1.48365700
-3.07421680	31.22043000	1.48365700
-3.07165680	31.22043000	1.52852000
-3.06909680	26.73421000	1.52852000
-3.06653680	26.73421000	1.57322900
-3.06397680	22.26325000	1.61809100
-3.06141680	22.26325000	1.61809100
-3.05885680	13.30607000	1.66280100
-3.05629680	13.30607000	1.70766300
-3.05373680	13.30607000	1.75237300
-3.05117680	8.81984900	1.79723500
-3.04861680	-0.13733330	1.84194500
-3.04605680	4.34888700	1.84194500
-3.04349680	-0.13733330	1.84194500
-3.04093680	-4.62355400	1.88680700
-3.03837680	-9.09451500	1.93151600
-3.03581680	-9.09451500	1.93151600
-3.03325680	-13.58074000	1.97637900
-3.03069680	-13.58074000	1.97637900
-3.02813680	-22.55318000	2.02108800
-3.02557680	-22.55318000	2.02108800
-3.02301680	-27.02414000	2.06595000
-3.02045680	-31.51036000	2.11081300
-3.01789680	-35.99658000	2.11081300
-3.01533680	-35.99658000	2.15552200
-3.01277680	-40.46754000	2.15552200
-3.01021680	-44.95376000	2.20038500
-3.00765680	-44.95376000	2.20038500
-3.00509680	-49.43998000	2.24509400
-3.00253680	-53.91095000	2.24509400
-2.99997680	-58.39716000	2.28995600
-2.99741680	-58.39716000	2.28995600
-2.99485680	-62.88339000	2.28995600
-2.99229680	-67.36961000	2.37952800
-2.98973680	-67.36961000	2.37952800
-2.98717680	-71.84057000	2.42423800
-2.98461680	-71.84057000	2.42423800
-2.98205680	-76.32679000	2.51381000
-2.97949680	-80.81301000	2.51381000
-2.97693680	-80.81301000	2.55867200
-2.97437680	-85.28397000	2.55867200
-2.97181680	-85.28397000	2.60338100
-2.96925680	-89.77020000	2.60338100
-2.96669680	-89.77020000	2.60338100
-2.96413680	-94.25641000	2.64824400
-2.96157680	-94.25641000	2.69295300
-2.95901680	-103.21360000	2.69295300
-2.95645680	-103.21360000	2.73781500
-2.95389680	-107.69980000	2.73781500
-2.95133680	-107.69980000	2.78267800
-2.94877680	-112.18600000	2.73781500
-2.94621680	-121.14320000	2.82738700
-2.94365680	-116.65700000	2.82738700
-2.94109680	-121.14320000	2.87225000
-2.93853680	-121.14320000	2.91695900
-2.93597680	-125.62940000	2.91695900
-2.93341680	-125.62940000	2.91695900
-2.93085680	-130.10040000	2.96182100
-2.92829680	-130.10040000	2.96182100
-2.92573680	-130.10040000	3.00653100
-2.92317680	-134.58660000	3.00653100
-2.92061680	-134.58660000	3.05139300
-2.91805680	-134.58660000	3.05139300
-2.91549680	-143.55910000	3.09610300
-2.91293680	-143.55910000	3.18567500
-2.91037680	-143.55910000	3.18567500
-2.90781680	-148.03000000	3.23053700
-2.90525680	-152.51620000	3.27524600
-2.90269680	-157.00250000	3.27524600
-2.90013680	-148.03000000	3.32010900
-2.89757680	-152.51620000	3.32010900
-2.89501680	-157.00250000	3.32010900
-2.89245680	-157.00250000	3.36481800
-2.88989680	-157.00250000	3.40968000
-2.88733680	-161.47340000	3.36481800
-2.88477680	-161.47340000	3.40968000
-2.88221680	-161.47340000	3.45439000
-2.87965680	-165.95960000	3.49925200
-2.87709680	-165.95960000	3.49925200
-2.87453680	-165.95960000	3.49925200
-2.87197680	-170.44590000	3.54411500
-2.86941680	-170.44590000	3.54411500
-2.86685680	-174.91680000	3.63368600
-2.86429680	-174.91680000	3.58882400
-2.86173680	-174.91680000	3.63368600
-2.85917680	-174.91680000	3.63368600
-2.85661680	-179.40300000	3.63368600
-2.85405680	-174.91680000	3.67839600
-2.85149680	-183.88930000	3.67839600
-2.84893680	-179.40300000	3.72325800
-2.84637680	-179.40300000	3.72325800
-2.84381680	-179.40300000	3.76796800
-2.84125680	-179.40300000	3.76796800
-2.83869680	-183.88930000	3.76796800
-2.83613680	-183.88930000	3.81283000
-2.83357680	-183.88930000	3.81283000
-2.83101680	-183.88930000	3.81283000
-2.82845680	-179.40300000	3.85754000
-2.82589680	-183.88930000	3.85754000
-2.82333680	-183.88930000	3.90240200
-2.82077680	-183.88930000	3.90240200
-2.81821680	-188.37550000	3.90240200
-2.81565680	-183.88930000	3.94711100
-2.81309680	-188.37550000	3.94711100
-2.81053680	-188.37550000	3.99197400
-2.80797680	-188.37550000	3.99197400
-2.80541680	-183.88930000	3.99197400
-2.80285680	-183.88930000	3.99197400
-2.80029680	-188.37550000	3.99197400
-2.79773680	-183.88930000	3.99197400
-2.79517680	-188.37550000	4.03668300
-2.79261680	-188.37550000	4.03668300
-2.79005680	-183.88930000	4.03668300
-2.78749680	-188.37550000	4.08154500
-2.78493680	-183.88930000	4.08154500
-2.78237680	-179.40300000	4.08154500
-2.77981680	-188.37550000	4.08154500
-2.77725680	-179.40300000	4.08154500
-2.77469680	-183.88930000	4.08154500
-2.77213680	-197.33270000	4.12625500
-2.76957680	-183.88930000	4.17111700
-2.76701680	-179.40300000	4.12625500
-2.76445680	-179.40300000	4.17111700
-2.76189680	-179.40300000	4.12625500
-2.75933680	-174.91680000	4.17111700
-2.75677680	-174.91680000	4.17111700
-2.75421680	-174.91680000	4.12625500
-2.75165680	-174.91680000	4.17111700
-2.74909680	-174.91680000	4.17111700
-2.74653680	-174.91680000	4.17111700
-2.74397680	-170.44590000	4.17111700
-2.74141680	-170.44590000	4.21598000
-2.73885680	-165.95960000	4.17111700
-2.73629680	-170.44590000	4.17111700
-2.73373680	-165.95960000	4.21598000
-2.73117680	-165.95960000	4.17111700
-2.72861680	-161.47340000	4.21598000
-2.72605680	-157.00250000	4.21598000
-2.72349680	-161.47340000	4.17111700
-2.72093680	-161.47340000	4.17111700
-2.71837680	-157.00250000	4.17111700
-2.71581680	-157.00250000	4.17111700
-2.71325680	-152.51620000	4.17111700
-2.71069680	-152.51620000	4.17111700
-2.70813680	-148.03000000	4.17111700
-2.70557680	-148.03000000	4.17111700
-2.70301680	-148.03000000	4.17111700
-2.70045680	-143.55910000	4.12625500
-2.69789680	-139.07280000	4.08154500
-2.69533680	-143.55910000	4.08154500
-2.69277680	-139.07280000	4.08154500
-2.69021680	-134.58660000	4.08154500
-2.68765680	-134.58660000	4.08154500
-2.68509680	-130.10040000	4.08154500
-2.68253680	-130.10040000	4.03668300
-2.67997680	-125.62940000	4.03668300
-2.67741680	-121.14320000	4.03668300
-2.67485680	-125.62940000	4.03668300
-2.67229680	-121.14320000	4.03668300
-2.66973680	-116.65700000	4.03668300
-2.66717680	-116.65700000	3.99197400
-2.66461680	-112.18600000	3.99197400
-2.66205680	-112.18600000	3.99197400
-2.65949680	-107.69980000	3.99197400
-2.65693680	-107.69980000	3.99197400
-2.65437680	-103.21360000	3.99197400
-2.65181680	-98.72737000	3.99197400
-2.64925680	-94.25641000	3.99197400
-2.64669680	-94.25641000	3.94711100
-2.64413680	-94.25641000	3.99197400
-2.64157680	-98.72737000	3.94711100
-2.63901680	-85.28397000	3.94711100
-2.63645680	-80.81301000	3.90240200
-2.63389680	-80.81301000	3.90240200
-2.63133680	-76.32679000	3.85754000
-2.62877680	-76.32679000	3.85754000
-2.62621680	-76.32679000	3.81283000
-2.62365680	-67.36961000	3.81283000
-2.62109680	-67.36961000	3.81283000
-2.61853680	-62.88339000	3.81283000
-2.61597680	-58.39716000	3.81283000
-2.61341680	-58.39716000	3.76796800
-2.61085680	-53.91095000	3.76796800
-2.60829680	-49.43998000	3.72325800
-2.60573680	-44.95376000	3.72325800
-2.60317680	-44.95376000	3.72325800
-2.60061680	-40.46754000	3.67839600
-2.59805680	-40.46754000	3.67839600
-2.59549680	-35.99658000	3.63368600
-2.59293680	-27.02414000	3.63368600
-2.59037680	-27.02414000	3.58882400
-2.58781680	-27.02414000	3.58882400
-2.58525680	-22.55318000	3.54411500
-2.58269680	-22.55318000	3.54411500
-2.58013680	-13.58074000	3.49925200
-2.57757680	-9.09451500	3.49925200
-2.57501680	-13.58074000	3.45439000
-2.57245680	-4.62355400	3.40968000
-2.56989680	-0.13733330	3.36481800
-2.56733680	-0.13733330	3.36481800
-2.56477680	-0.13733330	3.32010900
-2.56221680	4.34888700	3.27524600
-2.55965680	8.81984900	3.27524600
-2.55709680	13.30607000	3.27524600
-2.55453680	13.30607000	3.27524600
-2.55197680	13.30607000	3.23053700
-2.54941680	17.79229000	3.23053700
-2.54685680	22.26325000	3.18567500
-2.54429680	26.73421000	3.14096500
-2.54173680	31.22043000	3.14096500
-2.53917680	31.22043000	3.09610300
-2.53661680	35.70665000	3.09610300
-2.53405680	40.17762000	3.05139300
-2.53149680	40.17762000	3.05139300
-2.52893680	44.66384000	3.00653100
-2.52637680	49.15006000	3.00653100
-2.52381680	53.62102000	3.00653100
-2.52125680	53.62102000	2.96182100
-2.51869680	58.10724000	2.91695900
-2.51613680	58.10724000	2.91695900
-2.51357680	62.59346000	2.91695900
-2.51101680	67.07968000	2.87225000
-2.50845680	67.07968000	2.82738700
-2.50589680	71.55064000	2.82738700
-2.50333680	76.03686000	2.78267800
-2.50077680	76.03686000	2.78267800
-2.49821680	80.52309000	2.73781500
-2.49565680	80.52309000	2.69295300
-2.49309680	84.99404000	2.64824400
-2.49053680	89.48026000	2.64824400
-2.48797680	93.96648000	2.60338100
-2.48541680	93.96648000	2.60338100
-2.48285680	102.92370000	2.55867200
-2.48029680	98.43745000	2.55867200
-2.47773680	102.92370000	2.51381000
-2.47517680	107.40990000	2.51381000
-2.47261680	111.89610000	2.46910000
-2.47005680	111.89610000	2.42423800
-2.46749680	116.36710000	2.37952800
-2.46493680	120.85330000	2.37952800
-2.46237680	120.85330000	2.33466600
-2.45981680	125.33950000	2.28995600
-2.45725680	125.33950000	2.28995600
-2.45469680	129.81050000	2.28995600
-2.45213680	134.29670000	2.20038500
-2.44957680	129.81050000	2.20038500
-2.44701680	138.78290000	2.20038500
-2.44445680	143.25390000	2.15552200
-2.44189680	143.25390000	2.15552200
-2.43933680	143.25390000	2.11081300
-2.43677680	143.25390000	2.06595000
-2.43421680	152.22630000	2.06595000
-2.43165680	152.22630000	2.06595000
-2.42909680	152.22630000	2.02108800
-2.42653680	156.71250000	1.97637900
-2.42397680	156.71250000	1.93151600
-2.42141680	156.71250000	1.93151600
-2.41885680	161.18350000	1.88680700
-2.41629680	161.18350000	1.88680700
-2.41373680	165.66970000	1.84194500
-2.41117680	165.66970000	1.84194500
-2.40861680	165.66970000	1.79723500
-2.40605680	170.15590000	1.84194500
-2.40349680	174.62690000	1.79723500
-2.40093680	174.62690000	1.79723500
-2.39837680	179.11310000	1.75237300
-2.39581680	179.11310000	1.75237300
-2.39325680	183.59930000	1.70766300
-2.39069680	183.59930000	1.70766300
-2.38813680	183.59930000	1.66280100
-2.38557680	188.08560000	1.61809100
-2.38301680	188.08560000	1.57322900
-2.38045680	192.55650000	1.57322900
-2.37789680	192.55650000	1.57322900
-2.37533680	192.55650000	1.52852000
-2.37277680	192.55650000	1.52852000
-2.37021680	192.55650000	1.52852000
-2.36765680	197.04280000	1.48365700
-2.36509680	197.04280000	1.43894800
-2.36253680	201.52900000	1.43894800
-2.35997680	197.04280000	1.39408600
-2.35741680	197.04280000	1.39408600
-2.35485680	201.52900000	1.34937600
-2.35229680	201.52900000	1.34937600
-2.34973680	201.52900000	1.34937600
-2.34717680	201.52900000	1.30451400
-2.34461680	201.52900000	1.30451400
-2.34205680	201.52900000	1.25965100
-2.33949680	210.48610000	1.25965100
-2.33693680	205.99990000	1.21494200
-2.33437680	205.99990000	1.21494200
-2.33181680	205.99990000	1.21494200
-2.32925680	210.48610000	1.21494200
-2.32669680	210.48610000	1.21494200
-2.32413680	205.99990000	1.17008000
-2.32157680	205.99990000	1.17008000
-2.31901680	210.48610000	1.12537000
-2.31645680	205.99990000	1.12537000
-2.31389680	210.48610000	1.12537000
-2.31133680	210.48610000	1.12537000
-2.30877680	210.48610000	1.08050800
-2.30621680	210.48610000	1.03579800
-2.30365680	205.99990000	1.03579800
-2.30109680	205.99990000	1.08050800
-2.29853680	210.48610000	1.03579800
-2.29597680	205.99990000	1.03579800
-2.29341680	205.99990000	0.99093600
-2.29085680	210.48610000	0.94622640
-2.28829680	219.44330000	0.99093600
-2.28573680	205.99990000	0.99093600
-2.28317680	205.99990000	0.94622640
-2.28061680	205.99990000	0.94622640
-2.27805680	205.99990000	0.94622640
-2.27549680	205.99990000	0.94622640
-2.27293680	214.97240000	0.90136410
-2.27037680	201.52900000	0.90136410
-2.26781680	201.52900000	0.90136410
-2.26525680	201.52900000	0.85665460
-2.26269680	201.52900000	0.90136410
-2.26013680	201.52900000	0.90136410
-2.25757680	201.52900000	0.85665460
-2.25501680	197.04280000	0.85665460
-2.25245680	201.52900000	0.90136410
-2.24989680	197.04280000	0.85665460
-2.24733680	197.04280000	0.85665460
-2.24477680	197.04280000	0.85665460
-2.24221680	192.55650000	0.85665460
-2.23965680	192.55650000	0.85665460
-2.23709680	192.55650000	0.90136410
-2.23453680	192.55650000	0.90136410
-2.23197680	188.08560000	0.85665460
-2.22941680	188.08560000	0.85665460
-2.22685680	188.08560000	0.85665460
-2.22429680	183.59930000	0.90136410
-2.22173680	183.59930000	0.85665460
-2.21917680	179.11310000	0.85665460
-2.21661680	179.11310000	0.90136410
-2.21405680	179.11310000	0.85665460
-2.21149680	174.62690000	0.90136410
-2.20893680	174.62690000	0.90136410
-2.20637680	170.15590000	0.90136410
-2.20381680	170.15590000	0.85665460
-2.20125680	165.66970000	0.85665460
-2.19869680	165.66970000	0.90136410
-2.19613680	165.66970000	0.90136410
-2.19357680	161.18350000	0.90136410
-2.19101680	161.18350000	0.90136410
-2.18845680	156.71250000	0.90136410
-2.18589680	156.71250000	0.90136410
-2.18333680	156.71250000	0.90136410
-2.18077680	152.22630000	0.90136410
-2.17821680	147.74010000	0.90136410
-2.17565680	147.74010000	0.90136410
-2.17309680	143.25390000	0.90136410
-2.17053680	143.25390000	0.90136410
-2.16797680	134.29670000	0.94622640
-2.16541680	138.78290000	0.94622640
-2.16285680	134.29670000	0.99093600
-2.16029680	129.81050000	0.94622640
-2.15773680	129.81050000	0.99093600
-2.15517680	125.33950000	1.03579800
-2.15261680	125.33950000	1.03579800
-2.15005680	116.36710000	1.03579800
-2.14749680	120.85330000	1.08050800
-2.14493680	116.36710000	1.08050800
-2.14237680	111.89610000	1.12537000
-2.13981680	111.89610000	1.12537000
-2.13725680	111.89610000	1.12537000
-2.13469680	107.40990000	1.17008000
-2.13213680	98.43745000	1.17008000
-2.12957680	93.96648000	1.21494200
-2.12701680	98.43745000	1.17008000
-2.12445680	93.96648000	1.21494200
-2.12189680	93.96648000	1.21494200
-2.11933680	89.48026000	1.21494200
-2.11677680	84.99404000	1.25965100
-2.11421680	80.52309000	1.25965100
-2.11165680	80.52309000	1.30451400
-2.10909680	76.03686000	1.30451400
-2.10653680	71.55064000	1.34937600
-2.10397680	71.55064000	1.34937600
-2.10141680	67.07968000	1.39408600
-2.09885680	62.59346000	1.43894800
-2.09629680	58.10724000	1.43894800
-2.09373680	58.10724000	1.43894800
-2.09117680	58.10724000	1.48365700
-2.08861680	53.62102000	1.48365700
-2.08605680	49.15006000	1.52852000
-2.08349680	44.66384000	1.52852000
-2.08093680	44.66384000	1.57322900
-2.07837681	40.17762000	1.57322900
-2.07581681	35.70665000	1.57322900
-2.07325681	31.22043000	1.57322900
-2.07069681	26.73421000	1.57322900
-2.06813681	26.73421000	1.61809100
-2.06557681	17.79229000	1.61809100
-2.06301681	22.26325000	1.66280100
-2.06045681	13.30607000	1.66280100
-2.05789681	17.79229000	1.70766300
-2.05533681	13.30607000	1.70766300
-2.05277681	8.81984900	1.75237300
-2.05021681	8.81984900	1.75237300
-2.04765681	4.34888700	1.79723500
-2.04509681	-0.13733330	1.79723500
-2.04253681	-4.62355400	1.84194500
-2.03997681	-4.62355400	1.84194500
-2.03741681	-9.09451500	1.88680700
-2.03485681	-18.06696000	1.88680700
-2.03229681	-18.06696000	1.93151600
-2.02973681	-18.06696000	1.97637900
-2.02717681	-22.55318000	2.02108800
-2.02461681	-27.02414000	2.02108800
-2.02205681	-27.02414000	2.02108800
-2.01949681	-35.99658000	2.06595000
-2.01693681	-35.99658000	2.15552200
-2.01437681	-35.99658000	2.15552200
-2.01181681	-40.46754000	2.15552200
-2.00925681	-44.95376000	2.20038500
-2.00669681	-44.95376000	2.24509400
-2.00413681	-49.43998000	2.24509400
-2.00157681	-49.43998000	2.28995600
-1.99901681	-58.39716000	2.28995600
-1.99645681	-62.88339000	2.28995600
-1.99389681	-62.88339000	2.33466600
-1.99133681	-67.36961000	2.37952800
-1.98877681	-71.84057000	2.37952800
-1.98621681	-71.84057000	2.46910000
-1.98365681	-76.32679000	2.46910000
-1.98109681	-80.81301000	2.46910000
-1.97853681	-80.81301000	2.55867200
-1.97597681	-85.28397000	2.55867200
-1.97341681	-85.28397000	2.55867200
-1.97085681	-85.28397000	2.55867200
-1.96829681	-89.77020000	2.60338100
-1.96573681	-94.25641000	2.60338100
-1.96317681	-94.25641000	2.64824400
-1.96061681	-94.25641000	2.64824400
-1.95805681	-103.21360000	2.73781500
-1.95549681	-103.21360000	2.73781500
-1.95293681	-103.21360000	2.73781500
-1.95037681	-103.21360000	2.78267800
-1.94781681	-112.18600000	2.82738700
-1.94525681	-116.65700000	2.82738700
-1.94269681	-116.65700000	2.87225000
-1.94013681	-116.65700000	2.91695900
-1.93757681	-121.14320000	2.91695900
-1.93501681	-125.62940000	2.91695900
-1.93245681	-125.62940000	2.96182100
-1.92989681	-130.10040000	2.96182100
-1.92733681	-139.07280000	3.00653100
-1.92477681	-134.58660000	3.00653100
-1.92221681	-139.07280000	3.05139300
-1.91965681	-130.10040000	3.05139300
-1.91709681	-139.07280000	3.14096500
-1.91453681	-139.07280000	3.14096500
-1.91197681	-143.55910000	3.14096500
-1.90941681	-143.55910000	3.18567500
-1.90685681	-148.03000000	3.23053700
-1.90429681	-152.51620000	3.18567500
-1.90173681	-148.03000000	3.27524600
-1.89917681	-152.51620000	3.32010900
-1.89661681	-152.51620000	3.32010900
-1.89405681	-157.00250000	3.36481800
-1.89149681	-157.00250000	3.36481800
-1.88893681	-161.47340000	3.40968000
-1.88637681	-161.47340000	3.45439000
-1.88381681	-161.47340000	3.45439000
-1.88125681	-161.47340000	3.49925200
-1.87869681	-165.95960000	3.49925200
-1.87613681	-165.95960000	3.54411500
-1.87357681	-165.95960000	3.54411500
-1.87101681	-170.44590000	3.54411500
-1.86845681	-170.44590000	3.54411500
-1.86589681	-174.91680000	3.63368600
-1.86333681	-170.44590000	3.63368600
-1.86077681	-174.91680000	3.63368600
-1.85821681	-179.40300000	3.63368600
-1.85565681	-179.40300000	3.67839600
-1.85309681	-174.91680000	3.67839600
-1.85053681	-179.40300000	3.67839600
-1.84797681	-179.40300000	3.72325800
-1.84541681	-179.40300000	3.72325800
-1.84285681	-179.40300000	3.72325800
-1.84029681	-188.37550000	3.72325800
-1.83773681	-179.40300000	3.81283000
-1.83517681	-183.88930000	3.81283000
-1.83261681	-183.88930000	3.81283000
-1.83005681	-183.88930000	3.90240200
-1.82749681	-179.40300000	3.85754000
-1.82493681	-183.88930000	3.90240200
-1.82237681	-179.40300000	3.90240200
-1.81981681	-183.88930000	3.90240200
-1.81725681	-183.88930000	3.94711100
-1.81469681	-183.88930000	3.94711100
-1.81213681	-188.37550000	3.94711100
-1.80957681	-188.37550000	3.99197400
-1.80701681	-188.37550000	3.99197400
-1.80445681	-188.37550000	4.03668300
-1.80189681	-183.88930000	4.03668300
-1.79933681	-183.88930000	4.03668300
-1.79677681	-183.88930000	4.03668300
-1.79421681	-183.88930000	4.08154500
-1.79165681	-188.37550000	4.08154500
-1.78909681	-188.37550000	4.08154500
-1.78653681	-188.37550000	4.08154500
-1.78397681	-183.88930000	4.08154500
-1.78141681	-183.88930000	4.08154500
-1.77885681	-183.88930000	4.08154500
-1.77629681	-179.40300000	4.08154500
-1.77373681	-183.88930000	4.12625500
-1.77117681	-183.88930000	4.12625500
-1.76861681	-179.40300000	4.12625500
-1.76605681	-179.40300000	4.17111700
-1.76349681	-179.40300000	4.17111700
-1.76093681	-179.40300000	4.17111700
-1.75837681	-174.91680000	4.21598000
-1.75581681	-174.91680000	4.17111700
-1.75325681	-174.91680000	4.17111700
-1.75069681	-174.91680000	4.17111700
-1.74813681	-174.91680000	4.17111700
-1.74557681	-170.44590000	4.17111700
-1.74301681	-170.44590000	4.17111700
-1.74045681	-170.44590000	4.17111700
-1.73789681	-170.44590000	4.21598000
-1.73533681	-165.95960000	4.17111700
-1.73277681	-165.95960000	4.17111700
-1.73021681	-165.95960000	4.21598000
-1.72765681	-165.95960000	4.17111700
-1.72509681	-161.47340000	4.17111700
-1.72253681	-161.47340000	4.17111700
-1.71997681	-161.47340000	4.17111700
-1.71741681	-157.00250000	4.17111700
-1.71485681	-157.00250000	4.21598000
-1.71229681	-152.51620000	4.17111700
-1.70973681	-165.95960000	4.17111700
-1.70717681	-143.55910000	4.17111700
-1.70461681	-148.03000000	4.17111700
-1.70205681	-148.03000000	4.17111700
-1.69949681	-143.55910000	4.12625500
-1.69693681	-139.07280000	4.12625500
-1.69437681	-139.07280000	4.12625500
-1.69181681	-134.58660000	4.17111700
-1.68925681	-134.58660000	4.12625500
-1.68669681	-134.58660000	4.08154500
-1.68413681	-130.10040000	4.08154500
-1.68157681	-139.07280000	4.08154500
-1.67901681	-125.62940000	4.08154500
-1.67645681	-121.14320000	4.03668300
-1.67389681	-121.14320000	4.08154500
-1.67133681	-116.65700000	4.03668300
-1.66877681	-116.65700000	4.03668300
-1.66621681	-112.18600000	3.99197400
-1.66365681	-116.65700000	3.99197400
-1.66109681	-107.69980000	3.99197400
-1.65853681	-103.21360000	3.99197400
-1.65597681	-103.21360000	3.99197400
-1.65341681	-103.21360000	3.94711100
-1.65085681	-103.21360000	3.99197400
-1.64829681	-94.25641000	3.94711100
-1.64573681	-85.28397000	3.94711100
-1.64317681	-94.25641000	3.90240200
-1.64061681	-85.28397000	3.90240200
-1.63805681	-85.28397000	3.90240200
-1.63549681	-80.81301000	3.90240200
-1.63293681	-85.28397000	3.90240200
-1.63037681	-71.84057000	3.85754000
-1.62781681	-71.84057000	3.85754000
-1.62525681	-71.84057000	3.81283000
-1.62269681	-67.36961000	3.81283000
-1.62013681	-67.36961000	3.81283000
-1.61757681	-58.39716000	3.72325800
-1.61501681	-58.39716000	3.76796800
-1.61245681	-53.91095000	3.72325800
-1.60989681	-53.91095000	3.72325800
-1.60733681	-49.43998000	3.72325800
-1.60477681	-49.43998000	3.72325800
-1.60221681	-44.95376000	3.67839600
-1.59965681	-40.46754000	3.67839600
-1.59709681	-35.99658000	3.63368600
-1.59453681	-35.99658000	3.63368600
-1.59197681	-27.02414000	3.58882400
-1.58941681	-27.02414000	3.58882400
-1.58685681	-27.02414000	3.54411500
-1.58429681	-18.06696000	3.54411500
-1.58173681	-22.55318000	3.49925200
-1.57917681	-13.58074000	3.45439000
-1.57661681	-13.58074000	3.45439000
-1.57405681	-9.09451500	3.40968000
-1.57149681	-9.09451500	3.40968000
-1.56893681	-4.62355400	3.36481800
-1.56637681	-0.13733330	3.36481800
-1.56381681	8.81984900	3.32010900
-1.56125681	8.81984900	3.27524600
-1.55869681	13.30607000	3.27524600
-1.55613681	8.81984900	3.23053700
-1.55357681	13.30607000	3.23053700
-1.55101681	13.30607000	3.18567500
-1.54845681	22.26325000	3.18567500
-1.54589681	22.26325000	3.14096500
-1.54333681	26.73421000	3.14096500
-1.54077681	31.22043000	3.09610300
-1.53821681	31.22043000	3.05139300
-1.53565681	35.70665000	3.05139300
-1.53309681	40.17762000	3.00653100
-1.53053681	44.66384000	3.00653100
-1.52797681	44.66384000	3.00653100
-1.52541681	49.15006000	2.96182100
-1.52285681	53.62102000	2.91695900
-1.52029681	53.62102000	2.91695900
-1.51773681	58.10724000	2.91695900
-1.51517681	62.59346000	2.87225000
-1.51261681	62.59346000	2.82738700
-1.51005681	67.07968000	2.78267800
-1.50749681	71.55064000	2.78267800
-1.50493681	76.03686000	2.78267800
-1.50237681	76.03686000	2.73781500
-1.49981681	80.52309000	2.69295300
-1.49725681	84.99404000	2.69295300
-1.49469681	84.99404000	2.69295300
-1.49213681	84.99404000	2.64824400
-1.48957681	89.48026000	2.64824400
-1.48701681	93.96648000	2.60338100
-1.48445681	98.43745000	2.60338100
-1.48189681	98.43745000	2.55867200
-1.47933681	102.92370000	2.55867200
-1.47677681	107.40990000	2.51381000
-1.47421681	111.89610000	2.51381000
-1.47165681	111.89610000	2.51381000
-1.46909681	116.36710000	2.42423800
-1.46653681	120.85330000	2.42423800
-1.46397681	120.85330000	2.37952800
-1.46141681	125.33950000	2.33466600
-1.45885681	125.33950000	2.33466600
