Fréquence	Canal B
(kHz)	(dBm)

6.38365746	-54.10096000
6.38961792	-52.87735000
6.39557838	-53.91159000
6.40153885	-51.34689000
6.40749931	-52.17503000
6.41345978	-52.09914000
6.41942024	-48.84574000
6.42538071	-48.09195000
6.43134117	-49.46481000
6.43730164	-44.76711000
6.44326210	-46.38455000
6.44922256	-47.46636000
6.45518303	-47.85597000
6.46114349	-49.66683000
6.46710396	-50.32144000
6.47306442	-48.70652000
6.47902489	-49.55371000
6.48498535	-52.12132000
6.49094582	-50.00787000
6.49690628	-48.51672000
6.50286674	-45.86577000
6.50882721	-45.92113000
6.51478767	-46.24737000
6.52074814	-48.70029000
6.52670860	-48.64271000
6.53266907	-46.35036000
6.53862953	-45.34883000
6.54459000	-48.24479000
6.55055046	-49.73001000
6.55651093	-48.88935000
6.56247139	-48.44873000
6.56843185	-51.55086000
6.57439232	-53.94410000
6.58035278	-51.52737000
6.58631325	-50.99946000
6.59227371	-48.56532000
6.59823418	-50.28031000
6.60419464	-47.73292000
6.61015511	-48.46460000
6.61611557	-51.35884000
6.62207603	-51.44697000
6.62803650	-47.94470000
6.63399696	-45.90263000
6.63995743	-45.40826000
6.64591789	-46.51217000
6.65187836	-45.84230000
6.65783882	-45.19453000
6.66379929	-47.73471000
6.66975975	-46.46881000
6.67572021	-46.22700000
6.68168068	-47.00875000
6.68764114	-47.32022000
6.69360161	-48.99483000
6.69956207	-52.48653000
6.70552254	-52.40791000
6.71148300	-52.76398000
6.71744347	-51.28832000
6.72340393	-48.01100000
6.72936440	-48.91746000
6.73532486	-47.42655000
6.74128532	-49.06166000
6.74724579	-49.11854000
6.75320625	-51.42910000
6.75916672	-49.78690000
6.76512718	-49.26699000
6.77108765	-51.35287000
6.77704811	-49.35541000
6.78300858	-47.17394000
6.78896904	-47.67725000
6.79492950	-46.91325000
6.80088997	-49.83885000
6.80685043	-48.20364000
6.81281090	-46.88291000
6.81877136	-46.45135000
6.82473183	-49.22163000
6.83069229	-49.30965000
6.83665276	-49.42416000
6.84261322	-49.85069000
6.84857368	-51.53506000
6.85453415	-53.26540000
6.86049461	-53.44295000
6.86645508	-55.11281000
6.87241554	-52.23864000
6.87837601	-52.55205000
6.88433647	-55.21362000
6.89029694	-52.74759000
6.89625740	-52.65734000
6.90221786	-52.12062000
6.90817833	-50.44209000
6.91413879	-48.70655000
6.92009926	-51.32789000
6.92605972	-46.13731000
6.93202019	-47.28962000
6.93798065	-49.05071000
6.94394112	-47.72076000
6.94990158	-49.16404000
6.95586205	-49.25091000
6.96182251	-48.75614000
6.96778297	-46.49688000
6.97374344	-42.74605000
6.97970390	-42.71298000
6.98566437	-39.64645000
6.99162483	-39.75913000
6.99758530	-41.82825000
7.00354576	-45.39127000
7.00950623	-49.58347000
7.01546669	-46.08123000
7.02142715	-43.41224000
7.02738762	-40.82551000
7.03334808	-41.48662000
7.03930855	-47.35059000
7.04526901	-47.00408000
7.05122948	-49.59909000
7.05718994	-49.95106000
7.06315041	-49.72763000
7.06911087	-48.57804000
7.07507133	-47.55283000
7.08103180	-51.50952000
7.08699226	-48.57731000
7.09295273	-53.84588000
7.09891319	-50.85644000
7.10487366	-52.26532000
7.11083412	-51.44672000
7.11679459	-51.95086000
7.12275505	-50.16754000
7.12871552	-47.42111000
7.13467598	-48.81142000
7.14063644	-50.52908000
7.14659691	-51.15359000
7.15255737	-52.75390000
7.15851784	-52.11652000
7.16447830	-54.86649000
7.17043877	-52.15380000
7.17639923	-50.86200000
7.18235970	-51.71475000
7.18832016	-50.06977000
7.19428062	-48.16877000
7.20024109	-46.32000000
7.20620155	-45.51683000
7.21216202	-49.39056000
7.21812248	-43.15845000
7.22408295	-44.06824000
7.23004341	-44.34258000
7.23600388	-42.46300000
7.24196434	-43.81845000
7.24792480	-44.64159000
7.25388527	-45.87329000
7.25984573	-48.37298000
7.26580620	-50.17437000
7.27176666	-48.86886000
7.27772713	-47.63470000
7.28368759	-49.58241000
7.28964806	-47.92437000
7.29560852	-50.73384000
7.30156898	-47.04207000
7.30752945	-48.94662000
7.31348991	-47.38142000
7.31945038	-44.97188000
7.32541084	-44.91442000
7.33137131	-46.66512000
7.33733177	-45.45110000
7.34329224	-43.75294000
7.34925270	-45.53913000
7.35521317	-48.74520000
7.36117363	-51.08964000
7.36713409	-48.38998000
7.37309456	-47.23805000
7.37905502	-49.26212000
7.38501549	-53.22607000
7.39097595	-53.97909000
7.39693642	-58.77565000
7.40289688	-58.27457000
7.40885735	-55.30807000
7.41481781	-52.11989000
7.42077827	-50.82120000
7.42673874	-49.78949000
7.43269920	-52.22170000
7.43865967	-53.31871000
7.44462013	-52.82212000
7.45058060	-52.65102000
7.45654106	-55.62418000
7.46250153	-55.32618000
7.46846199	-54.48267000
7.47442245	-49.59519000
7.48038292	-49.86992000
7.48634338	-49.56203000
7.49230385	-50.17800000
7.49826431	-52.12561000
7.50422478	-51.43070000
7.51018524	-52.99738000
7.51614571	-52.43622000
7.52210617	-54.63636000
7.52806664	-57.73657000
7.53402710	-53.06156000
7.53998756	-54.32661000
7.54594803	-56.40001000
7.55190849	-55.04650000
7.55786896	-54.41370000
7.56382942	-56.17670000
7.56978989	-59.46579000
7.57575035	-57.78532000
7.58171082	-58.47826000
7.58767128	-55.45773000
7.59363174	-53.88770000
7.59959221	-56.34689000
7.60555267	-52.33058000
7.61151314	-48.37160000
7.61747360	-50.15894000
7.62343407	-54.24303000
7.62939453	-55.45665000
7.63535500	-52.75904000
7.64131546	-52.25933000
7.64727592	-50.82367000
7.65323639	-51.81875000
7.65919685	-47.95206000
7.66515732	-48.75369000
7.67111778	-50.67363000
7.67707825	-50.30451000
7.68303871	-52.34512000
7.68899918	-52.66541000
7.69495964	-54.08723000
7.70092010	-48.23815000
7.70688057	-48.72959000
7.71284103	-50.66412000
7.71880150	-48.55827000
7.72476196	-48.14721000
7.73072243	-50.67156000
7.73668289	-51.02848000
7.74264336	-49.97392000
7.74860382	-52.29219000
7.75456429	-54.85135000
7.76052475	-55.14939000
7.76648521	-54.66381000
7.77244568	-54.92245000
7.77840614	-56.24423000
7.78436661	-55.09208000
7.79032707	-55.05793000
7.79628754	-54.22269000
7.80224800	-56.49416000
7.80820847	-59.41345000
7.81416893	-56.43305000
7.82012939	-57.15582000
7.82608986	-58.02200000
7.83205032	-56.06159000
7.83801079	-56.86532000
7.84397125	-54.90535000
7.84993172	-55.35130000
7.85589218	-55.72228000
7.86185265	-55.06479000
7.86781311	-55.11637000
7.87377357	-57.21410000
7.87973404	-57.13089000
7.88569450	-54.22256000
7.89165497	-52.45386000
7.89761543	-54.72372000
7.90357590	-54.28409000
7.90953636	-52.62822000
7.91549683	-50.00145000
7.92145729	-50.36163000
7.92741776	-52.29906000
7.93337822	-55.76772000
7.93933868	-55.58091000
7.94529915	-55.05933000
7.95125961	-53.81124000
7.95722008	-53.84363000
7.96318054	-50.14888000
7.96914101	-48.72757000
7.97510147	-52.14542000
7.98106194	-54.46787000
7.98702240	-53.88290000
7.99298286	-50.92525000
7.99894333	-53.22595000
8.00490379	-54.99416000
8.01086426	-56.09332000
8.01682472	-58.10069000
8.02278519	-54.54243000
8.02874565	-50.96603000
8.03470612	-48.86470000
8.04066658	-50.09983000
8.04662704	-51.18604000
8.05258751	-50.72579000
8.05854797	-50.91913000
8.06450844	-52.02082000
8.07046890	-45.83132000
8.07642937	-46.15777000
8.08238983	-48.65705000
8.08835030	-50.12058000
8.09431076	-49.36829000
8.10027122	-50.29834000
8.10623169	-49.53544000
8.11219215	-48.62211000
8.11815262	-47.41486000
8.12411308	-48.45638000
8.13007355	-48.79107000
8.13603401	-46.37201000
8.14199448	-44.91838000
8.14795494	-49.95501000
8.15391541	-49.81549000
8.15987587	-53.69156000
8.16583633	-55.84418000
8.17179680	-57.00573000
8.17775726	-51.85210000
8.18371773	-55.20409000
8.18967819	-57.87955000
8.19563866	-56.82557000
8.20159912	-55.35582000
8.20755959	-55.37662000
8.21352005	-56.80602000
8.21948051	-56.93737000
8.22544098	-56.26881000
8.23140144	-54.86753000
8.23736191	-56.79214000
8.24332237	-55.91055000
8.24928284	-57.28597000
8.25524330	-58.17112000
8.26120377	-55.68245000
8.26716423	-55.80803000
8.27312469	-53.81411000
8.27908516	-52.75900000
8.28504562	-52.27789000
8.29100609	-53.46531000
8.29696655	-51.79313000
8.30292702	-52.07343000
8.30888748	-50.20020000
8.31484795	-50.07038000
8.32080841	-49.50962000
8.32676888	-48.77759000
8.33272934	-47.47168000
8.33868980	-49.71177000
8.34465027	-50.46185000
8.35061073	-51.13544000
8.35657120	-48.99887000
8.36253166	-48.91618000
8.36849213	-49.44119000
8.37445259	-50.18011000
8.38041306	-51.85479000
8.38637352	-51.09447000
8.39233398	-50.25628000
8.39829445	-51.42763000
8.40425491	-51.66415000
8.41021538	-53.35175000
8.41617584	-53.33170000
8.42213631	-52.55351000
8.42809677	-54.42812000
8.43405724	-56.27222000
8.44001770	-56.14443000
8.44597816	-56.61221000
8.45193863	-54.71186000
8.45789909	-52.19756000
8.46385956	-49.29126000
8.46982002	-46.77000000
8.47578049	-45.92830000
8.48174095	-46.29842000
8.48770142	-44.62611000
8.49366188	-44.88461000
8.49962234	-46.76057000
8.50558281	-49.29642000
8.51154327	-47.27886000
8.51750374	-49.98512000
8.52346420	-51.82164000
8.52942467	-53.18990000
8.53538513	-48.85191000
8.54134560	-49.70618000
8.54730606	-47.39193000
8.55326653	-46.39149000
8.55922699	-48.43383000
8.56518745	-50.38887000
8.57114792	-46.22516000
8.57710838	-45.98372000
8.58306885	-48.98619000
8.58902931	-49.17944000
8.59498978	-48.74178000
8.60095024	-50.17369000
8.60691071	-52.79747000
8.61287117	-50.84208000
8.61883163	-46.34311000
8.62479210	-47.40511000
8.63075256	-53.39260000
8.63671303	-50.11873000
8.64267349	-49.52294000
8.64863396	-45.98891000
8.65459442	-46.40965000
8.66055489	-50.34989000
8.66651535	-52.40660000
8.67247581	-51.71156000
8.67843628	-52.91002000
8.68439674	-54.43413000
8.69035721	-54.40643000
8.69631767	-51.31168000
8.70227814	-50.90101000
8.70823860	-51.48970000
8.71419907	-52.19492000
8.72015953	-53.47899000
8.72612000	-52.00504000
8.73208046	-51.97048000
8.73804092	-53.33100000
8.74400139	-54.52328000
8.74996185	-54.07518000
8.75592232	-54.59872000
8.76188278	-51.19364000
8.76784325	-50.82166000
8.77380371	-54.34620000
8.77976418	-52.84171000
8.78572464	-51.36965000
8.79168510	-52.71276000
8.79764557	-52.24050000
8.80360603	-53.49052000
8.80956650	-52.61189000
8.81552696	-51.35276000
8.82148743	-50.72946000
8.82744789	-51.26074000
8.83340836	-54.34946000
8.83936882	-54.07311000
8.84532928	-53.72067000
8.85128975	-51.01395000
8.85725021	-51.41256000
8.86321068	-50.93651000
8.86917114	-51.16743000
8.87513161	-49.38669000
8.88109207	-50.85503000
8.88705254	-50.27244000
8.89301300	-49.47573000
8.89897346	-48.56838000
8.90493393	-45.44446000
8.91089439	-45.47638000
8.91685486	-46.76692000
8.92281532	-47.49431000
8.92877579	-48.75691000
8.93473625	-50.58458000
8.94069672	-51.31099000
8.94665718	-51.77401000
8.95261765	-56.52409000
8.95857811	-56.20216000
8.96453857	-56.25393000
8.97049904	-54.91827000
8.97645950	-56.03746000
8.98241997	-49.38744000
8.98838043	-47.58642000
8.99434090	-49.26681000
9.00030136	-49.37943000
9.00626183	-52.85572000
9.01222229	-55.03780000
9.01818275	-55.21917000
9.02414322	-54.69614000
9.03010368	-53.38479000
9.03606415	-52.09435000
9.04202461	-52.42153000
9.04798508	-52.18574000
9.05394554	-54.10501000
9.05990601	-52.59245000
9.06586647	-48.71740000
9.07182693	-52.68382000
9.07778740	-54.26882000
9.08374786	-55.68348000
9.08970833	-57.00983000
9.09566879	-56.47417000
9.10162926	-51.84149000
9.10758972	-53.53580000
9.11355019	-53.91335000
9.11951065	-54.67707000
9.12547112	-49.97652000
9.13143158	-51.81433000
9.13739204	-54.36351000
9.14335251	-54.02359000
9.14931297	-54.44019000
9.15527344	-49.40035000
9.16123390	-47.64557000
9.16719437	-50.67303000
9.17315483	-54.48856000
9.17911530	-53.16627000
9.18507576	-51.16016000
9.19103622	-52.55966000
9.19699669	-50.07297000
9.20295715	-50.12169000
9.20891762	-53.39691000
9.21487808	-53.88445000
9.22083855	-50.93816000
9.22679901	-53.12341000
9.23275948	-52.94147000
9.23871994	-51.16438000
9.24468040	-54.26289000
9.25064087	-52.67859000
9.25660133	-50.43686000
9.26256180	-50.81279000
9.26852226	-52.68109000
9.27448273	-54.67511000
9.28044319	-49.14672000
9.28640366	-49.35180000
9.29236412	-52.24747000
9.29832458	-51.98742000
9.30428505	-50.23254000
9.31024551	-50.91797000
9.31620598	-50.32214000
9.32216644	-51.06102000
9.32812691	-53.54321000
9.33408737	-57.12970000
9.34004784	-54.93946000
9.34600830	-52.44713000
9.35196877	-51.49393000
9.35792923	-53.61103000
9.36388969	-52.74710000
9.36985016	-54.32218000
9.37581062	-55.79979000
9.38177109	-53.88535000
9.38773155	-51.90325000
9.39369202	-54.26058000
9.39965248	-55.41858000
9.40561295	-55.54681000
9.41157341	-53.06611000
9.41753387	-50.11663000
9.42349434	-49.38098000
9.42945480	-48.94905000
9.43541527	-49.43450000
9.44137573	-50.04532000
9.44733620	-50.84594000
9.45329666	-51.18226000
9.45925713	-53.46663000
9.46521759	-55.10382000
9.47117805	-53.25178000
9.47713852	-51.63819000
9.48309898	-48.99443000
9.48905945	-47.10166000
9.49501991	-46.74190000
9.50098038	-48.95656000
9.50694084	-48.04499000
9.51290131	-50.36826000
9.51886177	-49.48966000
9.52482224	-51.49865000
9.53078270	-50.97977000
9.53674316	-45.16079000
9.54270363	-42.96247000
9.54866409	-43.98716000
9.55462456	-43.68140000
9.56058502	-45.87015000
9.56654549	-44.42551000
9.57250595	-44.25342000
9.57846642	-46.45068000
9.58442688	-47.71588000
9.59038734	-48.62577000
9.59634781	-48.23543000
9.60230827	-50.15331000
9.60826874	-51.89717000
9.61422920	-50.66541000
9.62018967	-53.69053000
9.62615013	-55.14061000
9.63211060	-54.08574000
9.63807106	-50.88783000
9.64403152	-49.83871000
9.64999199	-50.75523000
9.65595245	-55.03587000
9.66191292	-55.20428000
9.66787338	-53.15808000
9.67383385	-51.32550000
9.67979431	-49.36348000
9.68575478	-48.47607000
9.69171524	-51.48003000
9.69767570	-53.40480000
9.70363617	-51.98240000
9.70959663	-50.88760000
9.71555710	-48.94637000
9.72151756	-49.73388000
9.72747803	-51.02901000
9.73343849	-51.44289000
9.73939896	-49.57393000
9.74535942	-49.52560000
9.75131989	-52.23141000
9.75728035	-51.02306000
9.76324081	-52.43522000
9.76920128	-51.50131000
9.77516174	-51.56904000
9.78112221	-48.98531000
9.78708267	-49.12453000
9.79304314	-49.12954000
9.79900360	-50.27749000
9.80496407	-53.82305000
9.81092453	-52.00868000
9.81688499	-50.83249000
9.82284546	-54.15139000
9.82880592	-54.68924000
9.83476639	-53.41404000
9.84072685	-53.36594000
9.84668732	-54.13235000
9.85264778	-59.09821000
9.85860825	-57.84451000
9.86456871	-54.09568000
9.87052917	-53.74090000
9.87648964	-53.94661000
9.88245010	-55.55959000
9.88841057	-54.97620000
9.89437103	-55.54779000
9.90033150	-56.03868000
9.90629196	-53.50971000
9.91225243	-53.63425000
9.91821289	-53.50649000
9.92417336	-53.10006000
9.93013382	-52.82360000
9.93609428	-52.50327000
9.94205475	-51.96710000
9.94801521	-50.56207000
9.95397568	-49.13492000
9.95993614	-51.56102000
9.96589661	-54.21371000
9.97185707	-51.82098000
9.97781754	-52.94248000
9.98377800	-50.66392000
9.98973846	-49.23872000
9.99569893	-50.71505000
10.00165939	-50.54733000
10.00761986	-48.22297000
10.01358032	-47.21319000
10.01954079	-51.81897000
10.02550125	-48.89523000
10.03146172	-49.93231000
10.03742218	-48.46568000
10.04338264	-49.90952000
10.04934311	-51.80612000
10.05530357	-53.29738000
10.06126404	-51.06272000
10.06722450	-49.79462000
10.07318497	-51.08395000
10.07914543	-52.35575000
10.08510590	-54.78920000
10.09106636	-55.54915000
10.09702682	-55.70591000
10.10298729	-53.05344000
10.10894775	-52.15229000
10.11490822	-52.05529000
10.12086868	-51.72678000
10.12682915	-52.79202000
10.13278961	-47.26118000
10.13875008	-49.35096000
10.14471054	-52.22199000
10.15067101	-54.39533000
10.15663147	-58.24106000
10.16259193	-56.27607000
10.16855240	-53.29266000
10.17451286	-54.46477000
10.18047333	-56.89991000
10.18643379	-55.12093000
10.19239426	-52.93980000
10.19835472	-50.01759000
10.20431519	-47.93581000
10.21027565	-51.50562000
10.21623611	-53.80073000
10.22219658	-52.10136000
10.22815704	-52.15921000
10.23411751	-53.45441000
10.24007797	-53.78642000
10.24603844	-52.29363000
10.25199890	-53.34292000
10.25795937	-54.09023000
10.26391983	-52.92959000
10.26988029	-50.65647000
10.27584076	-50.10784000
10.28180122	-51.46122000
10.28776169	-49.55309000
10.29372215	-49.58957000
10.29968262	-51.22357000
10.30564308	-50.71098000
10.31160355	-49.89262000
10.31756401	-49.49405000
10.32352448	-52.83470000
10.32948494	-47.84896000
10.33544540	-47.71840000
10.34140587	-49.65614000
10.34736633	-51.39661000
10.35332680	-51.97620000
10.35928726	-48.94130000
10.36524773	-48.34881000
10.37120819	-50.29967000
10.37716866	-53.42218000
10.38312912	-50.55243000
10.38908958	-49.20454000
10.39505005	-51.53157000
10.40101051	-51.16634000
10.40697098	-52.31253000
10.41293144	-53.27925000
10.41889191	-51.68948000
10.42485237	-53.93319000
10.43081284	-53.31691000
10.43677330	-52.14197000
10.44273376	-53.51542000
10.44869423	-52.60257000
10.45465469	-51.18735000
10.46061516	-49.65343000
10.46657562	-49.31362000
10.47253609	-51.34982000
10.47849655	-50.24058000
10.48445702	-47.05173000
10.49041748	-42.28097000
10.49637794	-43.02617000
10.50233841	-47.61674000
10.50829887	-52.09188000
10.51425934	-52.64928000
10.52021980	-51.11597000
10.52618027	-51.02340000
10.53214073	-49.62196000
10.53810120	-52.03816000
10.54406166	-51.86150000
10.55002213	-51.45681000
10.55598259	-50.23846000
10.56194305	-50.68814000
10.56790352	-49.47770000
10.57386398	-50.53985000
10.57982445	-49.96967000
10.58578491	-53.31887000
10.59174538	-55.84433000
10.59770584	-55.10294000
10.60366631	-56.27785000
10.60962677	-59.04308000
10.61558723	-56.99748000
10.62154770	-56.83034000
10.62750816	-53.67935000
10.63346863	-54.92550000
10.63942909	-54.63175000
10.64538956	-58.36480000
10.65135002	-58.46215000
10.65731049	-54.94505000
10.66327095	-51.44165000
10.66923141	-49.19255000
10.67519188	-51.52604000
10.68115234	-53.60916000
10.68711281	-55.34233000
10.69307327	-52.26314000
10.69903374	-53.30711000
10.70499420	-54.38149000
10.71095467	-56.22730000
10.71691513	-54.91501000
10.72287560	-53.77564000
10.72883606	-53.45652000
10.73479652	-53.29101000
10.74075699	-50.81356000
10.74671745	-53.01756000
10.75267792	-52.82123000
10.75863838	-51.50126000
10.76459885	-51.17147000
10.77055931	-53.65993000
10.77651978	-50.95868000
10.78248024	-49.32496000
10.78844070	-52.13228000
10.79440117	-50.70523000
10.80036163	-49.72568000
10.80632210	-50.71167000
10.81228256	-48.70246000
10.81824303	-51.55056000
10.82420349	-51.55379000
10.83016396	-49.98922000
10.83612442	-49.57214000
10.84208488	-50.91816000
10.84804535	-51.09392000
10.85400581	-50.18093000
10.85996628	-49.81189000
10.86592674	-51.71780000
10.87188721	-50.15342000
10.87784767	-50.16420000
10.88380814	-50.02844000
10.88976860	-51.33294000
10.89572906	-48.75517000
10.90168953	-50.09409000
10.90764999	-49.79869000
10.91361046	-49.55660000
10.91957092	-49.17609000
10.92553139	-49.61480000
10.93149185	-50.89067000
10.93745232	-50.04236000
10.94341278	-48.79292000
10.94937325	-51.27319000
10.95533371	-55.50148000
10.96129417	-51.77388000
10.96725464	-48.96877000
10.97321510	-47.45568000
10.97917557	-50.55884000
10.98513603	-54.60127000
10.99109650	-54.05481000
10.99705696	-53.99697000
11.00301743	-53.46921000
11.00897789	-50.66718000
11.01493835	-50.07570000
11.02089882	-50.11025000
11.02685928	-49.02043000
11.03281975	-54.38631000
11.03878021	-53.30036000
11.04474068	-53.21545000
11.05070114	-54.35410000
11.05666161	-54.20044000
11.06262207	-51.61654000
11.06858253	-51.95384000
11.07454300	-54.72761000
11.08050346	-54.02134000
11.08646393	-53.39060000
11.09242439	-54.89944000
11.09838486	-54.17949000
11.10434532	-52.39253000
11.11030579	-54.64943000
11.11626625	-55.85024000
11.12222672	-56.16611000
11.12818718	-56.33720000
11.13414764	-53.67937000
11.14010811	-55.04967000
11.14606857	-54.63905000
11.15202904	-54.62258000
11.15798950	-50.66885000
11.16394997	-53.42784000
11.16991043	-54.20070000
11.17587090	-53.60760000
11.18183136	-53.35694000
11.18779182	-51.43213000
11.19375229	-52.65939000
11.19971275	-50.10220000
11.20567322	-50.30338000
11.21163368	-51.27057000
11.21759415	-49.12991000
11.22355461	-48.59303000
11.22951508	-47.41492000
11.23547554	-47.68510000
11.24143600	-49.98671000
11.24739647	-50.13488000
11.25335693	-49.92314000
11.25931740	-51.85980000
11.26527786	-52.43928000
11.27123833	-47.50138000
11.27719879	-44.51223000
11.28315926	-44.05331000
11.28911972	-45.22758000
11.29508018	-46.06758000
11.30104065	-44.56395000
11.30700111	-42.68060000
11.31296158	-39.88912000
11.31892204	-38.19134000
11.32488251	-38.22994000
11.33084297	-36.51646000
11.33680344	-38.31138000
11.34276390	-44.65003000
11.34872437	-45.82620000
11.35468483	-46.77480000
11.36064529	-50.26811000
11.36660576	-50.84324000
11.37256622	-48.22556000
11.37852669	-49.47258000
11.38448715	-50.57070000
11.39044762	-50.23024000
11.39640808	-54.85197000
11.40236855	-56.20252000
11.40832901	-55.99966000
11.41428947	-54.89441000
11.42024994	-53.28681000
11.42621040	-55.03270000
11.43217087	-56.89639000
11.43813133	-56.99757000
11.44409180	-55.16228000
11.45005226	-51.36574000
11.45601273	-53.96869000
11.46197319	-55.17581000
11.46793365	-50.52287000
11.47389412	-50.61075000
11.47985458	-53.93421000
11.48581505	-51.12937000
11.49177551	-47.93051000
11.49773598	-50.85235000
11.50369644	-54.47634000
11.50965691	-54.21223000
11.51561737	-50.78321000
11.52157784	-47.68722000
11.52753830	-49.50529000
11.53349876	-52.48801000
11.53945923	-56.11579000
11.54541969	-55.09933000
11.55138016	-54.52382000
11.55734062	-54.97980000
11.56330109	-53.86719000
11.56926155	-53.10551000
11.57522202	-54.56461000
11.58118248	-56.50895000
11.58714294	-54.42351000
11.59310341	-54.88068000
11.59906387	-54.82794000
11.60502434	-57.90108000
11.61098480	-57.88704000
11.61694527	-57.00324000
11.62290573	-55.25234000
11.62886620	-57.44251000
11.63482666	-56.04869000
11.64078712	-55.16487000
11.64674759	-55.44641000
11.65270805	-53.34914000
11.65866852	-52.48140000
11.66462898	-53.37919000
11.67058945	-50.53198000
11.67654991	-50.56584000
11.68251038	-52.30617000
11.68847084	-51.85778000
11.69443130	-51.49579000
11.70039177	-50.79243000
11.70635223	-51.23178000
11.71231270	-50.20765000
11.71827316	-48.82328000
11.72423363	-47.51225000
11.73019409	-48.04161000
11.73615456	-50.49105000
11.74211502	-50.50783000
11.74807549	-55.24891000
11.75403595	-52.86924000
11.75999641	-54.02722000
11.76595688	-54.26101000
11.77191734	-52.89093000
11.77787781	-53.20982000
11.78383827	-50.51338000
11.78979874	-45.70999000
11.79575920	-46.39021000
11.80171967	-48.67363000
11.80768013	-49.67456000
11.81364059	-52.48124000
11.81960106	-51.87410000
11.82556152	-50.66944000
11.83152199	-50.76454000
11.83748245	-49.06831000
11.84344292	-53.60020000
11.84940338	-53.29345000
11.85536385	-54.69249000
11.86132431	-49.79926000
11.86728477	-52.38915000
11.87324524	-55.87719000
11.87920570	-53.24836000
11.88516617	-53.31892000
11.89112663	-52.96992000
11.89708710	-54.70863000
11.90304756	-55.40912000
11.90900803	-57.59258000
11.91496849	-55.73662000
11.92092896	-52.75077000
11.92688942	-51.72839000
11.93284988	-50.55073000
11.93881035	-51.41680000
11.94477081	-48.95553000
11.95073128	-49.26378000
11.95669174	-51.43274000
11.96265221	-53.19086000
11.96861267	-55.57839000
11.97457314	-56.72353000
11.98053360	-54.30093000
11.98649406	-55.95115000
11.99245453	-58.00306000
11.99841499	-59.05762000
12.00437546	-59.73729000
12.01033592	-59.16583000
12.01629639	-56.18851000
12.02225685	-53.58964000
12.02821732	-53.43624000
12.03417778	-53.47576000
12.04013824	-50.79914000
12.04609871	-49.67946000
12.05205917	-49.50848000
12.05801964	-52.00692000
12.06398010	-52.76805000
12.06994057	-51.74974000
12.07590103	-52.50375000
12.08186150	-53.67966000
12.08782196	-55.93179000
12.09378242	-52.78109000
12.09974289	-53.13830000
12.10570335	-56.30851000
12.11166382	-56.80672000
12.11762428	-57.25925000
12.12358475	-54.06624000
12.12954521	-53.65199000
12.13550568	-56.19139000
12.14146614	-57.61367000
12.14742661	-53.29398000
12.15338707	-52.76398000
12.15934753	-52.24155000
12.16530800	-53.98680000
12.17126846	-54.72126000
12.17722893	-55.55663000
12.18318939	-56.12898000
12.18914986	-53.66190000
12.19511032	-53.47679000
12.20107079	-53.73513000
12.20703125	-54.04176000
12.21299171	-54.10337000
12.21895218	-52.12940000
12.22491264	-54.40051000
12.23087311	-55.86927000
12.23683357	-55.42719000
12.24279404	-55.75958000
12.24875450	-56.71170000
12.25471497	-54.04375000
12.26067543	-54.20512000
12.26663589	-54.92852000
12.27259636	-53.75558000
12.27855682	-52.50359000
12.28451729	-52.63970000
12.29047775	-53.78937000
12.29643822	-56.59132000
12.30239868	-54.51961000
12.30835915	-51.77219000
12.31431961	-52.11742000
12.32028008	-53.17083000
12.32624054	-55.08416000
12.33220100	-55.65609000
12.33816147	-50.43224000
12.34412193	-49.48129000
12.35008240	-52.77235000
12.35604286	-56.11069000
12.36200333	-56.22352000
12.36796379	-56.59682000
12.37392426	-54.56261000
12.37988472	-55.50192000
12.38584518	-57.50189000
12.39180565	-56.02442000
12.39776611	-55.54525000
12.40372658	-55.53400000
12.40968704	-53.36964000
12.41564751	-53.43563000
12.42160797	-49.91521000
12.42756844	-52.70679000
12.43352890	-50.44404000
12.43948936	-52.15774000
12.44544983	-54.25922000
12.45141029	-55.24161000
12.45737076	-59.58601000
12.46333122	-58.92269000
12.46929169	-59.04266000
12.47525215	-60.50758000
12.48121262	-59.50409000
12.48717308	-58.18054000
12.49313354	-57.71101000
12.49909401	-58.46592000
12.50505447	-56.11676000
12.51101494	-54.71215000
12.51697540	-58.52730000
12.52293587	-59.50402000
12.52889633	-58.91426000
12.53485680	-59.80474000
12.54081726	-58.27095000
12.54677773	-58.15855000
12.55273819	-55.28287000
12.55869865	-53.42875000
12.56465912	-53.86240000
12.57061958	-52.70554000
12.57658005	-53.50555000
12.58254051	-53.13833000
12.58850098	-56.64857000
12.59446144	-56.63851000
12.60042191	-56.68984000
12.60638237	-54.99279000
12.61234283	-55.69860000
12.61830330	-55.85867000
12.62426376	-56.29429000
12.63022423	-55.72871000
12.63618469	-53.10034000
12.64214516	-50.97279000
12.64810562	-54.05436000
12.65406609	-51.35847000
12.66002655	-51.67531000
12.66598701	-54.45345000
12.67194748	-54.65435000
12.67790794	-53.30475000
12.68386841	-53.20402000
12.68982887	-54.75828000
12.69578934	-55.52407000
12.70174980	-54.29230000
12.70771027	-53.33900000
12.71367073	-54.01257000
12.71963120	-57.12425000
12.72559166	-57.34665000
12.73155212	-52.28644000
12.73751259	-52.70903000
12.74347305	-55.35666000
12.74943352	-54.16813000
12.75539398	-55.31413000
12.76135445	-55.13274000
12.76731491	-54.96362000
12.77327538	-52.52586000
12.77923584	-51.43395000
12.78519630	-48.38718000
