TIME	Ve	Vs	Vc
2.32E-04	2.00E-01	4.4000001	-4.20000029
2.36E-04	2.00E-01	4.4000001	-4.20000029
2.40E-04	2.00E-01	4.4000001	-4.20000029
2.44E-04	2.00E-01	4.4000001	-4.20000029
2.48E-04	2.00E-01	4.4000001	-4.4000001
2.52E-04	2.00E-01	4.5999999	-4.4000001
2.56E-04	2.00E-01	4.5999999	-4.4000001
2.60E-04	2.00E-01	4.5999999	-4.4000001
2.64E-04	2.00E-01	4.5999999	-4.4000001
2.68E-04	2.00E-01	4.5999999	-4.4000001
2.72E-04	2.00E-01	4.5999999	-4.4000001
2.76E-04	2.00E-01	4.80000019	-4.4000001
2.80E-04	2.00E-01	4.80000019	-4.5999999
2.84E-04	2.00E-01	4.80000019	-4.4000001
2.88E-04	2.00E-01	4.80000019	-4.5999999
2.92E-04	2.00E-01	4.80000019	-4.5999999
2.96E-04	2.00E-01	4.80000019	-4.5999999
3.00E-04	2.00E-01	4.80000019	-4.5999999
3.04E-04	2.00E-01	5	-4.80000019
3.08E-04	2.00E-01	5	-4.80000019
3.12E-04	2.00E-01	5.20000029	-5
3.16E-04	2.00E-01	5	-4.80000019
3.20E-04	2.00E-01	5	-5
3.24E-04	2.00E-01	5.20000029	-5
3.28E-04	2.00E-01	5.20000029	-5
3.32E-04	2.00E-01	5.20000029	-5
3.36E-04	2.00E-01	5.4000001	-5
3.40E-04	2.00E-01	5.4000001	-5.20000029
3.44E-04	2.00E-01	5.4000001	-5.20000029
3.48E-04	2.00E-01	5.4000001	-5.20000029
3.52E-04	2.00E-01	5.4000001	-5.20000029
3.56E-04	2.00E-01	5.4000001	-5.20000029
3.60E-04	2.00E-01	5.4000001	-5.20000029
3.64E-04	2.00E-01	5.5999999	-5.4000001
3.68E-04	2.00E-01	5.5999999	-5.4000001
3.72E-04	2.00E-01	5.5999999	-5.4000001
3.76E-04	0	5.5999999	-5.5999999
3.80E-04	2.00E-01	5.80000019	-5.5999999
3.84E-04	2.00E-01	5.80000019	-5.5999999
3.88E-04	2.00E-01	5.80000019	-5.5999999
3.92E-04	2.00E-01	5.80000019	-5.5999999
3.96E-04	2.00E-01	5.80000019	-5.5999999
4.00E-04	0	6	-5.80000019
4.04E-04	2.00E-01	6	-6
4.08E-04	2.00E-01	6	-5.5999999
4.12E-04	2.00E-01	6	-5.80000019
4.16E-04	2.00E-01	6	-6
4.20E-04	2.00E-01	6.20000029	-6
4.24E-04	2.00E-01	6.20000029	-6
4.28E-04	2.00E-01	6.20000029	-6
4.32E-04	2.00E-01	6.20000029	-6
4.36E-04	2.00E-01	6.20000029	-6
4.40E-04	2.00E-01	6.20000029	-6
4.44E-04	2.00E-01	6.4000001	-6.20000029
4.48E-04	2.00E-01	6.4000001	-6.20000029
4.52E-04	2.00E-01	6.4000001	-6.4000001
4.56E-04	2.00E-01	6.4000001	-6.20000029
4.60E-04	2.00E-01	6.4000001	-6.20000029
4.64E-04	2.00E-01	6.4000001	-6.20000029
4.68E-04	2.00E-01	6.4000001	-6.20000029
4.72E-04	2.00E-01	6.4000001	-6.4000001
4.76E-04	2.00E-01	6.4000001	-6.4000001
4.80E-04	2.00E-01	6.5999999	-6.4000001
4.84E-04	2.00E-01	6.5999999	-6.5999999
4.88E-04	2.00E-01	6.5999999	-6.4000001
4.92E-04	2.00E-01	6.80000019	-6.5999999
4.96E-04	2.00E-01	6.80000019	-6.5999999
5.00E-04	2.00E-01	6.80000019	-6.5999999
5.04E-04	0	6.80000019	-6.5999999
5.08E-04	0	6.80000019	-6.5999999
5.12E-04	0	6.80000019	-6.5999999
5.16E-04	2.00E-01	6.80000019	-6.5999999
5.20E-04	2.00E-01	6.80000019	-6.80000019
5.24E-04	2.00E-01	7	-6.80000019
5.28E-04	2.00E-01	7	-6.80000019
5.32E-04	0	6.80000019	-6.80000019
5.36E-04	2.00E-01	7.20000029	-6.80000019
5.40E-04	2.00E-01	7	-6.80000019
5.44E-04	14.6000004	21.20000076	-6.80000019
5.48E-04	14.4000006	21	-6.4000001
5.52E-04	14.6000004	21	-6.4000001
5.56E-04	14.6000004	21	-6.5999999
5.60E-04	14.4000006	20.80000114	-6.4000001
5.64E-04	14.6000004	20.80000114	-6.4000001
5.68E-04	14.6000004	20.60000038	-6.20000029
5.72E-04	14.4000006	20.60000038	-6
5.76E-04	14.6000004	20.39999962	-6
5.80E-04	14.6000004	20.39999962	-5.80000019
5.84E-04	14.4000006	20.39999962	-5.5999999
5.88E-04	14.6000004	20.20000076	-5.5999999
5.92E-04	14.6000004	20.20000076	-5.5999999
5.96E-04	14.4000006	20	-5.5999999
6.00E-04	14.6000004	20	-5.4000001
6.04E-04	14.6000004	20	-5.5999999
6.08E-04	14.6000004	19.8000011	-5.4000001
6.12E-04	14.4000006	19.8000011	-5.20000029
6.16E-04	14.6000004	19.8000011	-5.4000001
6.20E-04	14.6000004	19.6000004	-5
6.24E-04	14.6000004	19.6000004	-5
6.28E-04	14.6000004	19.6000004	-4.80000019
6.32E-04	14.6000004	19.3999996	-4.80000019
6.36E-04	14.6000004	19.2000008	-4.5999999
6.40E-04	14.6000004	19.2000008	-4.80000019
6.44E-04	14.6000004	19	-4.5999999
6.48E-04	14.6000004	19	-4.5999999
6.52E-04	14.6000004	19	-4.4000001
6.56E-04	14.6000004	18.8000011	-4.4000001
6.60E-04	14.6000004	18.8000011	-4.20000029
6.64E-04	14.6000004	18.8000011	-4
6.68E-04	14.6000004	18.8000011	-4
6.72E-04	14.6000004	18.6000004	-4
6.76E-04	14.4000006	18.3999996	-3.79999995
6.80E-04	14.6000004	18.3999996	-3.79999995
6.84E-04	14.6000004	18.2000008	-3.79999995
6.88E-04	14.6000004	18.2000008	-3.60000014
6.92E-04	14.4000006	18.2000008	-3.60000014
6.96E-04	14.6000004	18.2000008	-3.60000014
7.00E-04	14.6000004	18	-3.4000001
7.04E-04	14.6000004	18	-3.4000001
7.08E-04	14.6000004	17.8000011	-3.20000005
7.12E-04	14.6000004	17.8000011	-3.20000005
7.16E-04	14.6000004	17.8000011	-3.20000005
7.20E-04	14.6000004	17.6000004	-3
7.24E-04	14.6000004	17.6000004	-3
7.28E-04	14.6000004	17.6000004	-3
7.32E-04	14.6000004	17.3999996	-3
7.36E-04	14.6000004	17.3999996	-2.79999995
7.40E-04	14.6000004	17.2000008	-2.6000001
7.44E-04	14.6000004	17.2000008	-2.6000001
7.48E-04	14.6000004	17.2000008	-2.6000001
7.52E-04	14.6000004	17	-2.4000001
7.56E-04	14.6000004	17	-2.4000001
7.60E-04	14.6000004	16.8000011	-2.4000001
7.64E-04	14.6000004	16.8000011	-2.2
7.68E-04	14.6000004	16.8000011	-2.2
7.72E-04	14.6000004	16.8000011	-2
7.76E-04	14.6000004	16.6000004	-2.2
7.80E-04	14.6000004	16.6000004	-2
7.84E-04	14.6000004	16.3999996	-2
7.88E-04	14.6000004	16.3999996	-1.8000001
7.92E-04	14.6000004	16.3999996	-1.6
7.96E-04	14.6000004	16.2000008	-1.6
8.00E-04	14.6000004	16.2000008	-1.6
8.04E-04	14.6000004	16.2000008	-1.6
8.08E-04	14.6000004	16	-1.6
8.12E-04	14.6000004	16	-1.4
8.16E-04	14.6000004	16	-1.4
8.20E-04	14.6000004	15.8000002	-1.4
8.24E-04	14.6000004	15.8000002	-1.2
8.28E-04	14.6000004	15.8000002	-1.2
8.32E-04	14.6000004	15.6000004	-1.2
8.36E-04	14.6000004	15.6000004	-1
8.40E-04	14.6000004	15.6000004	-1
8.44E-04	14.6000004	15.4000006	-8.00E-01
8.48E-04	14.6000004	15.4000006	-8.00E-01
8.52E-04	14.6000004	15.4000006	-6.00E-01
8.56E-04	14.6000004	15.1999998	-8.00E-01
8.60E-04	14.6000004	15.1999998	-6.00E-01
8.64E-04	14.6000004	15.1999998	-6.00E-01
8.68E-04	14.6000004	15.1999998	-6.00E-01
8.72E-04	14.6000004	15	-4.00E-01
8.76E-04	14.6000004	15	-4.00E-01
8.80E-04	14.6000004	14.8000002	-4.00E-01
8.84E-04	14.6000004	14.8000002	-2.00E-01
8.88E-04	14.6000004	14.8000002	-2.00E-01
8.92E-04	14.6000004	14.8000002	-2.00E-01
8.96E-04	14.6000004	14.6000004	-2.00E-01
9.00E-04	14.6000004	14.6000004	0
9.04E-04	14.6000004	14.6000004	0
9.08E-04	14.6000004	14.6000004	2.00E-01
9.12E-04	14.6000004	14.6000004	0
9.16E-04	14.6000004	14.4000006	2.00E-01
9.20E-04	14.6000004	14.4000006	2.00E-01
9.24E-04	14.6000004	14.1999998	2.00E-01
9.28E-04	14.6000004	14.1999998	4.00E-01
9.32E-04	14.6000004	14.1999998	6.00E-01
9.36E-04	14.6000004	14	4.00E-01
9.40E-04	14.6000004	14	6.00E-01
9.44E-04	14.6000004	14	6.00E-01
9.48E-04	14.6000004	13.8000002	6.00E-01
9.52E-04	14.6000004	13.8000002	8.00E-01
9.56E-04	14.6000004	13.8000002	8.00E-01
9.60E-04	14.6000004	13.8000002	8.00E-01
9.64E-04	14.6000004	13.8000002	8.00E-01
9.68E-04	14.6000004	13.6000004	1
9.72E-04	14.6000004	13.6000004	1
9.76E-04	14.6000004	13.4000006	1
9.80E-04	14.6000004	13.4000006	1.2
9.84E-04	14.6000004	13.4000006	1.2
9.88E-04	14.6000004	13.4000006	1.2
9.92E-04	14.6000004	13.1999998	1.4
9.96E-04	14.6000004	13.1999998	1.4
0.00E+00	14.6000004	13.1999998	1.4
1.00E-03	14.6000004	13.1999998	1.6
1.01E-03	14.6000004	13	1.6
1.01E-03	14.6000004	13	1.4
1.02E-03	14.6000004	13	1.6
1.02E-03	14.6000004	13	1.6
1.02E-03	14.6000004	13	1.8000001
1.03E-03	14.6000004	12.8000002	1.8000001
1.03E-03	14.6000004	12.8000002	1.8000001
1.04E-03	14.6000004	12.8000002	2
1.04E-03	14.6000004	12.6000004	1.8000001
1.04E-03	14.6000004	12.6000004	1.8000001
1.05E-03	14.6000004	12.6000004	2
1.05E-03	14.6000004	12.6000004	2
1.06E-03	14.6000004	12.6000004	2.2
1.06E-03	14.6000004	12.4000006	2.2
1.06E-03	14.6000004	12.4000006	2.2
1.07E-03	14.6000004	12.4000006	2.2
1.07E-03	14.6000004	12.1999998	2.2
1.08E-03	14.6000004	12.1999998	2.4000001
1.08E-03	14.6000004	12.1999998	2.4000001
1.08E-03	14.6000004	12.1999998	2.4000001
1.09E-03	14.6000004	12	2.4000001
1.09E-03	14.6000004	12	2.4000001
1.10E-03	14.6000004	12	2.6000001
1.10E-03	14.6000004	12	2.79999995
1.10E-03	14.6000004	11.8000002	2.79999995
1.11E-03	14.6000004	11.8000002	2.79999995
1.11E-03	14.6000004	11.8000002	2.79999995
1.12E-03	14.6000004	11.8000002	2.79999995
1.12E-03	14.6000004	11.6000004	2.79999995
1.12E-03	14.6000004	11.6000004	3
1.13E-03	14.6000004	11.6000004	3
1.13E-03	14.6000004	11.6000004	3
1.14E-03	14.6000004	11.6000004	3
1.14E-03	14.6000004	11.4000006	3.20000005
1.14E-03	14.6000004	11.4000006	3.20000005
1.15E-03	14.6000004	11.4000006	3.20000005
1.15E-03	14.6000004	11.4000006	3.20000005
1.16E-03	14.6000004	11.4000006	3.20000005
1.16E-03	14.6000004	11.1999998	3.4000001
1.16E-03	14.6000004	11.1999998	3.4000001
1.17E-03	14.6000004	11.1999998	3.4000001
1.17E-03	14.6000004	11.1999998	3.4000001
1.18E-03	14.6000004	11	3.60000014
1.18E-03	14.6000004	11	3.60000014
1.18E-03	14.6000004	11	3.60000014
1.19E-03	14.6000004	11	3.60000014
1.19E-03	14.6000004	10.8000002	3.60000014
1.20E-03	14.6000004	10.8000002	3.79999995
1.20E-03	14.6000004	10.8000002	3.79999995
1.20E-03	14.6000004	10.8000002	3.79999995
1.21E-03	14.6000004	10.8000002	3.79999995
1.21E-03	14.6000004	10.6000004	3.79999995
1.22E-03	14.6000004	10.6000004	4
1.22E-03	14.6000004	10.6000004	4
1.22E-03	14.6000004	10.4000006	4
1.23E-03	14.6000004	10.4000006	4.20000029
1.23E-03	14.6000004	10.4000006	4.20000029
1.24E-03	14.6000004	10.4000006	4.20000029
1.24E-03	14.6000004	10.4000006	4.20000029
1.24E-03	14.6000004	10.4000006	4.20000029
1.25E-03	14.6000004	10.1999998	4.4000001
1.25E-03	14.6000004	10.1999998	4.4000001
1.26E-03	14.6000004	10.1999998	4.4000001
1.26E-03	14.6000004	10.1999998	4.4000001
1.26E-03	14.6000004	10.1999998	4.5999999
1.27E-03	14.6000004	10	4.5999999
1.27E-03	14.6000004	10	4.5999999
1.28E-03	14.6000004	9.800000191	4.5999999
1.28E-03	14.6000004	9.800000191	4.80000019
1.28E-03	14.6000004	9.800000191	4.80000019
1.29E-03	14.8000002	9.800000191	4.80000019
1.29E-03	14.6000004	9.800000191	4.80000019
1.30E-03	14.6000004	9.600000381	4.80000019
1.30E-03	14.6000004	9.600000381	4.80000019
1.30E-03	14.6000004	9.800000191	5
1.31E-03	14.6000004	9.600000381	5
1.31E-03	14.6000004	9.600000381	5
1.32E-03	14.6000004	9.600000381	5
1.32E-03	14.6000004	9.600000381	5
1.32E-03	14.6000004	9.400000572	5.20000029
1.33E-03	14.6000004	9.400000572	5.20000029
1.33E-03	14.6000004	9.400000572	5.20000029
1.34E-03	14.8000002	9.400000572	5.20000029
1.34E-03	14.6000004	9.400000572	5.20000029
1.34E-03	14.6000004	9.400000572	5.20000029
1.35E-03	14.6000004	9.199999809	5.4000001
1.35E-03	14.6000004	9.199999809	5.4000001
1.36E-03	14.6000004	9.199999809	5.5999999
1.36E-03	14.6000004	9.199999809	5.4000001
1.36E-03	14.6000004	9	5.5999999
1.37E-03	14.6000004	9	5.5999999
1.37E-03	14.6000004	9	5.5999999
1.38E-03	14.6000004	8.800000191	5.5999999
1.38E-03	14.8000002	8.800000191	6
1.38E-03	14.8000002	9	5.80000019
1.39E-03	14.6000004	8.800000191	5.80000019
1.39E-03	14.6000004	8.800000191	6
1.40E-03	14.6000004	8.800000191	5.80000019
1.40E-03	14.8000002	8.600000381	6
1.40E-03	14.8000002	8.600000381	5.80000019
1.41E-03	14.6000004	8.600000381	6
1.41E-03	14.8000002	8.600000381	6
1.42E-03	14.6000004	8.600000381	6
1.42E-03	14.6000004	8.600000381	6
1.42E-03	14.6000004	8.400000572	6.4000001
1.43E-03	14.6000004	8.400000572	6
1.43E-03	14.8000002	8.400000572	6.20000029
1.44E-03	14.6000004	8.400000572	6.20000029
1.44E-03	14.6000004	8.199999809	6.20000029
1.44E-03	14.6000004	8.400000572	6.20000029
1.45E-03	14.8000002	8.199999809	6.4000001
1.45E-03	14.6000004	8.199999809	6.4000001
1.46E-03	14.6000004	8.199999809	6.4000001
1.46E-03	14.6000004	8.199999809	6.5999999
1.46E-03	14.8000002	8.199999809	6.4000001
1.47E-03	14.6000004	8.199999809	6.4000001
1.47E-03	14.8000002	8.199999809	6.5999999
1.48E-03	14.8000002	8	6.5999999
1.48E-03	14.8000002	8	6.5999999
1.48E-03	14.6000004	8	6.5999999
1.49E-03	14.6000004	8	6.80000019
1.49E-03	14.6000004	8	6.5999999
1.50E-03	14.6000004	8	6.5999999
1.50E-03	14.6000004	7.800000191	7
1.50E-03	14.6000004	7.800000191	7
1.51E-03	14.8000002	7.800000191	7
1.51E-03	14.6000004	7.800000191	6.80000019
1.52E-03	14.6000004	7.800000191	6.80000019
1.52E-03	14.6000004	7.599999905	6.80000019
1.52E-03	14.8000002	7.599999905	7
1.53E-03	14.6000004	7.599999905	7.20000029
1.53E-03	14.6000004	7.599999905	7
1.54E-03	14.8000002	7.599999905	7.20000029
1.54E-03	14.8000002	7.599999905	7
1.54E-03	14.8000002	7.400000095	7
1.55E-03	14.8000002	7.400000095	7
1.55E-03	14.8000002	7.400000095	7.20000029
1.56E-03	14.8000002	7.599999905	7.400000095
1.56E-03	14.6000004	7.400000095	7.400000095
1.56E-03	14.6000004	7.400000095	7.20000029
1.57E-03	14.6000004	7.400000095	7.20000029
1.57E-03	14.6000004	7.400000095	7.599999905
1.58E-03	14.6000004	7.400000095	7.400000095
1.58E-03	14.8000002	7.400000095	7.20000029
1.58E-03	14.6000004	7.20000029	7.400000095
1.59E-03	14.8000002	7.20000029	7.800000191
1.59E-03	14.6000004	7.20000029	7.400000095
1.60E-03	14.8000002	7.20000029	7.400000095
1.60E-03	14.6000004	7.20000029	7.599999905
1.60E-03	14.6000004	7	7.599999905
1.61E-03	14.8000002	7	7.800000191
1.61E-03	14.6000004	7	7.599999905
1.62E-03	14.8000002	7	7.800000191
1.62E-03	14.8000002	7	7.599999905
1.62E-03	14.8000002	7	7.599999905
1.63E-03	14.8000002	7	7.800000191
1.63E-03	2.00E-01	7	7.800000191
1.64E-03	4.00E-01	-7.400000095	7.800000191
1.64E-03	2.00E-01	-7.400000095	7.800000191
1.64E-03	2.00E-01	-7.20000029	7.599999905
1.65E-03	2.00E-01	-7	7.400000095
1.65E-03	2.00E-01	-7	7.20000029
1.66E-03	2.00E-01	-7	7.20000029
1.66E-03	4.00E-01	-6.80000019	7.20000029
1.66E-03	2.00E-01	-6.80000019	7
1.67E-03	2.00E-01	-6.5999999	7
1.67E-03	2.00E-01	-6.5999999	6.80000019
1.68E-03	2.00E-01	-6.5999999	6.80000019
1.68E-03	2.00E-01	-6.4000001	6.5999999
1.68E-03	4.00E-01	-6.20000029	6.4000001
1.69E-03	2.00E-01	-6.20000029	6.4000001
1.69E-03	2.00E-01	-6	6.4000001
1.70E-03	2.00E-01	-6	6.20000029
1.70E-03	2.00E-01	-6	6
1.70E-03	2.00E-01	-5.80000019	6.20000029
1.71E-03	2.00E-01	-5.80000019	5.80000019
1.71E-03	2.00E-01	-5.80000019	5.80000019
1.72E-03	2.00E-01	-5.5999999	6
1.72E-03	2.00E-01	-5.5999999	5.80000019
1.72E-03	2.00E-01	-5.4000001	5.80000019
1.73E-03	2.00E-01	-5.4000001	5.5999999
1.73E-03	2.00E-01	-5.20000029	5.4000001
1.74E-03	2.00E-01	-5.20000029	5.4000001
1.74E-03	2.00E-01	-5	5.20000029
1.74E-03	2.00E-01	-5.20000029	5.20000029
1.75E-03	2.00E-01	-5	5.20000029
1.75E-03	4.00E-01	-5	5.20000029
1.76E-03	2.00E-01	-4.80000019	5
1.76E-03	2.00E-01	-4.5999999	4.80000019
1.76E-03	4.00E-01	-4.5999999	4.80000019
1.77E-03	2.00E-01	-4.5999999	4.5999999
1.77E-03	2.00E-01	-4.4000001	4.80000019
1.78E-03	2.00E-01	-4.4000001	4.5999999
1.78E-03	2.00E-01	-4.20000029	4.4000001
1.78E-03	2.00E-01	-4.20000029	4.4000001
1.79E-03	2.00E-01	-4	4.20000029
1.79E-03	2.00E-01	-4	4.20000029
1.80E-03	2.00E-01	-4	4.20000029
1.80E-03	2.00E-01	-3.79999995	4.20000029
1.80E-03	2.00E-01	-3.79999995	4
1.81E-03	2.00E-01	-3.79999995	4
1.81E-03	2.00E-01	-3.60000014	3.79999995
1.82E-03	2.00E-01	-3.60000014	3.79999995
1.82E-03	2.00E-01	-3.60000014	3.79999995
1.82E-03	2.00E-01	-3.4000001	3.60000014
1.83E-03	2.00E-01	-3.4000001	3.60000014
1.83E-03	2.00E-01	-3.20000005	3.4000001
1.84E-03	2.00E-01	-3.20000005	3.4000001
1.84E-03	2.00E-01	-3.20000005	3.4000001
1.84E-03	2.00E-01	-3	3.20000005
1.85E-03	2.00E-01	-3	3.20000005
1.85E-03	2.00E-01	-2.79999995	3
1.86E-03	2.00E-01	-2.79999995	3
1.86E-03	2.00E-01	-2.79999995	3
1.86E-03	2.00E-01	-2.6000001	2.79999995
1.87E-03	2.00E-01	-2.6000001	2.79999995
1.87E-03	2.00E-01	-2.6000001	2.79999995
1.88E-03	2.00E-01	-2.4000001	2.6000001
1.88E-03	2.00E-01	-2.4000001	2.6000001
1.88E-03	2.00E-01	-2.2	2.6000001
1.89E-03	2.00E-01	-2.2	2.4000001
1.89E-03	2.00E-01	-2.2	2.4000001
1.90E-03	2.00E-01	-2	2.2
1.90E-03	2.00E-01	-2	2.2
1.90E-03	2.00E-01	-2	2.2
1.91E-03	2.00E-01	-2	2.2
1.91E-03	2.00E-01	-2	2
1.92E-03	2.00E-01	-1.8000001	2
1.92E-03	2.00E-01	-1.8000001	1.8000001
1.92E-03	2.00E-01	-1.6	1.8000001
1.93E-03	2.00E-01	-1.6	1.8000001
1.93E-03	2.00E-01	-1.4	1.6
1.94E-03	2.00E-01	-1.6	1.6
1.94E-03	2.00E-01	-1.4	1.6
1.94E-03	2.00E-01	-1.2	1.4
1.95E-03	2.00E-01	-1.2	1.4
1.95E-03	2.00E-01	-1.2	1.4
1.96E-03	2.00E-01	-1.2	1.2
1.96E-03	2.00E-01	-1	1.2
1.96E-03	2.00E-01	-1	1.2
1.97E-03	2.00E-01	-8.00E-01	1
1.97E-03	2.00E-01	-8.00E-01	1
1.98E-03	2.00E-01	-8.00E-01	1
1.98E-03	2.00E-01	-6.00E-01	1
1.98E-03	2.00E-01	-6.00E-01	8.00E-01
1.99E-03	2.00E-01	-6.00E-01	8.00E-01
1.99E-03	2.00E-01	-6.00E-01	8.00E-01
2.00E-03	2.00E-01	-4.00E-01	8.00E-01
2.00E-03	2.00E-01	-4.00E-01	6.00E-01
2.00E-03	2.00E-01	-2.00E-01	6.00E-01
2.01E-03	2.00E-01	-2.00E-01	4.00E-01
2.01E-03	2.00E-01	-2.00E-01	4.00E-01
2.02E-03	2.00E-01	-2.00E-01	4.00E-01
2.02E-03	2.00E-01	0	2.00E-01
2.02E-03	2.00E-01	0	2.00E-01
2.03E-03	2.00E-01	0	2.00E-01
2.03E-03	2.00E-01	2.00E-01	2.00E-01
2.04E-03	2.00E-01	2.00E-01	0
2.04E-03	2.00E-01	2.00E-01	0
2.04E-03	2.00E-01	2.00E-01	-2.00E-01
2.05E-03	2.00E-01	4.00E-01	-2.00E-01
2.05E-03	2.00E-01	4.00E-01	-2.00E-01
2.06E-03	2.00E-01	6.00E-01	-2.00E-01
2.06E-03	2.00E-01	6.00E-01	-2.00E-01
2.06E-03	2.00E-01	6.00E-01	-4.00E-01
2.07E-03	2.00E-01	6.00E-01	-6.00E-01
2.07E-03	2.00E-01	8.00E-01	-6.00E-01
2.08E-03	2.00E-01	8.00E-01	-4.00E-01
2.08E-03	2.00E-01	1	-6.00E-01
2.08E-03	2.00E-01	1	-8.00E-01
2.09E-03	2.00E-01	1	-8.00E-01
2.09E-03	2.00E-01	1	-8.00E-01
2.10E-03	2.00E-01	1.2	-8.00E-01
2.10E-03	2.00E-01	1	-8.00E-01
2.10E-03	2.00E-01	1.2	-1
2.11E-03	2.00E-01	1.2	-1
2.11E-03	2.00E-01	1.4	-1
2.12E-03	2.00E-01	1.4	-1.2
2.12E-03	2.00E-01	1.4	-1.2
2.12E-03	2.00E-01	1.4	-1.2
2.13E-03	2.00E-01	1.4	-1.2
2.13E-03	2.00E-01	1.4	-1.2
2.14E-03	2.00E-01	1.6	-1.4
2.14E-03	2.00E-01	1.8000001	-1.4
2.14E-03	2.00E-01	1.8000001	-1.6
2.15E-03	2.00E-01	1.8000001	-1.6
2.15E-03	2.00E-01	1.8000001	-1.6
2.16E-03	2.00E-01	1.8000001	-1.8000001
2.16E-03	2.00E-01	2	-1.8000001
2.16E-03	2.00E-01	2	-1.8000001
2.17E-03	2.00E-01	2	-1.8000001
2.17E-03	2.00E-01	2.2	-2
2.18E-03	2.00E-01	2.2	-1.8000001
2.18E-03	2.00E-01	2.2	-2
2.18E-03	0	2.2	-2
2.19E-03	2.00E-01	2.4000001	-2
2.19E-03	2.00E-01	2.4000001	-2.2
2.20E-03	2.00E-01	2.4000001	-2.2
2.20E-03	2.00E-01	2.4000001	-2.2
2.20E-03	2.00E-01	2.6000001	-2.4000001
2.21E-03	2.00E-01	2.6000001	-2.4000001
2.21E-03	2.00E-01	2.6000001	-2.4000001
2.22E-03	2.00E-01	2.6000001	-2.4000001
2.22E-03	2.00E-01	2.79999995	-2.6000001
2.22E-03	2.00E-01	2.79999995	-2.6000001
2.23E-03	2.00E-01	2.79999995	-2.6000001
2.23E-03	2.00E-01	3	-2.6000001
2.24E-03	2.00E-01	3	-2.79999995
2.24E-03	2.00E-01	3	-2.79999995
2.24E-03	2.00E-01	3	-2.79999995
2.25E-03	2.00E-01	3	-2.79999995
2.25E-03	2.00E-01	3	-2.79999995
2.26E-03	2.00E-01	3	-2.79999995
2.26E-03	2.00E-01	3.20000005	-3
2.26E-03	0	3.20000005	-3
2.27E-03	2.00E-01	3.20000005	-3
2.27E-03	2.00E-01	3.4000001	-3
2.28E-03	2.00E-01	3.4000001	-3.4000001
2.28E-03	2.00E-01	3.4000001	-3.20000005
2.28E-03	2.00E-01	3.4000001	-3.20000005
2.29E-03	2.00E-01	3.60000014	-3.20000005
2.29E-03	2.00E-01	3.60000014	-3.60000014
2.30E-03	2.00E-01	3.60000014	-3.4000001
2.30E-03	2.00E-01	3.79999995	-3.4000001
2.30E-03	2.00E-01	3.60000014	-3.4000001
2.31E-03	2.00E-01	3.79999995	-3.60000014
2.31E-03	2.00E-01	3.79999995	-3.60000014
2.32E-03	2.00E-01	3.79999995	-3.60000014
2.32E-03	2.00E-01	3.79999995	-3.60000014
2.32E-03	2.00E-01	4	-3.79999995
2.33E-03	2.00E-01	4	-3.79999995
2.33E-03	2.00E-01	4	-3.79999995
2.34E-03	2.00E-01	4	-3.79999995
2.34E-03	2.00E-01	4.20000029	-3.79999995
2.34E-03	2.00E-01	4.20000029	-4
2.35E-03	2.00E-01	4.20000029	-3.79999995
2.35E-03	2.00E-01	4.20000029	-4
2.36E-03	2.00E-01	4.4000001	-4
2.36E-03	2.00E-01	4.4000001	-4.20000029
2.36E-03	2.00E-01	4.4000001	-4.20000029
2.37E-03	2.00E-01	4.4000001	-4.20000029
2.37E-03	2.00E-01	4.4000001	-4.20000029
2.38E-03	2.00E-01	4.5999999	-4.20000029
2.38E-03	2.00E-01	4.5999999	-4.4000001
2.38E-03	2.00E-01	4.5999999	-4.4000001
2.39E-03	2.00E-01	4.5999999	-4.4000001
2.39E-03	2.00E-01	4.5999999	-4.4000001
2.40E-03	2.00E-01	4.5999999	-4.4000001
2.40E-03	2.00E-01	4.80000019	-4.5999999
2.40E-03	2.00E-01	4.80000019	-4.5999999
2.41E-03	2.00E-01	4.80000019	-4.5999999
2.41E-03	2.00E-01	4.80000019	-4.5999999
2.42E-03	2.00E-01	5	-4.80000019
2.42E-03	2.00E-01	4.80000019	-4.5999999
2.42E-03	2.00E-01	5	-4.80000019
2.43E-03	2.00E-01	5	-4.80000019
2.43E-03	2.00E-01	5	-4.80000019
2.44E-03	2.00E-01	5	-4.80000019
2.44E-03	2.00E-01	5.20000029	-4.80000019
2.44E-03	2.00E-01	5.20000029	-5
2.45E-03	2.00E-01	5.20000029	-5
2.45E-03	2.00E-01	5.20000029	-5
2.46E-03	2.00E-01	5.4000001	-5.20000029
2.46E-03	2.00E-01	5.4000001	-5.20000029
2.46E-03	2.00E-01	5.4000001	-5.20000029
2.47E-03	2.00E-01	5.4000001	-5.20000029
2.47E-03	2.00E-01	5.4000001	-5.20000029
2.48E-03	2.00E-01	5.4000001	-5.20000029
2.48E-03	2.00E-01	5.5999999	-5.4000001
2.48E-03	2.00E-01	5.5999999	-5.4000001
2.49E-03	2.00E-01	5.5999999	-5.4000001
2.49E-03	2.00E-01	5.5999999	-5.4000001
2.50E-03	2.00E-01	5.80000019	-5.4000001
2.50E-03	2.00E-01	5.80000019	-5.5999999
2.50E-03	2.00E-01	5.80000019	-5.5999999
2.51E-03	2.00E-01	5.80000019	-5.5999999
2.51E-03	2.00E-01	5.80000019	-5.5999999
