TIME	Ve	Vs
-7.69E-03	1.04	1.04
-7.68E-03	1.04	1.04
-7.67E-03	1.04	1.04
-7.66E-03	1.04	1.04
-7.65E-03	1.04	1
-7.64E-03	1.04	1.04
-7.63E-03	1	1.04
-7.62E-03	1	1.04
-7.61E-03	1	1.04
-7.60E-03	1.04	1
-7.59E-03	1.04	1.04
-7.58E-03	1.04	1.04
-7.57E-03	1	1.04
-7.56E-03	1.04	1.04
-7.55E-03	1.04	1
-7.54E-03	1	1.04
-7.53E-03	1.04	1
-7.52E-03	1.04	1.04
-7.51E-03	1	1.04
-7.50E-03	1.04	1.04
-7.49E-03	1	1.04
-7.48E-03	1.04	1
-7.47E-03	1	1.04
-7.46E-03	1	1.04
-7.45E-03	1.04	1.04
-7.44E-03	1.04	1
-7.43E-03	1	1.04
-7.42E-03	1	1
-7.41E-03	1.04	1.04
-7.40E-03	1	1.04
-7.39E-03	1	1.04
-7.38E-03	1	1.04
-7.37E-03	1.04	1
-7.36E-03	1.04	1
-7.35E-03	1.04	1.04
-7.34E-03	1	1.04
-7.33E-03	1	1.04
-7.32E-03	1	1
-7.31E-03	1.04	1.04
-7.30E-03	1.04	1.04
-7.29E-03	1.04	1.04
-7.28E-03	1.04	1.04
-7.27E-03	1.04	1
-7.26E-03	1	1.04
-7.25E-03	1.04	1.04
-7.24E-03	1.04	1.04
-7.23E-03	1	1.04
-7.22E-03	1	1.04
-7.21E-03	1.04	1
-7.20E-03	1	1
-7.19E-03	1.04	1.04
-7.18E-03	1.04	1.04
-7.17E-03	1.04	1.04
-7.16E-03	1	1.04
-7.15E-03	1.04	1
-7.14E-03	1.04	1
-7.13E-03	1.04	1.04
-7.12E-03	1.04	1.04
-7.11E-03	1.04	1.04
-7.10E-03	1.04	1
-7.09E-03	1	1.04
-7.08E-03	1	1
-7.07E-03	1.04	1.04
-7.06E-03	1	1.04
-7.05E-03	1.04	1.04
-7.04E-03	1.04	1.04
-7.03E-03	1	1.04
-7.02E-03	1.04	1.04
-7.01E-03	1.04	1
-7.00E-03	1.04	1
-6.99E-03	1.04	1.04
-6.98E-03	1	1
-6.97E-03	1.04	1
-6.96E-03	1.04	1.04
-6.95E-03	1	1.04
-6.94E-03	1.04	1.04
-6.93E-03	1.04	1.04
-6.92E-03	1.04	1.04
-6.91E-03	1.04	1.04
-6.90E-03	1.04	1.04
-6.89E-03	1	1
-6.88E-03	1.04	1
-6.87E-03	1.04	1
-6.86E-03	1.04	1
-6.85E-03	1	1.04
-6.84E-03	1	1.04
-6.83E-03	1	1.04
-6.82E-03	1	1.04
-6.81E-03	1.04	1.04
-6.80E-03	1	1.04
-6.79E-03	1.04	1
-6.78E-03	1.04	1
-6.77E-03	1.04	1
-6.76E-03	1.04	1.04
-6.75E-03	1	1.04
-6.74E-03	1.04	1.04
-6.73E-03	1	1
-6.72E-03	1.04	1.04
-6.71E-03	1	1.04
-6.70E-03	1	1.04
-6.69E-03	1.04	1
-6.68E-03	1	1
-6.67E-03	1.04	1
-6.66E-03	1	1.04
-6.65E-03	1	1.04
-6.64E-03	1.04	1.04
-6.63E-03	1.04	1.04
-6.62E-03	1.04	1.04
-6.61E-03	1.04	1.04
-6.60E-03	1.04	1.04
-6.59E-03	1	1.04
-6.58E-03	1.04	1.04
-6.57E-03	1	1.04
-6.56E-03	1.04	1.04
-6.55E-03	1	1
-6.54E-03	1.04	1.04
-6.53E-03	1.04	1.04
-6.52E-03	1	1.04
-6.51E-03	1.04	1.04
-6.50E-03	1	1.04
-6.49E-03	1	1.04
-6.48E-03	1	1.04
-6.47E-03	1.04	1.04
-6.46E-03	1	1.04
-6.45E-03	1.04	1.04
-6.44E-03	1.04	1.04
-6.43E-03	1.04	1.04
-6.42E-03	1	1.04
-6.41E-03	1.04	1
-6.40E-03	1.04	1
-6.39E-03	1.04	1.04
-6.38E-03	1	1.04
-6.37E-03	1.04	1
-6.36E-03	1.04	1.04
-6.35E-03	1.04	1
-6.34E-03	1.04	1.04
-6.33E-03	1	1.04
-6.32E-03	1.04	1.04
-6.31E-03	1.04	1.04
-6.30E-03	1.04	1.04
-6.29E-03	1	1.04
-6.28E-03	1	1.04
-6.27E-03	1	1
-6.26E-03	1.04	1.04
-6.25E-03	1	1
-6.24E-03	1.04	1.04
-6.23E-03	1	1.04
-6.22E-03	1.04	1.04
-6.21E-03	1	1
-6.20E-03	1	1.04
-6.19E-03	1.04	1.04
-6.18E-03	1	1
-6.17E-03	1.04	1
-6.16E-03	1	1.04
-6.15E-03	1.04	1.04
-6.14E-03	1	1.04
-6.13E-03	1.04	1.04
-6.12E-03	1.04	1.04
-6.11E-03	1.04	1
-6.10E-03	1	1.04
-6.09E-03	1.04	1
-6.08E-03	1.04	1.04
-6.07E-03	1.04	1.04
-6.06E-03	1.04	1
-6.05E-03	1.04	1.04
-6.04E-03	1.04	1.04
-6.03E-03	1.04	1.04
-6.02E-03	1	1.04
-6.01E-03	1.04	1
-6.00E-03	1	1.04
-5.99E-03	1	1.04
-5.98E-03	1.04	1.04
-5.97E-03	1	1.04
-5.96E-03	1	1.04
-5.95E-03	1	1.04
-5.94E-03	1.04	1.04
-5.93E-03	1.04	1.04
-5.92E-03	1.04	1.04
-5.91E-03	1.04	1.04
-5.90E-03	1.04	1.04
-5.89E-03	1	1.04
-5.88E-03	1.04	1.04
-5.87E-03	1	1.04
-5.86E-03	1.04	1.04
-5.85E-03	1	1.04
-5.84E-03	1	1.04
-5.83E-03	1	1.04
-5.82E-03	1	1
-5.81E-03	1.04	1.04
-5.80E-03	1.04	1
-5.79E-03	1.04	1
-5.78E-03	1	1
-5.77E-03	1.04	1.04
-5.76E-03	1.04	1
-5.75E-03	1.04	1.04
-5.74E-03	1.04	1.04
-5.73E-03	1.04	1.04
-5.72E-03	1.04	1.04
-5.71E-03	1.04	1
-5.70E-03	1	1.04
-5.69E-03	1	1.04
-5.68E-03	1	1
-5.67E-03	1	1.04
-5.66E-03	1	1.04
-5.65E-03	1.04	1.04
-5.64E-03	1	1.04
-5.63E-03	1.04	1
-5.62E-03	1	1
-5.61E-03	1.04	1.04
-5.60E-03	1.04	1.04
-5.59E-03	1	1.04
-5.58E-03	1	1
-5.57E-03	1	1
-5.56E-03	1.04	1.04
-5.55E-03	1.04	1.04
-5.54E-03	1.04	1.04
-5.53E-03	1.04	1.04
-5.52E-03	1	1.04
-5.51E-03	1.04	1.04
-5.50E-03	1.04	1.04
-5.49E-03	1.04	1.04
-5.48E-03	1	1.04
-5.47E-03	1.04	1.04
-5.46E-03	1.04	1.04
-5.45E-03	1.04	1.04
-5.44E-03	1.04	1.04
-5.43E-03	1.04	1.04
-5.42E-03	1.04	1.04
