WL; Output[dBm]; Det1_IL[dB]; Det2_IL[dB]; Det4_IL[dB]; Det3_IL
1543.680;-5.57;-66.54;-66.33;-65.93;-47.03
1543.690;-5.58;-66.53;-66.32;-65.92;-47.02
1543.700;-5.58;-66.53;-66.32;-65.92;-47.08
1543.710;-5.57;-66.54;-66.33;-65.93;-47.14
1543.720;-5.57;-66.54;-66.33;-65.93;-47.02
1543.730;-5.57;-66.54;-66.33;-65.93;-47.05
1543.740;-5.57;-66.54;-66.33;-65.93;-47.09
1543.750;-5.56;-66.55;-66.34;-65.94;-47.07
1543.760;-5.57;-66.54;-66.32;-65.92;-47.04
1543.770;-5.57;-66.54;-66.33;-65.93;-47.04
1543.780;-5.55;-66.56;-66.35;-65.95;-47.15
1543.790;-5.56;-66.55;-66.34;-65.94;-47.09
1543.800;-5.58;-66.53;-66.31;-65.91;-47.09
1543.810;-5.56;-66.55;-66.33;-65.94;-47.08
1543.820;-5.56;-66.55;-66.33;-65.94;-47.18
1543.830;-5.55;-66.56;-66.35;-65.95;-47.27
1543.840;-5.55;-66.56;-66.34;-65.95;-47.19
1543.850;-5.56;-66.55;-66.34;-65.94;-47.17
1543.860;-5.56;-66.55;-66.34;-65.94;-47.20
1543.870;-5.55;-66.56;-66.34;-65.95;-47.15
1543.880;-5.58;-66.53;-66.32;-65.92;-47.13
1543.890;-5.57;-66.54;-66.33;-65.93;-47.30
1543.900;-5.57;-66.54;-66.33;-65.93;-47.23
1543.910;-5.57;-66.54;-66.32;-65.93;-47.22
1543.920;-5.57;-66.54;-66.32;-65.93;-47.29
1543.930;-5.57;-66.54;-66.33;-65.93;-47.28
1543.940;-5.57;-66.54;-66.33;-65.93;-47.31
1543.950;-5.55;-66.56;-66.35;-65.95;-47.35
1543.960;-5.55;-66.56;-66.35;-65.95;-47.33
1543.970;-5.57;-66.54;-66.33;-65.93;-47.27
1543.980;-5.58;-66.53;-66.31;-65.91;-47.38
1543.990;-5.55;-66.56;-66.34;-65.95;-47.32
1544.000;-5.57;-66.54;-66.33;-65.93;-47.41
1544.010;-5.55;-66.56;-66.34;-65.95;-47.35
1544.020;-5.57;-66.54;-66.33;-65.93;-47.41
1544.030;-5.56;-66.55;-66.34;-65.94;-47.45
1544.040;-5.55;-66.56;-66.35;-65.95;-47.46
1544.050;-5.53;-66.58;-66.36;-65.97;-47.53
1544.060;-5.56;-66.55;-66.33;-65.93;-47.58
1544.070;-5.55;-66.56;-66.34;-65.95;-47.43
1544.080;-5.56;-66.55;-66.34;-65.94;-47.61
1544.090;-5.57;-66.54;-66.32;-65.93;-47.65
1544.100;-5.57;-66.54;-66.32;-65.93;-47.50
1544.110;-5.55;-66.56;-66.34;-65.95;-47.87
1544.120;-5.56;-66.55;-66.33;-65.94;-47.76
1544.130;-5.55;-66.56;-66.34;-65.95;-47.70
1544.140;-5.56;-66.55;-66.34;-65.94;-47.73
1544.150;-5.55;-66.56;-66.34;-65.95;-47.74
1544.160;-5.56;-66.55;-66.33;-65.93;-47.73
1544.170;-5.57;-66.54;-66.33;-65.93;-47.75
1544.180;-5.58;-66.53;-66.31;-65.91;-47.80
1544.190;-5.58;-66.53;-66.32;-65.92;-47.85
1544.200;-5.58;-66.53;-66.32;-65.92;-47.84
1544.210;-5.58;-66.53;-66.31;-65.91;-47.83
1544.220;-5.58;-66.53;-66.31;-65.91;-47.87
1544.230;-5.58;-66.53;-66.31;-65.91;-47.86
1544.240;-5.58;-66.53;-66.31;-65.91;-47.95
1544.250;-5.58;-66.53;-66.31;-65.91;-48.04
1544.260;-5.58;-66.53;-66.31;-65.91;-48.00
1544.270;-5.58;-66.53;-66.31;-65.91;-47.97
1544.280;-5.58;-66.53;-66.31;-65.91;-48.07
1544.290;-5.59;-66.52;-66.30;-65.91;-48.07
1544.300;-5.60;-66.52;-66.30;-65.90;-48.15
1544.310;-5.58;-66.53;-66.31;-65.91;-48.15
1544.320;-5.58;-66.53;-66.31;-65.91;-48.18
1544.330;-5.57;-66.54;-66.32;-65.93;-48.21
1544.340;-5.57;-66.54;-66.32;-65.93;-48.32
1544.350;-5.59;-66.52;-66.30;-65.91;-48.26
1544.360;-5.59;-66.52;-66.30;-65.91;-48.36
1544.370;-5.58;-66.53;-66.31;-65.91;-48.44
1544.380;-5.60;-66.51;-66.29;-65.90;-48.49
1544.390;-5.58;-66.53;-66.31;-65.91;-48.51
1544.400;-5.59;-66.52;-66.30;-65.91;-48.54
1544.410;-5.61;-66.50;-66.28;-65.89;-48.58
1544.420;-5.60;-66.51;-66.29;-65.90;-48.67
1544.430;-5.60;-66.51;-66.29;-65.90;-48.74
1544.440;-5.60;-66.51;-66.29;-65.90;-48.81
1544.450;-5.60;-66.51;-66.29;-65.90;-48.74
1544.460;-5.59;-66.52;-66.30;-65.91;-48.91
1544.470;-5.60;-66.51;-66.29;-65.90;-49.00
1544.480;-5.59;-66.52;-66.30;-65.91;-49.04
1544.490;-5.58;-66.53;-66.31;-65.91;-49.10
1544.500;-5.60;-66.51;-66.29;-65.90;-49.03
1544.510;-5.57;-66.54;-66.32;-65.92;-49.03
1544.520;-5.60;-66.51;-66.29;-65.89;-49.09
1544.530;-5.58;-66.54;-66.32;-65.92;-49.19
1544.540;-5.58;-66.53;-66.31;-65.91;-49.18
1544.550;-5.58;-66.53;-66.31;-65.91;-49.20
1544.560;-5.58;-66.53;-66.31;-65.91;-49.30
1544.570;-5.58;-66.53;-66.31;-65.91;-49.26
1544.580;-5.58;-66.53;-66.31;-65.91;-49.28
1544.590;-5.58;-66.53;-66.31;-65.91;-49.34
1544.600;-5.58;-66.53;-66.31;-65.91;-49.39
1544.610;-5.58;-66.53;-66.31;-65.91;-49.42
1544.620;-5.58;-66.53;-66.31;-65.91;-49.33
1544.630;-5.57;-66.54;-66.33;-65.93;-49.51
1544.640;-5.57;-66.54;-66.32;-65.92;-49.48
1544.650;-5.57;-66.54;-66.32;-65.92;-49.54
1544.660;-5.57;-66.54;-66.33;-65.93;-49.45
1544.670;-5.58;-66.53;-66.31;-65.91;-49.60
1544.680;-5.58;-66.53;-66.31;-65.92;-49.54
1544.690;-5.57;-66.54;-66.32;-65.92;-49.53
1544.700;-5.58;-66.53;-66.31;-65.91;-49.63
1544.710;-5.58;-66.53;-66.31;-65.91;-49.65
1544.720;-5.58;-66.53;-66.31;-65.91;-49.64
1544.730;-5.58;-66.53;-66.31;-65.91;-49.74
1544.740;-5.57;-66.54;-66.33;-65.93;-49.71
1544.750;-5.57;-66.54;-66.32;-65.92;-49.78
1544.760;-5.57;-66.54;-66.32;-65.92;-49.71
1544.770;-5.58;-66.53;-66.31;-65.92;-49.76
1544.780;-5.58;-66.53;-66.31;-65.91;-49.73
1544.790;-5.58;-66.53;-66.31;-65.91;-49.92
1544.800;-5.58;-66.53;-66.31;-65.91;-49.81
1544.810;-5.58;-66.53;-66.31;-65.91;-49.76
1544.820;-5.57;-66.54;-66.32;-65.92;-49.81
1544.830;-5.57;-66.54;-66.33;-65.93;-49.85
1544.840;-5.58;-66.53;-66.31;-65.91;-49.81
1544.850;-5.58;-66.53;-66.31;-65.91;-49.90
1544.860;-5.57;-66.54;-66.32;-65.92;-49.90
1544.870;-5.58;-66.53;-66.31;-65.91;-49.86
1544.880;-5.58;-66.53;-66.31;-65.91;-49.94
1544.890;-5.58;-66.53;-66.31;-65.91;-49.82
1544.900;-5.60;-66.51;-66.29;-65.89;-49.89
1544.910;-5.58;-66.53;-66.31;-65.91;-49.95
1544.920;-5.58;-66.53;-66.32;-65.92;-49.94
1544.930;-5.58;-66.53;-66.32;-65.92;-49.82
1544.940;-5.58;-66.53;-66.31;-65.91;-49.86
1544.950;-5.58;-66.53;-66.31;-65.91;-49.88
1544.960;-5.58;-66.53;-66.31;-65.91;-49.86
1544.970;-5.58;-66.53;-66.31;-65.91;-49.91
1544.980;-5.58;-66.54;-66.32;-65.92;-49.92
1544.990;-5.59;-66.52;-66.31;-65.90;-49.94
1545.000;-5.59;-66.52;-66.31;-65.91;-49.95
1545.010;-5.58;-66.53;-66.31;-65.91;-49.94
1545.020;-5.58;-66.53;-66.31;-65.91;-50.04
1545.030;-5.58;-66.53;-66.31;-65.91;-50.04
1545.040;-5.58;-66.53;-66.31;-65.91;-49.95
1545.050;-5.58;-66.53;-66.31;-65.91;-49.94
1545.060;-5.58;-66.53;-66.31;-65.91;-50.05
1545.070;-5.60;-66.51;-66.29;-65.89;-49.93
1545.080;-5.60;-66.51;-66.30;-65.90;-50.04
1545.090;-5.58;-66.53;-66.31;-65.91;-50.04
1545.100;-5.58;-66.53;-66.31;-65.91;-49.98
1545.110;-5.61;-66.50;-66.28;-65.88;-50.02
1545.120;-5.59;-66.53;-66.31;-65.91;-50.08
1545.130;-5.58;-66.53;-66.31;-65.91;-50.00
1545.140;-5.58;-66.53;-66.31;-65.91;-49.95
1545.150;-5.58;-66.53;-66.31;-65.91;-50.03
1545.160;-5.60;-66.51;-66.30;-65.90;-50.01
1545.170;-5.63;-66.48;-66.26;-65.86;-50.03
1545.180;-5.60;-66.51;-66.30;-65.89;-49.89
1545.190;-5.58;-66.53;-66.31;-65.91;-50.01
1545.200;-5.58;-66.53;-66.31;-65.91;-49.96
1545.210;-5.59;-66.52;-66.30;-65.90;-49.92
1545.220;-5.60;-66.51;-66.30;-65.89;-49.87
1545.230;-5.62;-66.49;-66.28;-65.87;-49.90
1545.240;-5.59;-66.52;-66.31;-65.91;-49.84
1545.250;-5.61;-66.50;-66.29;-65.89;-49.93
1545.260;-5.62;-66.49;-66.28;-65.87;-49.87
1545.270;-5.61;-66.50;-66.29;-65.88;-49.82
1545.280;-5.63;-66.48;-66.27;-65.86;-49.86
1545.290;-5.66;-66.46;-66.24;-65.84;-49.92
1545.300;-5.62;-66.49;-66.27;-65.87;-49.84
1545.310;-5.64;-66.47;-66.26;-65.86;-49.82
1545.320;-5.63;-66.48;-66.27;-65.87;-49.79
1545.330;-5.61;-66.50;-66.29;-65.89;-49.77
1545.340;-5.62;-66.49;-66.28;-65.88;-49.59
1545.350;-5.64;-66.47;-66.26;-65.86;-49.61
1545.360;-5.61;-66.50;-66.29;-65.89;-49.48
1545.370;-5.63;-66.48;-66.27;-65.87;-49.57
1545.380;-5.63;-66.48;-66.27;-65.87;-49.56
1545.390;-5.63;-66.48;-66.26;-65.86;-49.50
1545.400;-5.64;-66.47;-66.26;-65.86;-49.51
1545.410;-5.65;-66.46;-66.25;-65.84;-49.37
1545.420;-5.62;-66.49;-66.28;-65.88;-49.43
1545.430;-5.65;-66.46;-66.25;-65.85;-49.40
1545.440;-5.62;-66.50;-66.28;-65.88;-49.45
1545.450;-5.62;-66.49;-66.28;-65.88;-49.31
1545.460;-5.64;-66.47;-66.26;-65.86;-49.28
1545.470;-5.64;-66.48;-66.26;-65.86;-49.17
1545.480;-5.63;-66.48;-66.27;-65.87;-49.19
1545.490;-5.65;-66.46;-66.25;-65.85;-49.16
1545.500;-5.64;-66.47;-66.25;-65.85;-49.08
1545.510;-5.65;-66.46;-66.24;-65.84;-49.08
1545.520;-5.65;-66.46;-66.24;-65.84;-49.09
1545.530;-5.62;-66.49;-66.28;-65.88;-49.00
1545.540;-5.61;-66.50;-66.29;-65.89;-48.88
1545.550;-5.62;-66.49;-66.28;-65.88;-48.74
1545.560;-5.62;-66.49;-66.28;-65.88;-48.77
1545.570;-5.64;-66.47;-66.26;-65.86;-48.78
1545.580;-5.64;-66.47;-66.26;-65.86;-48.71
1545.590;-5.62;-66.49;-66.28;-65.88;-48.70
1545.600;-5.64;-66.47;-66.26;-65.86;-48.69
1545.610;-5.63;-66.48;-66.26;-65.86;-48.77
1545.620;-5.62;-66.49;-66.28;-65.88;-48.60
1545.630;-5.62;-66.49;-66.28;-65.88;-48.66
1545.640;-5.62;-66.49;-66.28;-65.88;-48.64
1545.650;-5.61;-66.50;-66.29;-65.89;-48.57
1545.660;-5.63;-66.48;-66.27;-65.87;-48.51
1545.670;-5.64;-66.47;-66.26;-65.86;-48.47
1545.680;-5.62;-66.49;-66.27;-65.87;-48.42
1545.690;-5.64;-66.47;-66.26;-65.86;-48.38
1545.700;-5.66;-66.45;-66.24;-65.84;-48.27
1545.710;-5.65;-66.46;-66.25;-65.85;-48.26
1545.720;-5.65;-66.46;-66.25;-65.85;-48.23
1545.730;-5.63;-66.48;-66.27;-65.87;-48.25
1545.740;-5.60;-66.51;-66.29;-65.89;-48.19
1545.750;-5.66;-66.45;-66.24;-65.84;-48.07
1545.760;-5.65;-66.47;-66.25;-65.85;-48.10
1545.770;-5.64;-66.47;-66.26;-65.86;-48.20
1545.780;-5.66;-66.45;-66.24;-65.84;-48.09
1545.790;-5.64;-66.47;-66.26;-65.86;-48.05
1545.800;-5.64;-66.47;-66.26;-65.86;-47.90
1545.810;-5.66;-66.45;-66.24;-65.84;-47.93
1545.820;-5.66;-66.45;-66.24;-65.84;-47.92
1545.830;-5.65;-66.46;-66.25;-65.85;-47.91
1545.840;-5.65;-66.46;-66.25;-65.85;-47.86
1545.850;-5.62;-66.49;-66.27;-65.87;-47.92
1545.860;-5.64;-66.47;-66.26;-65.86;-47.82
1545.870;-5.66;-66.45;-66.24;-65.84;-47.59
1545.880;-5.65;-66.46;-66.25;-65.85;-47.58
1545.890;-5.64;-66.47;-66.26;-65.86;-47.68
1545.900;-5.64;-66.47;-66.26;-65.86;-47.73
1545.910;-5.64;-66.47;-66.26;-65.86;-47.64
1545.920;-5.66;-66.45;-66.24;-65.84;-47.60
1545.930;-5.64;-66.47;-66.26;-65.86;-47.55
1545.940;-5.62;-66.49;-66.28;-65.88;-47.47
1545.950;-5.64;-66.47;-66.26;-65.86;-47.47
1545.960;-5.62;-66.49;-66.27;-65.88;-47.55
1545.970;-5.62;-66.49;-66.28;-65.88;-47.55
1545.980;-5.66;-66.45;-66.24;-65.84;-47.51
1545.990;-5.65;-66.46;-66.25;-65.85;-47.44
1546.000;-5.64;-66.47;-66.26;-65.86;-47.39
1546.010;-5.65;-66.46;-66.25;-65.85;-47.34
1546.020;-5.66;-66.45;-66.24;-65.84;-47.36
1546.030;-5.66;-66.45;-66.24;-65.84;-47.26
1546.040;-5.66;-66.45;-66.24;-65.84;-47.22
1546.050;-5.65;-66.46;-66.25;-65.85;-47.32
1546.060;-5.65;-66.46;-66.25;-65.85;-47.23
1546.070;-5.66;-66.45;-66.24;-65.84;-47.21
1546.080;-5.66;-66.45;-66.24;-65.84;-47.26
1546.090;-5.66;-66.45;-66.24;-65.84;-47.17
1546.100;-5.66;-66.45;-66.24;-65.84;-47.19
1546.110;-5.66;-66.45;-66.24;-65.84;-47.18
1546.120;-5.64;-66.47;-66.25;-65.85;-47.15
1546.130;-5.65;-66.46;-66.24;-65.84;-47.18
1546.140;-5.64;-66.47;-66.26;-65.86;-47.20
1546.150;-5.62;-66.49;-66.27;-65.87;-47.20
1546.160;-5.64;-66.47;-66.25;-65.85;-47.11
1546.170;-5.64;-66.47;-66.26;-65.86;-47.10
1546.180;-5.63;-66.48;-66.26;-65.86;-47.07
1546.190;-5.65;-66.46;-66.24;-65.84;-47.08
1546.200;-5.66;-66.45;-66.24;-65.84;-47.12
1546.210;-5.66;-66.45;-66.24;-65.84;-47.04
1546.220;-5.66;-66.45;-66.24;-65.84;-47.07
1546.230;-5.64;-66.48;-66.26;-65.86;-47.07
1546.240;-5.65;-66.46;-66.25;-65.85;-47.08
1546.250;-5.64;-66.47;-66.25;-65.86;-47.07
1546.260;-5.64;-66.47;-66.25;-65.86;-47.10
1546.270;-5.66;-66.45;-66.24;-65.84;-47.07
1546.280;-5.66;-66.45;-66.24;-65.84;-47.05
1546.290;-5.66;-66.45;-66.24;-65.84;-47.01
1546.300;-5.66;-66.45;-66.24;-65.84;-47.13
1546.310;-5.66;-66.45;-66.24;-65.84;-47.10
1546.320;-5.66;-66.45;-66.24;-65.84;-47.04
1546.330;-5.66;-66.45;-66.24;-65.84;-47.12
1546.340;-5.66;-66.45;-66.24;-65.84;-47.09
1546.350;-5.66;-66.45;-66.24;-65.84;-47.07
1546.360;-5.66;-66.45;-66.24;-65.84;-47.07
1546.370;-5.66;-66.45;-66.24;-65.84;-47.04
1546.380;-5.66;-66.45;-66.23;-65.83;-47.11
1546.390;-5.67;-66.44;-66.22;-65.83;-47.16
1546.400;-5.66;-66.45;-66.23;-65.84;-47.15
1546.410;-5.66;-66.45;-66.23;-65.84;-47.14
1546.420;-5.66;-66.45;-66.23;-65.84;-47.23
1546.430;-5.66;-66.45;-66.23;-65.84;-47.18
1546.440;-5.66;-66.45;-66.23;-65.84;-47.14
1546.450;-5.66;-66.45;-66.23;-65.84;-47.24
1546.460;-5.66;-66.45;-66.23;-65.84;-47.23
1546.470;-5.66;-66.45;-66.23;-65.84;-47.25
1546.480;-5.67;-66.44;-66.22;-65.82;-47.28
1546.490;-5.66;-66.45;-66.23;-65.84;-47.33
1546.500;-5.66;-66.45;-66.23;-65.83;-47.36
1546.510;-5.67;-66.45;-66.22;-65.83;-47.34
1546.520;-5.66;-66.45;-66.23;-65.83;-47.31
1546.530;-5.66;-66.45;-66.23;-65.83;-47.41
1546.540;-5.66;-66.45;-66.23;-65.83;-47.39
1546.550;-5.66;-66.45;-66.23;-65.83;-47.43
1546.560;-5.66;-66.45;-66.23;-65.83;-47.38
1546.570;-5.66;-66.45;-66.23;-65.83;-47.42
1546.580;-5.66;-66.45;-66.23;-65.83;-47.41
1546.590;-5.66;-66.45;-66.23;-65.83;-47.45
1546.600;-5.66;-66.45;-66.23;-65.83;-47.50
1546.610;-5.66;-66.45;-66.23;-65.83;-47.40
1546.620;-5.66;-66.45;-66.22;-65.83;-47.52
1546.630;-5.67;-66.44;-66.21;-65.82;-47.63
1546.640;-5.66;-66.45;-66.23;-65.83;-47.54
1546.650;-5.66;-66.45;-66.23;-65.83;-47.49
1546.660;-5.67;-66.44;-66.21;-65.82;-47.64
1546.670;-5.66;-66.45;-66.23;-65.83;-47.63
1546.680;-5.66;-66.45;-66.23;-65.83;-47.57
1546.690;-5.67;-66.44;-66.22;-65.82;-47.58
1546.700;-5.66;-66.45;-66.23;-65.83;-47.57
1546.710;-5.67;-66.44;-66.21;-65.81;-47.66
1546.720;-5.66;-66.45;-66.23;-65.83;-47.75
1546.730;-5.66;-66.45;-66.23;-65.83;-47.63
1546.740;-5.66;-66.45;-66.23;-65.83;-47.58
1546.750;-5.66;-66.45;-66.23;-65.83;-47.72
1546.760;-5.66;-66.45;-66.23;-65.83;-47.74
1546.770;-5.67;-66.44;-66.21;-65.81;-47.74
1546.780;-5.69;-66.43;-66.20;-65.80;-47.74
1546.790;-5.66;-66.45;-66.22;-65.82;-47.76
1546.800;-5.67;-66.44;-66.21;-65.81;-47.85
1546.810;-5.67;-66.44;-66.21;-65.81;-47.92
1546.820;-5.67;-66.44;-66.21;-65.81;-47.88
1546.830;-5.68;-66.43;-66.21;-65.81;-47.94
1546.840;-5.68;-66.43;-66.20;-65.81;-48.09
1546.850;-5.66;-66.45;-66.23;-65.83;-48.02
1546.860;-5.67;-66.44;-66.22;-65.82;-48.09
1546.870;-5.66;-66.45;-66.23;-65.83;-48.18
1546.880;-5.67;-66.44;-66.21;-65.82;-48.12
1546.890;-5.69;-66.42;-66.19;-65.80;-48.21
1546.900;-5.68;-66.43;-66.21;-65.81;-48.14
1546.910;-5.67;-66.44;-66.21;-65.82;-48.14
1546.920;-5.67;-66.44;-66.22;-65.82;-48.16
1546.930;-5.67;-66.44;-66.22;-65.82;-48.20
1546.940;-5.66;-66.45;-66.23;-65.84;-48.25
1546.950;-5.69;-66.42;-66.20;-65.80;-48.21
1546.960;-5.67;-66.43;-66.21;-65.82;-48.20
1546.970;-5.68;-66.42;-66.20;-65.81;-48.24
1546.980;-5.71;-66.40;-66.18;-65.79;-48.23
1546.990;-5.66;-66.44;-66.23;-65.83;-48.24
1547.000;-5.69;-66.41;-66.20;-65.80;-48.14
1547.010;-5.71;-66.40;-66.18;-65.79;-48.15
1547.020;-5.70;-66.41;-66.19;-65.79;-48.07
1547.030;-5.71;-66.40;-66.18;-65.78;-48.08
1547.040;-5.71;-66.40;-66.18;-65.78;-48.12
1547.050;-5.68;-66.43;-66.21;-65.82;-48.18
1547.060;-5.70;-66.41;-66.19;-65.80;-48.24
1547.070;-5.73;-66.38;-66.16;-65.77;-48.15
1547.080;-5.70;-66.40;-66.19;-65.79;-48.13
1547.090;-5.72;-66.39;-66.17;-65.78;-48.16
1547.100;-5.73;-66.38;-66.16;-65.77;-48.17
1547.110;-5.69;-66.41;-66.20;-65.80;-48.20
1547.120;-5.70;-66.41;-66.19;-65.80;-48.16
1547.130;-5.71;-66.39;-66.18;-65.78;-48.22
1547.140;-5.68;-66.42;-66.21;-65.81;-48.22
1547.150;-5.69;-66.41;-66.20;-65.81;-48.15
1547.160;-5.71;-66.40;-66.18;-65.79;-48.17
1547.170;-5.69;-66.41;-66.20;-65.81;-48.36
1547.180;-5.71;-66.39;-66.18;-65.79;-48.29
1547.190;-5.70;-66.40;-66.19;-65.79;-48.28
1547.200;-5.70;-66.40;-66.19;-65.80;-48.23
1547.210;-5.72;-66.38;-66.17;-65.78;-48.27
1547.220;-5.71;-66.39;-66.18;-65.79;-48.31
1547.230;-5.69;-66.41;-66.20;-65.81;-48.34
1547.240;-5.71;-66.39;-66.18;-65.79;-48.43
1547.250;-5.70;-66.40;-66.19;-65.80;-48.39
1547.260;-5.71;-66.39;-66.18;-65.79;-48.43
1547.270;-5.73;-66.37;-66.16;-65.77;-48.43
1547.280;-5.71;-66.39;-66.18;-65.79;-48.50
1547.290;-5.71;-66.39;-66.18;-65.79;-48.46
1547.300;-5.72;-66.39;-66.18;-65.79;-48.60
1547.310;-5.70;-66.40;-66.20;-65.81;-48.56
1547.320;-5.69;-66.41;-66.20;-65.81;-48.56
1547.330;-5.71;-66.39;-66.18;-65.79;-48.59
1547.340;-5.69;-66.41;-66.20;-65.81;-48.65
1547.350;-5.68;-66.42;-66.21;-65.82;-48.72
1547.360;-5.72;-66.38;-66.17;-65.78;-48.65
1547.370;-5.70;-66.40;-66.19;-65.80;-48.74
1547.380;-5.70;-66.40;-66.19;-65.80;-48.78
1547.390;-5.73;-66.37;-66.17;-65.78;-48.79
1547.400;-5.71;-66.39;-66.18;-65.79;-48.90
1547.410;-5.71;-66.39;-66.18;-65.79;-48.86
1547.420;-5.71;-66.39;-66.18;-65.79;-49.02
1547.430;-5.69;-66.41;-66.20;-65.82;-49.08
1547.440;-5.70;-66.40;-66.19;-65.81;-49.03
1547.450;-5.71;-66.39;-66.18;-65.80;-49.17
1547.460;-5.66;-66.44;-66.24;-65.85;-49.10
1547.470;-5.70;-66.40;-66.20;-65.81;-49.17
1547.480;-5.71;-66.39;-66.18;-65.80;-49.22
1547.490;-5.71;-66.39;-66.18;-65.80;-49.27
1547.500;-5.73;-66.37;-66.17;-65.78;-49.35
1547.510;-5.73;-66.37;-66.17;-65.78;-49.27
1547.520;-5.69;-66.40;-66.20;-65.81;-49.33
1547.530;-5.72;-66.38;-66.18;-65.79;-49.33
1547.540;-5.71;-66.38;-66.18;-65.80;-49.34
1547.550;-5.70;-66.39;-66.19;-65.81;-49.43
1547.560;-5.71;-66.39;-66.19;-65.80;-49.43
1547.570;-5.71;-66.39;-66.19;-65.80;-49.41
1547.580;-5.71;-66.39;-66.19;-65.80;-49.49
1547.590;-5.72;-66.38;-66.18;-65.79;-49.46
1547.600;-5.71;-66.39;-66.19;-65.80;-49.51
1547.610;-5.72;-66.38;-66.18;-65.79;-49.52
1547.620;-5.73;-66.37;-66.17;-65.78;-49.57
1547.630;-5.71;-66.39;-66.19;-65.80;-49.48
1547.640;-5.70;-66.40;-66.20;-65.81;-49.56
1547.650;-5.71;-66.39;-66.19;-65.80;-49.60
1547.660;-5.70;-66.40;-66.20;-65.81;-49.66
1547.670;-5.72;-66.38;-66.18;-65.79;-49.63
1547.680;-5.70;-66.40;-66.20;-65.81;-49.66
1547.690;-5.69;-66.41;-66.20;-65.82;-49.78
1547.700;-5.70;-66.40;-66.20;-65.81;-49.78
1547.710;-5.73;-66.37;-66.17;-65.78;-49.83
1547.720;-5.72;-66.38;-66.18;-65.79;-49.79
1547.730;-5.70;-66.40;-66.20;-65.81;-49.86
1547.740;-5.73;-66.37;-66.17;-65.78;-49.79
1547.750;-5.69;-66.41;-66.20;-65.81;-49.94
1547.760;-5.71;-66.39;-66.19;-65.80;-49.94
1547.770;-5.71;-66.39;-66.19;-65.80;-49.98
1547.780;-5.71;-66.39;-66.19;-65.80;-49.94
1547.790;-5.71;-66.39;-66.19;-65.80;-50.02
1547.800;-5.73;-66.37;-66.17;-65.78;-50.08
1547.810;-5.73;-66.37;-66.17;-65.78;-50.07
1547.820;-5.73;-66.37;-66.17;-65.78;-50.06
1547.830;-5.73;-66.37;-66.17;-65.78;-50.20
1547.840;-5.72;-66.38;-66.18;-65.79;-50.17
1547.850;-5.73;-66.37;-66.17;-65.78;-50.20
1547.860;-5.73;-66.37;-66.17;-65.78;-50.33
1547.870;-5.73;-66.37;-66.17;-65.78;-50.34
1547.880;-5.73;-66.37;-66.17;-65.78;-50.47
1547.890;-5.73;-66.37;-66.17;-65.78;-50.57
1547.900;-5.73;-66.37;-66.17;-65.78;-50.46
1547.910;-5.73;-66.37;-66.17;-65.78;-50.62
1547.920;-5.75;-66.35;-66.15;-65.76;-50.66
1547.930;-5.73;-66.37;-66.17;-65.78;-50.73
1547.940;-5.73;-66.37;-66.17;-65.78;-50.71
1547.950;-5.72;-66.38;-66.18;-65.79;-50.68
1547.960;-5.71;-66.39;-66.19;-65.79;-50.71
1547.970;-5.73;-66.38;-66.17;-65.78;-50.89
1547.980;-5.73;-66.37;-66.17;-65.78;-50.88
1547.990;-5.73;-66.37;-66.17;-65.78;-50.82
1548.000;-5.73;-66.37;-66.17;-65.78;-50.86
1548.010;-5.72;-66.38;-66.18;-65.79;-50.91
1548.020;-5.73;-66.38;-66.17;-65.78;-50.89
1548.030;-5.73;-66.37;-66.17;-65.77;-51.01
1548.040;-5.71;-66.39;-66.18;-65.79;-50.96
1548.050;-5.73;-66.37;-66.17;-65.77;-50.92
1548.060;-5.73;-66.37;-66.17;-65.77;-50.97
1548.070;-5.73;-66.37;-66.17;-65.77;-50.98
1548.080;-5.73;-66.38;-66.17;-65.77;-51.05
1548.090;-5.75;-66.36;-66.15;-65.76;-51.08
1548.100;-5.75;-66.36;-66.15;-65.76;-51.11
1548.110;-5.74;-66.36;-66.15;-65.76;-51.12
1548.120;-5.74;-66.37;-66.16;-65.76;-51.18
1548.130;-5.74;-66.37;-66.16;-65.77;-51.19
1548.140;-5.73;-66.38;-66.17;-65.77;-51.14
1548.150;-5.73;-66.38;-66.17;-65.77;-51.26
1548.160;-5.71;-66.39;-66.18;-65.79;-51.31
1548.170;-5.73;-66.38;-66.17;-65.77;-51.38
1548.180;-5.73;-66.38;-66.17;-65.77;-51.41
1548.190;-5.73;-66.38;-66.17;-65.77;-51.50
1548.200;-5.73;-66.38;-66.17;-65.77;-51.46
1548.210;-5.73;-66.38;-66.17;-65.77;-51.54
1548.220;-5.73;-66.38;-66.17;-65.77;-51.55
1548.230;-5.73;-66.38;-66.17;-65.77;-51.63
1548.240;-5.72;-66.39;-66.18;-65.78;-51.71
1548.250;-5.72;-66.38;-66.17;-65.78;-51.80
1548.260;-5.73;-66.38;-66.17;-65.77;-51.88
1548.270;-5.73;-66.38;-66.17;-65.77;-51.90
1548.280;-5.73;-66.38;-66.17;-65.78;-51.89
1548.290;-5.72;-66.39;-66.18;-65.78;-51.95
1548.300;-5.73;-66.38;-66.17;-65.77;-52.06
1548.310;-5.73;-66.38;-66.17;-65.77;-52.06
