WL; Output[dBm]; Det1_IL[dB]; Det2_IL[dB]; Det4_IL[dB]; Det3_IL
1591.420;-7.12;-65.08;-64.87;-64.49;-45.07
1591.430;-7.14;-65.07;-64.86;-64.47;-45.07
1591.440;-7.16;-65.05;-64.84;-64.45;-45.10
1591.450;-7.15;-65.06;-64.85;-64.47;-45.06
1591.460;-7.15;-65.06;-64.85;-64.47;-45.05
1591.470;-7.16;-65.05;-64.84;-64.45;-45.05
1591.480;-7.14;-65.07;-64.86;-64.48;-45.21
1591.490;-7.12;-65.08;-64.87;-64.49;-45.11
1591.500;-7.15;-65.06;-64.85;-64.47;-45.10
1591.510;-7.15;-65.06;-64.85;-64.47;-45.10
1591.520;-7.16;-65.05;-64.84;-64.45;-45.05
1591.530;-7.16;-65.05;-64.84;-64.45;-45.17
1591.540;-7.16;-65.05;-64.84;-64.45;-45.12
1591.550;-7.15;-65.06;-64.85;-64.47;-45.07
1591.560;-7.16;-65.05;-64.84;-64.45;-45.16
1591.570;-7.16;-65.05;-64.84;-64.45;-45.03
1591.580;-7.16;-65.05;-64.84;-64.46;-45.10
1591.590;-7.16;-65.06;-64.85;-64.46;-45.09
1591.600;-7.15;-65.06;-64.85;-64.46;-45.08
1591.610;-7.16;-65.05;-64.84;-64.46;-45.09
1591.620;-7.18;-65.03;-64.82;-64.44;-45.10
1591.630;-7.17;-65.05;-64.84;-64.45;-45.10
1591.640;-7.18;-65.03;-64.82;-64.43;-45.01
1591.650;-7.20;-65.01;-64.80;-64.42;-44.99
1591.660;-7.19;-65.02;-64.81;-64.43;-45.00
1591.670;-7.16;-65.05;-64.84;-64.45;-45.00
1591.680;-7.18;-65.03;-64.82;-64.43;-45.04
1591.690;-7.18;-65.03;-64.82;-64.44;-45.12
1591.700;-7.16;-65.05;-64.84;-64.45;-45.08
1591.710;-7.19;-65.02;-64.81;-64.42;-45.04
1591.720;-7.20;-65.01;-64.80;-64.42;-45.04
1591.730;-7.20;-65.01;-64.80;-64.42;-45.08
1591.740;-7.20;-65.02;-64.81;-64.42;-45.00
1591.750;-7.19;-65.03;-64.82;-64.43;-44.96
1591.760;-7.19;-65.02;-64.81;-64.42;-44.95
1591.770;-7.18;-65.03;-64.82;-64.44;-44.95
1591.780;-7.18;-65.03;-64.82;-64.44;-44.97
1591.790;-7.17;-65.05;-64.84;-64.45;-45.01
1591.800;-7.19;-65.02;-64.81;-64.43;-44.93
1591.810;-7.22;-65.00;-64.79;-64.40;-44.92
1591.820;-7.18;-65.03;-64.82;-64.44;-45.03
1591.830;-7.23;-64.99;-64.78;-64.39;-44.93
1591.840;-7.18;-65.03;-64.82;-64.44;-45.04
1591.850;-7.22;-64.99;-64.78;-64.40;-44.96
1591.860;-7.18;-65.03;-64.82;-64.44;-44.94
1591.870;-7.20;-65.02;-64.81;-64.43;-44.89
1591.880;-7.18;-65.04;-64.83;-64.44;-44.93
1591.890;-7.19;-65.02;-64.81;-64.43;-44.95
1591.900;-7.18;-65.03;-64.82;-64.44;-45.02
1591.910;-7.20;-65.02;-64.81;-64.42;-45.10
1591.920;-7.23;-64.98;-64.77;-64.39;-44.99
1591.930;-7.21;-65.01;-64.80;-64.42;-44.95
1591.940;-7.21;-65.01;-64.80;-64.41;-44.99
1591.950;-7.20;-65.02;-64.81;-64.42;-45.01
1591.960;-7.21;-65.01;-64.80;-64.41;-45.04
1591.970;-7.22;-65.00;-64.79;-64.40;-45.02
1591.980;-7.21;-65.01;-64.80;-64.42;-44.95
1591.990;-7.20;-65.02;-64.81;-64.42;-44.95
1592.000;-7.20;-65.02;-64.81;-64.42;-44.96
1592.010;-7.20;-65.02;-64.81;-64.42;-44.96
1592.020;-7.22;-65.00;-64.79;-64.41;-44.92
1592.030;-7.20;-65.02;-64.81;-64.42;-44.96
1592.040;-7.20;-65.02;-64.81;-64.42;-44.99
1592.050;-7.21;-65.01;-64.80;-64.41;-45.00
1592.060;-7.20;-65.02;-64.81;-64.43;-44.97
1592.070;-7.18;-65.04;-64.83;-64.44;-44.99
1592.080;-7.18;-65.04;-64.83;-64.44;-44.97
1592.090;-7.16;-65.06;-64.84;-64.46;-44.93
1592.100;-7.20;-65.02;-64.81;-64.43;-44.97
1592.110;-7.19;-65.03;-64.82;-64.44;-45.03
1592.120;-7.20;-65.02;-64.81;-64.42;-44.98
1592.130;-7.19;-65.03;-64.82;-64.43;-44.97
1592.140;-7.20;-65.02;-64.81;-64.42;-45.01
1592.150;-7.23;-64.99;-64.78;-64.39;-44.97
1592.160;-7.20;-65.02;-64.81;-64.43;-44.96
1592.170;-7.20;-65.02;-64.81;-64.43;-44.99
1592.180;-7.22;-65.00;-64.79;-64.41;-45.03
1592.190;-7.22;-65.00;-64.79;-64.41;-44.94
1592.200;-7.20;-65.02;-64.80;-64.42;-44.89
1592.210;-7.22;-65.00;-64.79;-64.41;-44.92
1592.220;-7.22;-65.00;-64.79;-64.41;-44.86
1592.230;-7.22;-65.00;-64.79;-64.41;-44.84
1592.240;-7.23;-64.99;-64.78;-64.40;-44.88
1592.250;-7.22;-65.00;-64.78;-64.40;-44.90
1592.260;-7.22;-65.00;-64.79;-64.41;-44.87
1592.270;-7.24;-64.98;-64.77;-64.39;-44.84
1592.280;-7.24;-64.98;-64.77;-64.39;-44.89
1592.290;-7.24;-64.98;-64.77;-64.39;-44.78
1592.300;-7.24;-64.98;-64.77;-64.38;-44.82
1592.310;-7.25;-64.97;-64.76;-64.38;-44.76
1592.320;-7.24;-64.98;-64.77;-64.39;-44.62
1592.330;-7.24;-64.98;-64.77;-64.39;-44.67
1592.340;-7.24;-64.98;-64.77;-64.39;-44.59
1592.350;-7.24;-64.98;-64.77;-64.39;-44.63
1592.360;-7.25;-64.97;-64.75;-64.37;-44.51
1592.370;-7.24;-64.98;-64.77;-64.39;-44.68
1592.380;-7.24;-64.98;-64.77;-64.39;-44.57
1592.390;-7.24;-64.98;-64.77;-64.39;-44.58
1592.400;-7.25;-64.97;-64.76;-64.38;-44.62
1592.410;-7.25;-64.98;-64.76;-64.38;-44.67
1592.420;-7.26;-64.97;-64.75;-64.37;-44.61
1592.430;-7.26;-64.97;-64.75;-64.37;-44.53
1592.440;-7.27;-64.95;-64.74;-64.36;-44.48
1592.450;-7.24;-64.98;-64.77;-64.39;-44.45
1592.460;-7.26;-64.97;-64.75;-64.37;-44.50
1592.470;-7.29;-64.93;-64.72;-64.34;-44.30
1592.480;-7.26;-64.96;-64.74;-64.36;-44.37
1592.490;-7.29;-64.93;-64.71;-64.34;-44.30
1592.500;-7.29;-64.94;-64.72;-64.34;-44.25
1592.510;-7.29;-64.94;-64.72;-64.34;-44.24
1592.520;-7.31;-64.92;-64.70;-64.32;-44.20
1592.530;-7.30;-64.93;-64.71;-64.33;-44.18
1592.540;-7.31;-64.91;-64.70;-64.32;-44.24
1592.550;-7.28;-64.95;-64.73;-64.35;-44.05
1592.560;-7.28;-64.95;-64.73;-64.35;-44.10
1592.570;-7.28;-64.95;-64.73;-64.35;-44.09
1592.580;-7.30;-64.92;-64.71;-64.33;-44.05
1592.590;-7.31;-64.91;-64.69;-64.32;-44.09
1592.600;-7.30;-64.92;-64.70;-64.33;-44.14
1592.610;-7.31;-64.92;-64.70;-64.32;-44.08
1592.620;-7.31;-64.91;-64.69;-64.32;-43.94
1592.630;-7.28;-64.94;-64.73;-64.35;-43.97
1592.640;-7.31;-64.91;-64.70;-64.32;-43.94
1592.650;-7.29;-64.93;-64.71;-64.34;-44.01
1592.660;-7.30;-64.93;-64.71;-64.33;-43.92
1592.670;-7.31;-64.91;-64.69;-64.32;-43.80
1592.680;-7.31;-64.91;-64.69;-64.32;-43.75
1592.690;-7.30;-64.92;-64.70;-64.33;-43.79
1592.700;-7.30;-64.92;-64.70;-64.33;-43.74
1592.710;-7.31;-64.91;-64.69;-64.32;-43.77
1592.720;-7.31;-64.91;-64.69;-64.32;-43.73
1592.730;-7.31;-64.91;-64.69;-64.32;-43.81
1592.740;-7.31;-64.91;-64.70;-64.32;-43.70
1592.750;-7.28;-64.95;-64.73;-64.36;-43.67
1592.760;-7.28;-64.95;-64.73;-64.36;-43.61
1592.770;-7.29;-64.94;-64.72;-64.34;-43.60
1592.780;-7.30;-64.92;-64.70;-64.33;-43.63
1592.790;-7.29;-64.93;-64.71;-64.34;-43.61
1592.800;-7.31;-64.92;-64.70;-64.33;-43.65
1592.810;-7.30;-64.93;-64.71;-64.33;-43.61
1592.820;-7.29;-64.93;-64.71;-64.34;-43.54
1592.830;-7.29;-64.93;-64.71;-64.34;-43.51
1592.840;-7.28;-64.95;-64.73;-64.35;-43.51
1592.850;-7.29;-64.93;-64.71;-64.34;-43.53
1592.860;-7.30;-64.93;-64.71;-64.33;-43.48
1592.870;-7.29;-64.94;-64.72;-64.34;-43.49
1592.880;-7.29;-64.94;-64.72;-64.34;-43.51
1592.890;-7.31;-64.91;-64.69;-64.32;-43.39
1592.900;-7.30;-64.93;-64.71;-64.33;-43.44
1592.910;-7.29;-64.93;-64.71;-64.34;-43.36
1592.920;-7.29;-64.93;-64.71;-64.34;-43.39
1592.930;-7.30;-64.93;-64.71;-64.34;-43.46
1592.940;-7.31;-64.92;-64.70;-64.32;-43.35
1592.950;-7.29;-64.93;-64.71;-64.34;-43.32
1592.960;-7.30;-64.92;-64.71;-64.33;-43.30
1592.970;-7.30;-64.92;-64.70;-64.33;-43.34
1592.980;-7.31;-64.92;-64.70;-64.33;-43.27
1592.990;-7.31;-64.91;-64.69;-64.32;-43.27
1593.000;-7.31;-64.91;-64.69;-64.32;-43.24
1593.010;-7.31;-64.91;-64.69;-64.32;-43.28
1593.020;-7.31;-64.91;-64.69;-64.32;-43.19
1593.030;-7.31;-64.91;-64.70;-64.32;-43.25
1593.040;-7.30;-64.93;-64.71;-64.33;-43.19
1593.050;-7.31;-64.92;-64.70;-64.32;-43.13
1593.060;-7.29;-64.93;-64.71;-64.34;-43.23
1593.070;-7.29;-64.93;-64.71;-64.34;-43.23
1593.080;-7.31;-64.92;-64.70;-64.32;-43.13
1593.090;-7.31;-64.91;-64.69;-64.32;-43.10
1593.100;-7.31;-64.91;-64.69;-64.32;-42.94
1593.110;-7.31;-64.91;-64.69;-64.32;-43.01
1593.120;-7.31;-64.91;-64.69;-64.32;-43.15
1593.130;-7.31;-64.91;-64.69;-64.32;-43.07
1593.140;-7.31;-64.91;-64.69;-64.32;-43.07
1593.150;-7.30;-64.92;-64.70;-64.32;-43.04
1593.160;-7.30;-64.92;-64.70;-64.32;-43.05
1593.170;-7.31;-64.91;-64.70;-64.32;-43.01
1593.180;-7.31;-64.91;-64.70;-64.32;-43.11
1593.190;-7.31;-64.91;-64.70;-64.32;-42.99
1593.200;-7.31;-64.91;-64.70;-64.32;-42.93
1593.210;-7.31;-64.91;-64.70;-64.32;-43.01
1593.220;-7.31;-64.91;-64.70;-64.32;-42.99
1593.230;-7.32;-64.90;-64.69;-64.31;-42.92
1593.240;-7.32;-64.90;-64.68;-64.30;-42.94
1593.250;-7.31;-64.91;-64.70;-64.32;-42.84
1593.260;-7.32;-64.90;-64.68;-64.30;-42.91
1593.270;-7.32;-64.91;-64.69;-64.31;-42.84
1593.280;-7.33;-64.89;-64.68;-64.30;-42.93
1593.290;-7.33;-64.89;-64.68;-64.30;-42.85
1593.300;-7.33;-64.89;-64.68;-64.30;-42.89
1593.310;-7.33;-64.89;-64.68;-64.30;-42.88
1593.320;-7.33;-64.89;-64.68;-64.30;-42.78
1593.330;-7.33;-64.89;-64.68;-64.30;-42.86
1593.340;-7.32;-64.90;-64.69;-64.30;-42.86
1593.350;-7.33;-64.89;-64.67;-64.29;-42.85
1593.360;-7.34;-64.89;-64.67;-64.29;-42.89
1593.370;-7.33;-64.89;-64.68;-64.30;-42.94
1593.380;-7.35;-64.87;-64.66;-64.28;-42.77
1593.390;-7.35;-64.87;-64.66;-64.28;-42.83
1593.400;-7.37;-64.86;-64.64;-64.26;-42.91
1593.410;-7.35;-64.87;-64.66;-64.28;-42.86
1593.420;-7.36;-64.87;-64.65;-64.27;-42.88
1593.430;-7.35;-64.87;-64.66;-64.27;-42.94
1593.440;-7.35;-64.87;-64.66;-64.27;-42.84
1593.450;-7.37;-64.85;-64.64;-64.26;-42.81
1593.460;-7.34;-64.88;-64.67;-64.29;-42.85
1593.470;-7.36;-64.86;-64.64;-64.26;-42.82
1593.480;-7.37;-64.85;-64.64;-64.26;-42.85
1593.490;-7.37;-64.85;-64.64;-64.26;-42.87
1593.500;-7.37;-64.85;-64.64;-64.26;-42.78
1593.510;-7.37;-64.85;-64.63;-64.25;-42.75
1593.520;-7.38;-64.84;-64.63;-64.25;-42.77
1593.530;-7.37;-64.85;-64.64;-64.26;-42.73
1593.540;-7.38;-64.84;-64.63;-64.24;-42.67
1593.550;-7.39;-64.83;-64.62;-64.24;-42.80
1593.560;-7.37;-64.85;-64.64;-64.25;-42.64
1593.570;-7.39;-64.83;-64.62;-64.24;-42.73
1593.580;-7.39;-64.83;-64.62;-64.24;-42.72
1593.590;-7.39;-64.83;-64.62;-64.24;-42.71
1593.600;-7.39;-64.83;-64.62;-64.23;-42.67
1593.610;-7.40;-64.82;-64.61;-64.23;-42.67
1593.620;-7.38;-64.84;-64.63;-64.25;-42.63
1593.630;-7.39;-64.83;-64.62;-64.23;-42.59
1593.640;-7.39;-64.83;-64.62;-64.23;-42.60
1593.650;-7.39;-64.83;-64.62;-64.24;-42.59
1593.660;-7.39;-64.83;-64.62;-64.24;-42.69
1593.670;-7.39;-64.83;-64.62;-64.24;-42.56
1593.680;-7.40;-64.82;-64.61;-64.22;-42.61
1593.690;-7.39;-64.83;-64.62;-64.24;-42.68
1593.700;-7.39;-64.83;-64.62;-64.23;-42.58
1593.710;-7.39;-64.83;-64.62;-64.24;-42.53
1593.720;-7.37;-64.85;-64.64;-64.26;-42.50
1593.730;-7.39;-64.83;-64.62;-64.23;-42.42
1593.740;-7.38;-64.84;-64.63;-64.25;-42.38
1593.750;-7.35;-64.87;-64.66;-64.27;-42.48
1593.760;-7.37;-64.85;-64.64;-64.26;-42.44
1593.770;-7.37;-64.85;-64.64;-64.26;-42.40
1593.780;-7.37;-64.85;-64.64;-64.25;-42.39
1593.790;-7.39;-64.84;-64.62;-64.24;-42.38
1593.800;-7.39;-64.84;-64.62;-64.24;-42.37
1593.810;-7.38;-64.85;-64.63;-64.25;-42.38
1593.820;-7.38;-64.84;-64.63;-64.25;-42.35
1593.830;-7.39;-64.84;-64.63;-64.24;-42.29
1593.840;-7.37;-64.85;-64.64;-64.26;-42.26
1593.850;-7.39;-64.84;-64.63;-64.24;-42.26
1593.860;-7.37;-64.85;-64.64;-64.26;-42.23
1593.870;-7.38;-64.84;-64.63;-64.24;-42.17
1593.880;-7.37;-64.86;-64.64;-64.26;-42.12
1593.890;-7.37;-64.85;-64.64;-64.25;-42.15
1593.900;-7.39;-64.84;-64.63;-64.24;-42.13
1593.910;-7.39;-64.84;-64.63;-64.24;-42.10
1593.920;-7.37;-64.85;-64.64;-64.26;-42.10
1593.930;-7.37;-64.86;-64.65;-64.26;-42.08
1593.940;-7.38;-64.84;-64.63;-64.24;-42.02
1593.950;-7.39;-64.84;-64.63;-64.24;-42.11
1593.960;-7.39;-64.84;-64.63;-64.24;-42.16
1593.970;-7.39;-64.84;-64.62;-64.24;-42.15
1593.980;-7.40;-64.83;-64.62;-64.23;-42.09
1593.990;-7.39;-64.84;-64.63;-64.24;-42.07
1594.000;-7.39;-64.84;-64.63;-64.24;-42.07
1594.010;-7.39;-64.84;-64.63;-64.24;-42.12
1594.020;-7.39;-64.84;-64.63;-64.24;-42.07
1594.030;-7.39;-64.84;-64.63;-64.24;-41.89
1594.040;-7.39;-64.84;-64.63;-64.25;-42.12
1594.050;-7.39;-64.84;-64.63;-64.25;-42.03
1594.060;-7.39;-64.84;-64.63;-64.24;-42.00
1594.070;-7.40;-64.83;-64.62;-64.23;-42.01
1594.080;-7.39;-64.84;-64.63;-64.25;-42.07
1594.090;-7.40;-64.83;-64.62;-64.24;-42.09
1594.100;-7.40;-64.82;-64.61;-64.23;-42.06
1594.110;-7.40;-64.82;-64.61;-64.23;-42.06
1594.120;-7.40;-64.82;-64.61;-64.23;-41.95
1594.130;-7.40;-64.82;-64.61;-64.23;-42.02
1594.140;-7.40;-64.82;-64.61;-64.23;-42.07
1594.150;-7.40;-64.82;-64.61;-64.23;-42.08
1594.160;-7.41;-64.82;-64.60;-64.22;-42.06
1594.170;-7.44;-64.79;-64.58;-64.19;-42.07
1594.180;-7.43;-64.80;-64.58;-64.20;-42.07
1594.190;-7.43;-64.80;-64.58;-64.20;-42.03
1594.200;-7.43;-64.80;-64.59;-64.21;-42.06
1594.210;-7.42;-64.81;-64.60;-64.21;-41.99
1594.220;-7.42;-64.81;-64.60;-64.21;-41.95
1594.230;-7.42;-64.81;-64.60;-64.21;-42.05
1594.240;-7.46;-64.77;-64.56;-64.18;-42.04
1594.250;-7.45;-64.79;-64.57;-64.19;-41.98
1594.260;-7.46;-64.77;-64.56;-64.18;-42.08
1594.270;-7.45;-64.79;-64.57;-64.19;-42.08
1594.280;-7.43;-64.80;-64.59;-64.20;-42.11
1594.290;-7.44;-64.79;-64.58;-64.19;-42.06
1594.300;-7.44;-64.79;-64.58;-64.20;-42.08
1594.310;-7.46;-64.78;-64.56;-64.18;-42.14
1594.320;-7.43;-64.81;-64.60;-64.21;-42.07
1594.330;-7.46;-64.77;-64.56;-64.18;-42.10
1594.340;-7.44;-64.79;-64.58;-64.19;-41.99
1594.350;-7.46;-64.77;-64.56;-64.18;-41.95
1594.360;-7.45;-64.78;-64.57;-64.18;-42.05
1594.370;-7.44;-64.79;-64.58;-64.20;-42.13
1594.380;-7.45;-64.78;-64.57;-64.19;-42.03
1594.390;-7.45;-64.79;-64.57;-64.19;-42.04
1594.400;-7.46;-64.78;-64.57;-64.18;-41.99
1594.410;-7.44;-64.79;-64.58;-64.20;-42.14
1594.420;-7.46;-64.78;-64.56;-64.18;-42.11
1594.430;-7.44;-64.79;-64.58;-64.20;-42.05
1594.440;-7.46;-64.77;-64.56;-64.18;-42.06
1594.450;-7.47;-64.76;-64.55;-64.17;-42.05
1594.460;-7.47;-64.77;-64.56;-64.17;-41.99
1594.470;-7.48;-64.76;-64.55;-64.16;-41.98
1594.480;-7.49;-64.75;-64.53;-64.15;-42.09
1594.490;-7.48;-64.75;-64.54;-64.16;-42.11
1594.500;-7.49;-64.74;-64.53;-64.15;-42.04
1594.510;-7.48;-64.76;-64.54;-64.16;-42.00
1594.520;-7.46;-64.78;-64.56;-64.18;-42.05
1594.530;-7.48;-64.76;-64.54;-64.16;-42.02
1594.540;-7.49;-64.74;-64.53;-64.15;-42.00
1594.550;-7.48;-64.76;-64.55;-64.16;-41.98
1594.560;-7.48;-64.76;-64.55;-64.16;-41.95
1594.570;-7.50;-64.74;-64.52;-64.14;-41.99
1594.580;-7.49;-64.75;-64.53;-64.15;-42.02
1594.590;-7.48;-64.76;-64.55;-64.16;-42.02
1594.600;-7.48;-64.76;-64.55;-64.16;-41.95
1594.610;-7.46;-64.78;-64.56;-64.18;-42.01
1594.620;-7.48;-64.76;-64.55;-64.16;-41.97
1594.630;-7.47;-64.76;-64.55;-64.17;-41.98
1594.640;-7.47;-64.77;-64.56;-64.18;-41.98
1594.650;-7.47;-64.77;-64.55;-64.17;-41.93
1594.660;-7.48;-64.76;-64.54;-64.16;-42.00
1594.670;-7.47;-64.76;-64.55;-64.17;-41.94
1594.680;-7.46;-64.78;-64.56;-64.18;-42.00
1594.690;-7.48;-64.76;-64.55;-64.17;-42.00
1594.700;-7.46;-64.78;-64.56;-64.18;-41.91
1594.710;-7.46;-64.78;-64.56;-64.18;-41.90
1594.720;-7.48;-64.76;-64.54;-64.16;-41.89
1594.730;-7.49;-64.74;-64.53;-64.15;-41.92
1594.740;-7.48;-64.76;-64.55;-64.17;-41.93
1594.750;-7.48;-64.76;-64.55;-64.17;-41.90
1594.760;-7.48;-64.76;-64.55;-64.17;-41.91
1594.770;-7.47;-64.77;-64.56;-64.18;-41.91
1594.780;-7.49;-64.75;-64.53;-64.15;-41.92
1594.790;-7.48;-64.76;-64.54;-64.16;-41.89
1594.800;-7.48;-64.76;-64.55;-64.17;-41.93
1594.810;-7.46;-64.77;-64.56;-64.18;-41.90
1594.820;-7.48;-64.76;-64.55;-64.17;-41.97
1594.830;-7.48;-64.75;-64.54;-64.16;-41.90
1594.840;-7.51;-64.73;-64.52;-64.14;-41.89
1594.850;-7.51;-64.73;-64.52;-64.14;-41.87
1594.860;-7.50;-64.74;-64.53;-64.15;-41.83
1594.870;-7.50;-64.74;-64.53;-64.15;-41.79
1594.880;-7.50;-64.74;-64.53;-64.15;-41.92
1594.890;-7.50;-64.74;-64.53;-64.15;-41.82
1594.900;-7.48;-64.76;-64.55;-64.17;-41.85
1594.910;-7.48;-64.76;-64.54;-64.16;-41.85
1594.920;-7.49;-64.74;-64.53;-64.15;-41.81
1594.930;-7.48;-64.76;-64.55;-64.17;-41.79
1594.940;-7.48;-64.76;-64.55;-64.17;-41.81
1594.950;-7.48;-64.76;-64.55;-64.17;-41.84
1594.960;-7.48;-64.76;-64.55;-64.17;-41.80
1594.970;-7.51;-64.73;-64.52;-64.14;-41.78
1594.980;-7.50;-64.74;-64.53;-64.15;-41.74
1594.990;-7.50;-64.74;-64.53;-64.15;-41.76
1595.000;-7.50;-64.74;-64.53;-64.15;-41.81
1595.010;-7.52;-64.72;-64.51;-64.13;-41.75
1595.020;-7.52;-64.72;-64.50;-64.13;-41.80
1595.030;-7.53;-64.71;-64.50;-64.12;-41.75
1595.040;-7.52;-64.72;-64.51;-64.13;-41.72
1595.050;-7.52;-64.72;-64.51;-64.13;-41.68
1595.060;-7.53;-64.71;-64.49;-64.12;-41.68
1595.070;-7.53;-64.70;-64.49;-64.11;-41.66
1595.080;-7.52;-64.72;-64.51;-64.13;-41.78
1595.090;-7.52;-64.72;-64.51;-64.13;-41.70
1595.100;-7.53;-64.70;-64.49;-64.11;-41.77
1595.110;-7.53;-64.70;-64.49;-64.11;-41.75
1595.120;-7.53;-64.70;-64.49;-64.11;-41.73
1595.130;-7.53;-64.70;-64.49;-64.11;-41.72
1595.140;-7.53;-64.70;-64.49;-64.11;-41.71
1595.150;-7.53;-64.70;-64.49;-64.11;-41.67
1595.160;-7.52;-64.72;-64.50;-64.13;-41.65
1595.170;-7.53;-64.70;-64.49;-64.12;-41.67
1595.180;-7.52;-64.72;-64.51;-64.13;-41.72
1595.190;-7.53;-64.70;-64.49;-64.11;-41.72
1595.200;-7.53;-64.70;-64.49;-64.12;-41.67
1595.210;-7.53;-64.70;-64.49;-64.12;-41.66
1595.220;-7.54;-64.69;-64.48;-64.11;-41.64
1595.230;-7.54;-64.69;-64.48;-64.11;-41.67
1595.240;-7.53;-64.70;-64.49;-64.12;-41.67
1595.250;-7.56;-64.68;-64.46;-64.09;-41.68
1595.260;-7.56;-64.68;-64.47;-64.09;-41.66
1595.270;-7.54;-64.70;-64.49;-64.11;-41.63
1595.280;-7.54;-64.70;-64.49;-64.12;-41.67
1595.290;-7.55;-64.69;-64.47;-64.10;-41.70
1595.300;-7.54;-64.70;-64.49;-64.11;-41.58
1595.310;-7.57;-64.67;-64.46;-64.08;-41.66
1595.320;-7.56;-64.67;-64.46;-64.09;-41.68
1595.330;-7.56;-64.68;-64.47;-64.10;-41.67
1595.340;-7.58;-64.65;-64.44;-64.07;-41.71
1595.350;-7.58;-64.66;-64.45;-64.08;-41.65
1595.360;-7.59;-64.65;-64.44;-64.06;-41.62
1595.370;-7.59;-64.65;-64.43;-64.06;-41.64
1595.380;-7.59;-64.65;-64.44;-64.06;-41.62
1595.390;-7.58;-64.66;-64.45;-64.07;-41.70
1595.400;-7.55;-64.69;-64.47;-64.10;-41.65
1595.410;-7.58;-64.66;-64.44;-64.07;-41.68
1595.420;-7.57;-64.67;-64.45;-64.08;-41.67
1595.430;-7.59;-64.65;-64.43;-64.06;-41.70
1595.440;-7.60;-64.65;-64.43;-64.06;-41.69
1595.450;-7.59;-64.65;-64.44;-64.06;-41.65
1595.460;-7.61;-64.63;-64.42;-64.05;-41.70
1595.470;-7.59;-64.65;-64.44;-64.06;-41.65
1595.480;-7.54;-64.70;-64.49;-64.11;-41.80
1595.490;-7.59;-64.66;-64.44;-64.07;-41.71
1595.500;-7.57;-64.67;-64.46;-64.08;-41.66
1595.510;-7.57;-64.67;-64.46;-64.08;-41.70
1595.520;-7.57;-64.67;-64.46;-64.08;-41.75
1595.530;-7.58;-64.66;-64.44;-64.07;-41.74
1595.540;-7.59;-64.66;-64.44;-64.06;-41.74
1595.550;-7.57;-64.67;-64.45;-64.08;-41.66
1595.560;-7.61;-64.64;-64.42;-64.05;-41.80
1595.570;-7.55;-64.69;-64.48;-64.10;-41.73
1595.580;-7.55;-64.69;-64.48;-64.10;-41.84
1595.590;-7.56;-64.68;-64.47;-64.09;-41.69
1595.600;-7.58;-64.66;-64.45;-64.07;-41.73
1595.610;-7.56;-64.69;-64.47;-64.09;-41.74
1595.620;-7.57;-64.67;-64.46;-64.08;-41.75
1595.630;-7.59;-64.66;-64.44;-64.06;-41.71
1595.640;-7.59;-64.66;-64.44;-64.06;-41.72
1595.650;-7.61;-64.64;-64.42;-64.05;-41.71
1595.660;-7.59;-64.66;-64.44;-64.06;-41.77
1595.670;-7.57;-64.68;-64.46;-64.08;-41.77
1595.680;-7.58;-64.68;-64.46;-64.08;-41.72
1595.690;-7.60;-64.66;-64.44;-64.06;-41.77
1595.700;-7.60;-64.65;-64.43;-64.05;-41.77
1595.710;-7.60;-64.65;-64.43;-64.05;-41.77
1595.720;-7.61;-64.64;-64.42;-64.05;-41.73
1595.730;-7.61;-64.64;-64.42;-64.05;-41.70
1595.740;-7.61;-64.65;-64.42;-64.05;-41.67
1595.750;-7.61;-64.65;-64.42;-64.05;-41.62
1595.760;-7.61;-64.65;-64.43;-64.05;-41.70
1595.770;-7.58;-64.68;-64.46;-64.08;-41.74
1595.780;-7.61;-64.65;-64.43;-64.05;-41.75
1595.790;-7.60;-64.65;-64.43;-64.05;-41.72
1595.800;-7.59;-64.67;-64.44;-64.07;-41.77
1595.810;-7.60;-64.66;-64.43;-64.06;-41.81
1595.820;-7.60;-64.66;-64.44;-64.06;-41.75
1595.830;-7.60;-64.65;-64.43;-64.05;-41.81
1595.840;-7.61;-64.65;-64.43;-64.05;-41.77
1595.850;-7.61;-64.65;-64.43;-64.05;-41.71
1595.860;-7.61;-64.65;-64.43;-64.05;-41.75
1595.870;-7.61;-64.65;-64.43;-64.05;-41.74
1595.880;-7.61;-64.65;-64.42;-64.04;-41.74
1595.890;-7.62;-64.64;-64.42;-64.04;-41.79
1595.900;-7.61;-64.65;-64.43;-64.05;-41.77
1595.910;-7.61;-64.65;-64.43;-64.05;-41.77
1595.920;-7.61;-64.65;-64.43;-64.05;-41.78
1595.930;-7.62;-64.64;-64.41;-64.03;-41.81
1595.940;-7.63;-64.64;-64.41;-64.03;-41.85
1595.950;-7.61;-64.65;-64.43;-64.05;-41.71
1595.960;-7.61;-64.65;-64.43;-64.05;-41.75
1595.970;-7.62;-64.64;-64.41;-64.03;-41.78
1595.980;-7.61;-64.66;-64.43;-64.05;-41.89
1595.990;-7.61;-64.66;-64.43;-64.05;-41.87
1596.000;-7.62;-64.65;-64.42;-64.04;-41.88
1596.010;-7.63;-64.64;-64.41;-64.03;-41.83
1596.020;-7.63;-64.64;-64.41;-64.03;-41.82
1596.030;-7.64;-64.62;-64.40;-64.01;-41.87
1596.040;-7.63;-64.64;-64.41;-64.03;-41.81
1596.050;-7.61;-64.66;-64.43;-64.05;-41.88
