OWNER;POINTNAME;FLD_DEV;3_KKS;DESC;ACTIVE;INACTIVE;SIG_TYPE;SIG_LEVEL;PWR_SRC;LOCATION;IO_GROUP;DEV_PARTITION;DEVICE_LO;DEVICE_HI;DEVICE_UNITS;DISPLAY_LO;DISPLAY_HI;DISPLAY_UNITS;PRECISION;SOE;HIST;PID;LOGIC;HMI_SCREEN;MOD;REV;REV_COMMENT;REV_DATE;REMARKS;Typo;DESCRIPCIÓN;DESCRIPCIÓN ALTERNATIVA;
       ACC;B0LAF32AA301XB01;B0LAF32AA301;XB01;Dist Heat Attemp CV Water IV Actuator                                      Pos Open;Actuator Pos Open;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;Dist Heat Attemp CV Water IV;B0LBG10EA001;
       ACC;B0LAF32AA301XB02;B0LAF32AA301;XB02;Dist Heat Attemp CV Water IV Actuator                                      Pos Close;Actuator Pos Close;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;Dist Heat Attemp CV Water IV;B0LBG10EA001;
       ACC;B0LAF32AA301YB01;B0LAF32AA301;YB01;Dist Heat Attemp CV Water IV Op Cmd                                        ;Op Cmd;;plc_bo_output;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;Dist Heat Attemp CV Water IV;B0LBG10EA001;
       ACC;B0LAF32AA401XQ13;B0LAF32AA401;XQ13;Dist Heat Attemp CV Water CV Position                                      Ind;;;AI;4_20mA;         S;          ;;;;;;;;;;;       Yes;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;Dist Heat Attemp CV Water CV;B0LBG10EA001;
       ACC;B0LAF32AA401YQ01;B0LAF32AA401;YQ01;Dist Heat Attemp CV Water CV Position                                      Demand;;;AO;4_20mA;         S;          ;;;;;;;;;;;       Yes;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;Dist Heat Attemp CV Water CV;B0LBG10EA001;
       ACC;B0LAF32CP001XQ01;B0LAF32CP001;XQ01;Dist Heat Attemp CV Wtr CV Inl Press xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;Dist Heat Attemp CV Wtr CV Inl Press;B0LBG10EA001;
       ACC;B0LAF32CP002XQ01;B0LAF32CP002;XQ01;Dist Heat Attemp CV Wtr CV Outl Press xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;Dist Heat Attemp CV Wtr CV Outl Press;B0LBG10EA001;
       ACC;B0LAF33AA301XB01;B0LAF33AA301;XB01;MS Attemp CV Water IV Actuator                                      Pos Open;Actuator Pos Open;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;MS Attemp CV Water IV;B0LBG10EA001;
       ACC;B0LAF33AA301XB02;B0LAF33AA301;XB02;MS Attemp CV Water IV Actuator                                      Pos Close;Actuator Pos Close;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;MS Attemp CV Water IV;B0LBG10EA001;
       ACC;B0LAF33AA301YB01;B0LAF33AA301;YB01;MS Attemp CV Water IV Op Cmd                                        ;Op Cmd;;plc_bo_output;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;MS Attemp CV Water IV;B0LBG10EA001;
       ACC;B0LAF33AA401XQ13;B0LAF33AA401;XQ13;MS Attemp CV Water CV Position                                      Ind;;;AI;4_20mA;         S;          ;;;;;;;;;;;       Yes;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;MS Attemp CV Water CV;B0LBG10EA001;
       ACC;B0LAF33AA401YQ01;B0LAF33AA401;YQ01;MS Attemp CV Water CV Position                                      Demand;;;AO;4_20mA;         S;          ;;;;;;;;;;;       Yes;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;MS Attemp CV Water CV;B0LBG10EA001;
       ACC;B0LAF33CP001XQ01;B0LAF33CP001;XQ01;MS Attemp CV Water CV Inl Press xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;MS Attemp CV Water CV Inl Press;B0LBG10EA001;
       ACC;B0LAF33CP002XQ01;B0LAF33CP002;XQ01;MS Attemp CV Water CV Outl Press xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;MS Attemp CV Water CV Outl Press;B0LBG10EA001;
       ACC;B0LAF34AA301XB01;B0LAF34AA301;XB01;IV Extn Condtng CV Water IV Actuator                                      Pos Open;Actuator Pos Open;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;IV Extn Condtng CV Water IV;B0LBG10EA001;
       ACC;B0LAF34AA301XB02;B0LAF34AA301;XB02;IV Extn Condtng CV Water IV Actuator                                      Pos Close;Actuator Pos Close;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;IV Extn Condtng CV Water IV;B0LBG10EA001;
       ACC;B0LAF34AA301YB01;B0LAF34AA301;YB01;IV Extn Condtng CV Water IV Op Cmd                                        ;Op Cmd;;plc_bo_output;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;IV Extn Condtng CV Water IV;B0LBG10EA001;
       ACC;B0LAF34AA401XQ13;B0LAF34AA401;XQ13;IV Extn Condtng CV Water CV Position                                      Ind;;;AI;4_20mA;         S;          ;;;;;;;;;;;       Yes;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;IV Extn Condtng CV Water CV;B0LBG10EA001;
       ACC;B0LAF34AA401YQ01;B0LAF34AA401;YQ01;IV Extn Condtng CV Water CV Position                                      Demand;;;AO;4_20mA;         S;          ;;;;;;;;;;;       Yes;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;IV Extn Condtng CV Water CV;B0LBG10EA001;
       ACC;B0LAF34CP001XQ01;B0LAF34CP001;XQ01;IV Extn Condtng CV Wtr CV Inl Press xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;IV Extn Condtng CV Wtr CV Inl Press;B0LBG10EA001;
       ACC;B0LAF34CP002XQ01;B0LAF34CP002;XQ01;IV Extn Condtng CV Wtr CV Outl Press xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;IV Extn Condtng CV Wtr CV Outl Press;B0LBG10EA001;
       ACC;B0LAF35AA301XB01;B0LAF35AA301;XB01;Ejctr Attemp CV Water IV Actuator                                      Pos Open;Actuator Pos Open;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;Ejctr Attemp CV Water IV;B0LBA40EA001;
       ACC;B0LAF35AA301XB02;B0LAF35AA301;XB02;Ejctr Attemp CV Water IV Actuator                                      Pos Close;Actuator Pos Close;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;Ejctr Attemp CV Water IV;B0LBA40EA001;
       ACC;B0LAF35AA301YB01;B0LAF35AA301;YB01;Ejctr Attemp CV Water IV Op Cmd                                        ;Op Cmd;;plc_bo_output;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;Ejctr Attemp CV Water IV;B0LBA40EA001;
       ACC;B0LAF35AA401XQ13;B0LAF35AA401;XQ13;Ejctr Attemp CV Water CV Position                                      Ind;;;AI;4_20mA;         S;          ;;;;;;;;;;;       Yes;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;Ejctr Attemp CV Water CV;B0LBA40EA001;
       ACC;B0LAF35AA401YQ01;B0LAF35AA401;YQ01;Ejctr Attemp CV Water CV Position                                      Demand;;;AO;4_20mA;         S;          ;;;;;;;;;;;       Yes;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;Ejctr Attemp CV Water CV;B0LBA40EA001;
       ACC;B0LAF35CP001XQ01;B0LAF35CP001;XQ01;Ejctr Attemp CV Wtr CV Inl Press xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;Ejctr Attemp CV Wtr CV Inl Press;B0LBA40EA001;
       ACC;B0LAF35CP002XQ01;B0LAF35CP002;XQ01;Ejctr Attemp CV Wtr CV Outl Press xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;Ejctr Attemp CV Wtr CV Outl Press;B0LBA40EA001;
       ACC;B0LAF40CF901XQ01;B0LAF40CF901;XQ01;FW Pmps HP Disch Flow xtmr                                          ;xmtr;;_empty_;;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000010;NPE7-EAI-41XX-XXX-PP-XA-007606;NPE7-EAI-41XX-XXX-IM-XA-007654;;1;;;;;FW Pmps HP Disch Flow;;
       ACC;B0LBA10AA301XB01;B0LBA10AA301;XB01;MS to HP ST Vent MOV FullyOp                                       ;;;DI;DC_24V;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;MS to HP ST Vent MOV;B0LBA10EA003;
       ACC;B0LBA10AA301XB02;B0LBA10AA301;XB02;MS to HP ST Vent MOV FullyCl                                       ;;;DI;DC_24V;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;MS to HP ST Vent MOV;B0LBA10EA003;
       ACC;B0LBA10AA301XB07;B0LBA10AA301;XB07;MS to HP ST Vent MOV Actuator                                      Fault;;;DI;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;MS to HP ST Vent MOV;B0LBA10EA003;
       ACC;B0LBA10AA301XB23;B0LBA10AA301;XB23;MS to HP ST Vent MOV Actuator                                      Local Mode;;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;MS to HP ST Vent MOV;B0LBA10EA003;
       ACC;B0LBA10AA301XQ13;B0LBA10AA301;XQ13;MS to HP ST Vent MOV Valve                                         Position;;;AI;4_20mA;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;MS to HP ST Vent MOV;B0LBA10EA003;
       ACC;B0LBA10AA301YQ01;B0LBA10AA301;YQ01;MS to HP ST Vent MOV Position                                      Demand;;;AO;4_20mA;         S;          ;;;;;;;;;;;       Yes;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;MS to HP ST Vent MOV;B0LBA10EA003;
       ACC;B0LBA10AA301ZB17;B0LBA10AA301;ZB17;MS to HP ST Vent MOV Protection                                    Close;Prot Close Pulse Man;;_empty_;DC_24V;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;MS to HP ST Vent MOV;B0LBA10EA003;
       ACC;B0LBA10AA301ZB19;B0LBA10AA301;ZB19;MS to HP ST Vent MOV Protection                                    Open;Prot Open Pulse Man;;_empty_;DC_24V;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;MS to HP ST Vent MOV;B0LBA10EA003;
       ACC;B0LBA10AA301ZB50;B0LBA10AA301;ZB50;MS to HP ST Vent MOV Drive                                         Ready;Drive Ready;;_empty_;DC_24V;          ;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;MS to HP ST Vent MOV;B0LBA10EA003;
       ACC;B0LBA10AA301ZB51;B0LBA10AA301;ZB51;MS to HP ST Vent MOV Drive Ready                                    & Auto;Drive Ready & Auto;;_empty_;DC_24V;          ;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;MS to HP ST Vent MOV;B0LBA10EA003;
       ACC;B0LBA30AA303XB01;B0LBA10AA302;XB01;MS to ST Pot B0LBA10 Drn MOV FullyOp                                       ;;;DI;DC_24V;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;MS to ST Pot B0LBA10 Drn MOV;B0LBA10EA003;
       ACC;B0LBA30AA303XB02;B0LBA10AA302;XB02;MS to ST Pot B0LBA10 Drn MOV FullyCl                                       ;;;DI;DC_24V;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;MS to ST Pot B0LBA10 Drn MOV;B0LBA10EA003;
       ACC;B0LBA30AA303XB07;B0LBA10AA302;XB07;MS to ST Pot B0LBA10 Drn MOV Actuator                                      Fault;;;DI;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;MS to ST Pot B0LBA10 Drn MOV;B0LBA10EA003;
       ACC;B0LBA30AA303XB23;B0LBA10AA302;XB23;MS to ST Pot B0LBA10 Drn MOV Actuator                                      Local Mode;;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;MS to ST Pot B0LBA10 Drn MOV;B0LBA10EA003;
       ACC;B0LBA30AA303XQ13;B0LBA10AA302;XQ13;MS to ST Pot B0LBA10 Drn MOV Valve                                         Position;;;AI;4_20mA;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;MS to ST Pot B0LBA10 Drn MOV;B0LBA10EA003;
       ACC;B0LBA30AA303YQ01;B0LBA10AA302;YQ01;MS to ST Pot B0LBA10 Drn MOV Position                                      Demand;;;AO;4_20mA;         S;          ;;;;;;;;;;;       Yes;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;MS to ST Pot B0LBA10 Drn MOV;B0LBA10EA003;
       ACC;B0LBA30AA303ZB17;B0LBA10AA302;ZB17;MS to ST Pot B0LBA10 Drn MOV Protection                                    Close;Prot Close Pulse Man;;_empty_;DC_24V;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;MS to ST Pot B0LBA10 Drn MOV;B0LBA10EA003;
       ACC;B0LBA30AA303ZB19;B0LBA10AA302;ZB19;MS to ST Pot B0LBA10 Drn MOV Protection                                    Open;Prot Open Pulse Man;;_empty_;DC_24V;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;MS to ST Pot B0LBA10 Drn MOV;B0LBA10EA003;
       ACC;B0LBA30AA303ZB50;B0LBA10AA302;ZB50;MS to ST Pot B0LBA10 Drn MOV Drive                                         Ready;Drive Ready;;_empty_;DC_24V;          ;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;MS to ST Pot B0LBA10 Drn MOV;B0LBA10EA003;
       ACC;B0LBA30AA303ZB51;B0LBA10AA302;ZB51;MS to ST Pot B0LBA10 Drn MOV Drive Ready                                    & Auto;Drive Ready & Auto;;_empty_;DC_24V;          ;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;MS to ST Pot B0LBA10 Drn MOV;B0LBA10EA003;
       ACC;B0LBA30CT004XQ01;B0LBA10CT001;XQ01;MS Attemp CV Pot B0LBA30#1 Temp xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;MS to ST Pot B0LBA10 Temp;B0LBA10EA003;
       ACC;B0LBA30AA301XB01;B0LBA30AA301;XB01;B1: MS to AuxStm Isol MOV FullyOp                                       ;;;DI;DC_24V;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: MS to AuxStm Isol MOV;B0LBA10EA002;
       ACC;B0LBA30AA301XB02;B0LBA30AA301;XB02;B1: MS to AuxStm Isol MOV FullyCl                                       ;;;DI;DC_24V;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: MS to AuxStm Isol MOV;B0LBA10EA002;
       ACC;B0LBA30AA301XB07;B0LBA30AA301;XB07;B1: MS to AuxStm Isol MOV Actuator                                      Fault;;;DI;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: MS to AuxStm Isol MOV;B0LBA10EA002;
       ACC;B0LBA30AA301XB23;B0LBA30AA301;XB23;B1: MS to AuxStm Isol MOV Actuator                                      Local Mode;;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: MS to AuxStm Isol MOV;B0LBA10EA002;
       ACC;B0LBA30AA301YB01;B0LBA30AA301;YB01;B1: MS to AuxStm Isol MOV Op Cmd                                        ;;;plc_bo_output;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: MS to AuxStm Isol MOV;B0LBA10EA002;
       ACC;B0LBA30AA301YB02;B0LBA30AA301;YB02;B1: MS to AuxStm Isol MOV Cl Cmd                                        ;;;plc_bo_output;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: MS to AuxStm Isol MOV;B0LBA10EA002;
       ACC;B0LBA30AA301ZB17;B0LBA30AA301;ZB17;B1: MS to AuxStm Isol MOV Protection                                    Close;Prot Close Pulse Man;;_empty_;;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: MS to AuxStm Isol MOV;B0LBA10EA002;
       ACC;B0LBA30AA301ZB19;B0LBA30AA301;ZB19;B1: MS to AuxStm Isol MOV Protection                                    Open;Prot Open Pulse Man;;_empty_;;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: MS to AuxStm Isol MOV;B0LBA10EA002;
       ACC;B0LBA30AA301ZB45;B0LBA30AA301;ZB45;B1: MS to AuxStm Isol MOV Release                                       Open;Release Open;;_empty_;;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: MS to AuxStm Isol MOV;B0LBA10EA002;
       ACC;B0LBA30AA301ZB46;B0LBA30AA301;ZB46;B1: MS to AuxStm Isol MOV Release                                       Close;Release Close;;_empty_;;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: MS to AuxStm Isol MOV;B0LBA10EA002;
       ACC;B0LBA30AA301ZB50;B0LBA30AA301;ZB50;B1: MS to AuxStm Isol MOV Drive                                         Ready;Drive Ready;;_empty_;;          ;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: MS to AuxStm Isol MOV;B0LBA10EA002;
       ACC;B0LBA30AA301ZB51;B0LBA30AA301;ZB51;B1: MS to AuxStm Isol MOV Drive Ready                                    & Auto;Drive Ready & Auto;;_empty_;;          ;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: MS to AuxStm Isol MOV;B0LBA10EA002;
       ACC;B0LBA30AA302XB01;B0LBA30AA302;XB01;B2: MS to Aux Steam Isol MOV FullyOp                                       ;;;DI;DC_24V;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B2: MS to AuxStm Isol MOV;B0LBA10EA002;
       ACC;B0LBA30AA302XB02;B0LBA30AA302;XB02;B2: MS to Aux Steam Isol MOV FullyCl                                       ;;;DI;DC_24V;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B2: MS to AuxStm Isol MOV;B0LBA10EA002;
       ACC;B0LBA30AA302XB07;B0LBA30AA302;XB07;B2: MS to Aux Steam Isol MOV Actuator                                      Fault;;;DI;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B2: MS to AuxStm Isol MOV;B0LBA10EA002;
       ACC;B0LBA30AA302XB23;B0LBA30AA302;XB23;B2: MS to Aux Steam Isol MOV Actuator                                      Local Mode;;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B2: MS to AuxStm Isol MOV;B0LBA10EA002;
       ACC;B0LBA30AA302YB01;B0LBA30AA302;YB01;B2: MS to Aux Steam Isol MOV Op Cmd                                        ;;;plc_bo_output;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B2: MS to AuxStm Isol MOV;B0LBA10EA002;
       ACC;B0LBA30AA302YB02;B0LBA30AA302;YB02;B2: MS to Aux Steam Isol MOV Cl Cmd                                        ;;;plc_bo_output;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B2: MS to AuxStm Isol MOV;B0LBA10EA002;
