OWNER;POINTNAME;FLD_DEV;3_KKS; DESC;LONG DESC;ACTIVE;INACTIVE;EST;PRI;SIG_TYPE;SIG_LEVEL;PWR_SRC;NOMINAL POWER;LINE MONITORING;LOCATION;DEV_PARTITION;DEVICE_LO;DEVICE_HI;DEVICE_UNITS;DISPLAY_LO;DISPLAY_HI;DISPLAY_UNITS;PRECISION_SIGNAL;SOE;HIST;PID;LOGIC;SCHEM;HMI_SCREEN;Intelligent System;Signal Loss;Instrument Function;KKS_Junction Box;Explosion Protection;IS;IS_MODEL;IS_IN_TB_1;IS_IN_TB_2;IS_OUT_TB_1;IS_OUT_TB_2;CONTROLLER;CABINET_KKS;CARD_ID;CARD_TYPE;CARD_POINT_Nº;TA_MODEL;TA_TAG_ID;MC_ID;MC_TERM_STRIP_ID;TB_1;TB_2;TB_3;TB_4;STATUS OF TECHNICAL DATA;IN PAMELA;REMARKS;MOD;REV;REV_COMMENT;REV_DATE
EA-I&C;B2LBG31AA302YB01;B2LBG31AA302;YB01;B2: PriAirPrehtr to BlwDn Tnk MOV             ;B2: Primary Air Preheater to Blowdown Tank Motor Operated Valve       ;Op Cmd;;;;DO;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG31AA302YB02;B2LBG31AA302;YB02;B2: PriAirPrehtr to BlwDn Tnk MOV             ;B2: Primary Air Preheater to Blowdown Tank Motor Operated Valve       ;Cl Cmd;;;;DO;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG31AA401XQ13;B2LBG31AA401;XQ13;B2: Blr to PriAirPrehtr CV                  ;B2: Boiler to Primary Air Preheater Control Valve         ;Position Ind;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;Hold;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG31AA401YQ01;B2LBG31AA401;YQ01;B2: Blr to PriAirPrehtr CV                  ;B2: Boiler to Primary Air Preheater Control Valve         ;Position Demand;N/A;;;AO;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;Hold;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG31CP001XQ01;B2LBG31CP001;XQ01;B2: Blr to PriAirPrehtr Byp Press               ;B2: Boiler to Primary Air Preheater By-pass Pressure        ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;Hold;PT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG31CT001XQ01;B2LBG31CT001;XQ01;B2: PriAirPrehtr to BlwDn Tnk Temp              ;B2: Primary Air Preheater to Blowdown Tank Temperature       ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;Hold;TT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG32AA301XB01;B2LBG32AA301;XB01;B2: Blr to SecAirPrehtr Byp MOV              ;B2: Boiler to Secondary Air Preheater By-pass Motor Operated Valve       ;Open;;;;DI;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG32AA301XB02;B2LBG32AA301;XB02;B2: Blr to SecAirPrehtr Byp MOV              ;B2: Boiler to Secondary Air Preheater By-pass Motor Operated Valve       ;Closed;;;;DI;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG32AA301XB07;B2LBG32AA301;XB07;B2: Blr to SecAirPrehtr Byp MOV             ;B2: Boiler to Secondary Air Preheater By-pass Motor Operated Valve       ;Actuator Fault;;;;DI;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG32AA301XB23;B2LBG32AA301;XB23;B2: Blr to SecAirPrehtr Byp MOV             ;B2: Boiler to Secondary Air Preheater By-pass Motor Operated Valve       ;Actuator Local Mode;;;;DI;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG32AA301XQ13;B2LBG32AA301;XQ13;B2: Blr to SecAirPrehtr Byp MOV                ;B2: Boiler to Secondary Air Preheater By-pass Motor Operated Valve        ;Position Ind;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;Hold;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG32AA301YB01;B2LBG32AA301;YB01;B2: Blr to SecAirPrehtr Byp MOV               ;B2: Boiler to Secondary Air Preheater By-pass Motor Operated Valve        ;Op Cmd;;;;DO;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG32AA301YB02;B2LBG32AA301;YB02;B2: Blr to SecAirPrehtr Byp MOV               ;B2: Boiler to Secondary Air Preheater By-pass Motor Operated Valve        ;Cl Cmd;;;;DO;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG32AA302XB01;B2LBG32AA302;XB01;B2: SecAirPrehtr to BlwDn Tnk MOV            ;B2: Secondary Air Preheater to Blowdown Tank Motor Operated Valve      ;Open;;;;DI;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG32AA302XB02;B2LBG32AA302;XB02;B2: SecAirPrehtr to BlwDn Tnk MOV            ;B2: Secondary Air Preheater to Blowdown Tank Motor Operated Valve      ;Closed;;;;DI;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG32AA302XB07;B2LBG32AA302;XB07;B2: SecAirPrehtr to BlwDn Tnk MOV           ;B2: Secondary Air Preheater to Blowdown Tank Motor Operated Valve      ;Actuator Fault;;;;DI;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG32AA302XB23;B2LBG32AA302;XB23;B2: SecAirPrehtr to BlwDn Tnk MOV           ;B2: Secondary Air Preheater to Blowdown Tank Motor Operated Valve      ;Actuator Local Mode;;;;DI;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG32AA302XQ13;B2LBG32AA302;XQ13;B2: SecAirPrehtr to BlwDn Tnk MOV              ;B2: Secondary Air Preheater to Blowdown Tank Motor Operated Valve       ;Position Ind;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;Hold;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG32AA302YB01;B2LBG32AA302;YB01;B2: SecAirPrehtr to BlwDn Tnk MOV             ;B2: Secondary Air Preheater to Blowdown Tank Motor Operated Valve       ;Op Cmd;;;;DO;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG32AA302YB02;B2LBG32AA302;YB02;B2: SecAirPrehtr to BlwDn Tnk MOV             ;B2: Secondary Air Preheater to Blowdown Tank Motor Operated Valve       ;Cl Cmd;;;;DO;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG32AA401XQ13;B2LBG32AA401;XQ13;B2: Blr to SecAirPrehtr CV                  ;B2: Boiler to Secondary Air Preheater Control Valve         ;Position Ind;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;Hold;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG32AA401YQ01;B2LBG32AA401;YQ01;B2: Blr to SecAirPrehtr CV                  ;B2: Boiler to Secondary Air Preheater Control Valve         ;Position Demand;N/A;;;AO;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;Hold;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG32CP001XQ01;B2LBG32CP001;XQ01;B2: Blr to SecAirPrehtr Byp Press               ;B2: Boiler to Secondary Air Preheater By-pass Pressure        ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;Hold;PT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG32CT001XQ01;B2LBG32CT001;XQ01;B2: SecAirPrehtr to BlwDn Tnk Temp              ;B2: Secondary Air Preheater to Blowdown Tank Temperature       ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;Hold;TT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG33AA301XB01;B2LBG33AA301;XB01;B2: Sealing Air Prehtr MOV                   ;B2: Sealing Air Preheater Motor Operated Valve          ;Open;;;;DI;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG33AA301XB02;B2LBG33AA301;XB02;B2: Sealing Air Prehtr MOV                   ;B2: Sealing Air Preheater Motor Operated Valve          ;Closed;;;;DI;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG33AA301XB07;B2LBG33AA301;XB07;B2: Sealing Air Prehtr MOV                  ;B2: Sealing Air Preheater Motor Operated Valve         ;Actuator Fault;;;;DI;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG33AA301XB23;B2LBG33AA301;XB23;B2: Sealing Air Prehtr MOV                  ;B2: Sealing Air Preheater Motor Operated Valve         ;Actuator Local Mode;;;;DI;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG33AA301YB01;B2LBG33AA301;YB01;B2: Sealing Air Prehtr MOV                    ;B2: Sealing Air Preheater Motor Operated Valve          ;Op Cmd;;;;DO;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG33AA301YB02;B2LBG33AA301;YB02;B2: Sealing Air Prehtr MOV                    ;B2: Sealing Air Preheater Motor Operated Valve          ;Cl Cmd;;;;DO;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG33AA302XB01;B2LBG33AA302;XB01;B2: Sealing Air Prehtr Byp MOV               ;B2: Sealing Air Preheater By-pass Motor Operated Valve        ;Open;;;;DI;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG33AA302XB02;B2LBG33AA302;XB02;B2: Sealing Air Prehtr Byp MOV               ;B2: Sealing Air Preheater By-pass Motor Operated Valve        ;Closed;;;;DI;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG33AA302XB07;B2LBG33AA302;XB07;B2: Sealing Air Prehtr Byp MOV              ;B2: Sealing Air Preheater By-pass Motor Operated Valve       ;Actuator Fault;;;;DI;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG33AA302XB23;B2LBG33AA302;XB23;B2: Sealing Air Prehtr Byp MOV              ;B2: Sealing Air Preheater By-pass Motor Operated Valve       ;Actuator Local Mode;;;;DI;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG33AA302XQ13;B2LBG33AA302;XQ13;B2: Sealing Air Prehtr Byp MOV                 ;B2: Sealing Air Preheater By-pass Motor Operated Valve         ;Position Ind;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;Hold;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG33AA302YB01;B2LBG33AA302;YB01;B2: Sealing Air Prehtr Byp MOV                ;B2: Sealing Air Preheater By-pass Motor Operated Valve        ;Op Cmd;;;;DO;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG33AA302YB02;B2LBG33AA302;YB02;B2: Sealing Air Prehtr Byp MOV                ;B2: Sealing Air Preheater By-pass Motor Operated Valve        ;Cl Cmd;;;;DO;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG33AA303XB01;B2LBG33AA303;XB01;B2: Sealing AirPrehtr Pot Drn MOV            ;B2: Sealing Air Preheater Pot Drain Motor Operated Valve      ;Open;;;;DI;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B2LBG33AA303XB02;B2LBG33AA303;XB02;B2: Sealing AirPrehtr Pot Drn MOV            ;B2: Sealing Air Preheater Pot Drain Motor Operated Valve      ;Closed;;;;DI;24VDC;         S;;;B0CRM02GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000002 - Main Steam, Extractions Auxiliary Steam & By-Pass;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-PP-XA-007624;NPE7-EAI-41XX-XXX-IM-XA-007653;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
